"0"|"1"|"2"|"3"
"Thomas Cook  Add to Watchlist  Add to Portfolio"|"10"|"1"|"14-05-2007"
"Mirza Intl  Add to Watchlist  Add to Portfolio"|"10"|"2"|"24-04-2007"
"Action Financia  Add to Watchlist  Add to Portfolio"|"1"|"10"|"23-04-2007"
"Punj Lloyd  Add to Watchlist  Add to Portfolio"|"10"|"2"|"29-03-2007"
"NRB Bearings  Add to Watchlist  Add to Portfolio"|"10"|"2"|"26-03-2007"
"Suven Life Sci  Add to Watchlist  Add to Portfolio"|"2"|"1"|"23-03-2007"
"Minaxi Textiles  Add to Watchlist  Add to Portfolio"|"10"|"1"|"21-03-2007"
"Bombay SwadShar  Add to Watchlist  Add to Portfolio"|"10"|"2"|"20-03-2007"
"Sapan Chemicals  Add to Watchlist  Add to Portfolio"|"1"|"10"|"15-03-2007"
"Nirma  Add to Watchlist  Add to Portfolio"|"10"|"5"|"14-03-2007"
"DeccanChronicle  Add to Watchlist  Add to Portfolio"|"10"|"2"|"13-03-2007"
"Prime Urban Dev  Add to Watchlist  Add to Portfolio"|"10"|"2"|"13-03-2007"
"Max Financial  Add to Watchlist  Add to Portfolio"|"10"|"2"|"12-03-2007"
"Marico  Add to Watchlist  Add to Portfolio"|"10"|"1"|"21-02-2007"
"Gokaldas Export  Add to Watchlist  Add to Portfolio"|"10"|"5"|"08-02-2007"
"JIK Industries  Add to Watchlist  Add to Portfolio"|"1"|"10"|"07-02-2007"
"Paramount Comm  Add to Watchlist  Add to Portfolio"|"10"|"2"|"25-01-2007"
"Pondy Oxides  Add to Watchlist  Add to Portfolio"|"2"|"10"|"15-01-2007"
"Alka Secur  Add to Watchlist  Add to Portfolio"|"10"|"2"|"15-01-2007"
"Jaybharat Text  Add to Watchlist  Add to Portfolio"|"5"|"2"|"09-01-2007"
"Finolex Cables  Add to Watchlist  Add to Portfolio"|"10"|"2"|"08-01-2007"
"CNI Research  Add to Watchlist  Add to Portfolio"|"10"|"1"|"08-01-2007"
"Birlasoft  Add to Watchlist  Add to Portfolio"|"5"|"2"|"04-01-2007"
