"0"|"1"|"2"|"3"
"Rallis India  Add to Watchlist  Add to Portfolio"|"10"|"1"|"15-07-2011"
"HDFC Bank  Add to Watchlist  Add to Portfolio"|"10"|"2"|"14-07-2011"
"Oricon Ent  Add to Watchlist  Add to Portfolio"|"10"|"2"|"14-07-2011"
"Le Waterina  Add to Watchlist  Add to Portfolio"|"10"|"1"|"04-07-2011"
"Titan Company  Add to Watchlist  Add to Portfolio"|"10"|"1"|"23-06-2011"
"Rasoya Protein  Add to Watchlist  Add to Portfolio"|"10"|"5"|"21-06-2011"
"Cox & Kings  Add to Watchlist  Add to Portfolio"|"10"|"5"|"21-06-2011"
"Windsor  Add to Watchlist  Add to Portfolio"|"4"|"2"|"16-06-2011"
"Rain Industries  Add to Watchlist  Add to Portfolio"|"10"|"2"|"15-06-2011"
"LS Industries  Add to Watchlist  Add to Portfolio"|"10"|"1"|"14-06-2011"
"Chandni Textile  Add to Watchlist  Add to Portfolio"|"10"|"1"|"06-06-2011"
"Minal Ind  Add to Watchlist  Add to Portfolio"|"10"|"2"|"02-06-2011"
"Volant Tex  Add to Watchlist  Add to Portfolio"|"10"|"1"|"01-06-2011"
"Hindoostan Mill  Add to Watchlist  Add to Portfolio"|"100"|"10"|"25-05-2011"
"Santowin Corp  Add to Watchlist  Add to Portfolio"|"10"|"2"|"16-05-2011"
"Bajaj Consumer Add to Watchlist  Add to Portfolio"|"5"|"1"|"05-05-2011"
"Intellivate Cap  Add to Watchlist  Add to Portfolio"|"10"|"1"|"27-04-2011"
"Bafna Spinning  Add to Watchlist  Add to Portfolio"|"5"|"1"|"13-04-2011"
"Tuni Textile  Add to Watchlist  Add to Portfolio"|"10"|"1"|"07-04-2011"
"Nouveau Global  Add to Watchlist  Add to Portfolio"|"10"|"1"|"07-04-2011"
"Dazzel Confi  Add to Watchlist  Add to Portfolio"|"10"|"1"|"31-03-2011"
"Ador Fontech  Add to Watchlist  Add to Portfolio"|"10"|"2"|"28-03-2011"
"Exelon Infra  Add to Watchlist  Add to Portfolio"|"10"|"5"|"24-03-2011"
"NALCO  Add to Watchlist  Add to Portfolio"|"10"|"5"|"15-03-2011"
"Hind Zinc  Add to Watchlist  Add to Portfolio"|"10"|"2"|"07-03-2011"
"Gujarat Metal  Add to Watchlist  Add to Portfolio"|"10"|"100"|"04-03-2011"
"Nicco Parks  Add to Watchlist  Add to Portfolio"|"10"|"1"|"24-02-2011"
"GCV Services  Add to Watchlist  Add to Portfolio"|"10"|"5"|"23-02-2011"
"Visagar Fin  Add to Watchlist  Add to Portfolio"|"10"|"2"|"21-02-2011"
"Jay Energy  Add to Watchlist  Add to Portfolio"|"10"|"2"|"14-02-2011"
"Glodyne Techno  Add to Watchlist  Add to Portfolio"|"10"|"6"|"10-02-2011"
"Aurobindo Pharm  Add to Watchlist  Add to Portfolio"|"5"|"1"|"10-02-2011"
"ONGC  Add to Watchlist  Add to Portfolio"|"10"|"5"|"08-02-2011"
"Aurum Soft  Add to Watchlist  Add to Portfolio"|"10"|"2"|"03-02-2011"
"Coral Hub  Add to Watchlist  Add to Portfolio"|"1"|"10"|"03-02-2011"
"APM Industries  Add to Watchlist  Add to Portfolio"|"10"|"2"|"27-01-2011"
"Amrapali Ind  Add to Watchlist  Add to Portfolio"|"10"|"5"|"27-01-2011"
"Rossell India  Add to Watchlist  Add to Portfolio"|"10"|"2"|"20-01-2011"
"Shoppers Stop  Add to Watchlist  Add to Portfolio"|"10"|"5"|"12-01-2011"
"Neueon Towers  Add to Watchlist  Add to Portfolio"|"5"|"1"|"10-01-2011"
"Prism Info  Add to Watchlist  Add to Portfolio"|"10"|"1"|"06-01-2011"
