"Year"|"COMPANY NAME"|"Type"|"%"|"Announcement"|"Record"|"Ex-Dividend"
"2008"|"DeccanChronicle"|"Interim"|"100.00"|"08-12-2008"|"23-12-2008"|"22-12-2008"
"2008"|"MIC Electronics"|"Final"|"20.00"|"20-11-2008"|"-"|"22-12-2008"
"2008"|"Shree Renuka"|"Final"|"20.00"|"14-11-2008"|"-"|"22-12-2008"
"2008"|"Garware Marine"|"Final"|"5.00"|"17-11-2008"|"-"|"19-12-2008"
"2008"|"United Spirits"|"Final"|"15.00"|"01-12-2008"|"-"|"19-12-2008"
"2008"|"Sharon Bio Medi"|"Final"|"12.00"|"02-12-2008"|"-"|"19-12-2008"
"2008"|"Shakti Pumps"|"Final"|"10.00"|"03-12-2008"|"-"|"19-12-2008"
"2008"|"Shaw Wallace"|"Final"|"10.00"|"01-12-2008"|"-"|"19-12-2008"
"2008"|"UB Holdings"|"Final"|"10.00"|"01-12-2008"|"-"|"19-12-2008"
"2008"|"C & C Construct"|"Final"|"27.50"|"03-10-2008"|"-"|"18-12-2008"
"2008"|"Centrum Capital"|"Final"|"10.00"|"01-10-2008"|"-"|"18-12-2008"
"2008"|"Indus Fila"|"Final"|"5.00"|"13-10-2008"|"-"|"18-12-2008"
"2008"|"JBF Industries"|"Final"|"15.00"|"19-11-2008"|"-"|"18-12-2008"
"2008"|"Triveni Engg"|"Final"|"60.00"|"20-11-2008"|"-"|"18-12-2008"
"2008"|"XL Energy"|"Final"|"15.00"|"02-12-2008"|"-"|"18-12-2008"
"2008"|"Cummins"|"Interim"|"120.00"|"01-12-2008"|"16-12-2008"|"15-12-2008"
"2008"|"Granules India"|"Final"|"12.50"|"21-10-2008"|"-"|"15-12-2008"
"2008"|"Indo Tech Trans"|"Interim"|"85.00"|"28-11-2008"|"16-12-2008"|"15-12-2008"
"2008"|"Vipul"|"Final"|"17.50"|"02-07-2008"|"-"|"12-12-2008"
"2008"|"Colgate"|"Interim"|"900.00"|"07-11-2008"|"15-12-2008"|"12-12-2008"
"2008"|"Garden Silk"|"Final"|"15.00"|"27-10-2008"|"-"|"12-12-2008"
"2008"|"Sundaram-Clayto"|"Interim"|"20.00"|"19-11-2008"|"15-12-2008"|"12-12-2008"
"2008"|"WABCO India"|"Interim"|"50.00"|"19-11-2008"|"15-12-2008"|"12-12-2008"
"2008"|"Gufic Bio"|"Final"|"5.00"|"17-11-2008"|"-"|"11-12-2008"
"2008"|"Indoco Remedies"|"Interim"|"32.50"|"26-11-2008"|"12-12-2008"|"11-12-2008"
"2008"|"Mediaone Global"|"Final"|"6.00"|"05-12-2008"|"-"|"11-12-2008"
"2008"|"Westlife Dev"|"Final"|"10.00"|"06-10-2008"|"11-12-2008"|"10-12-2008"
"2008"|"Westlife Dev"|"Interim"|"5.00"|"21-11-2008"|"11-12-2008"|"10-12-2008"
"2008"|"Vishnu Chemical"|"Final"|"10.00"|"04-08-2008"|"-"|"02-12-2008"
"2008"|"Bhagiradh Chem"|"Interim"|"10.00"|"14-11-2008"|"01-12-2008"|"28-11-2008"
"2008"|"Empee Distiller"|"Final"|"20.00"|"25-09-2008"|"-"|"28-11-2008"
"2008"|"Indsil Hydro"|"Final"|"15.00"|"03-11-2008"|"-"|"28-11-2008"
"2008"|"AIA Engineering"|"Interim"|"30.00"|"12-11-2008"|"28-11-2008"|"27-11-2008"
"2008"|"Birla Power Sol"|"Final"|"3.00"|"14-10-2008"|"-"|"24-11-2008"
"2008"|"Dhunseri Ventur"|"Final"|"20.00"|"01-10-2008"|"-"|"21-11-2008"
"2008"|"Ballarpur Ind"|"Final"|"35.00"|"29-08-2008"|"-"|"20-11-2008"
"2008"|"Joonktollee Tea"|"Final"|"15.00"|"03-11-2008"|"-"|"20-11-2008"
"2008"|"Manjushree Tech"|"Interim"|"10.00"|"04-11-2008"|"21-11-2008"|"20-11-2008"
"2008"|"Sankhya Infotec"|"Final"|"12.00"|"02-06-2008"|"-"|"20-11-2008"
"2008"|"Nahar Capital"|"Final"|"30.00"|"22-08-2008"|"-"|"19-11-2008"
"2008"|"Ramsarup Ind"|"Final"|"20.00"|"25-06-2008"|"-"|"19-11-2008"
"2008"|"Inspirisys Solu"|"Interim"|"10.00"|"31-10-2008"|"19-11-2008"|"18-11-2008"
"2008"|"Greaves Cotton"|"Interim"|"15.00"|"17-10-2008"|"18-11-2008"|"17-11-2008"
"2008"|"Kesoram"|"Interim"|"22.50"|"03-11-2008"|"18-11-2008"|"17-11-2008"
"2008"|"Shriram City"|"Interim"|"10.00"|"31-10-2008"|"18-11-2008"|"17-11-2008"
"2008"|"eClerx Services"|"Interim"|"25.00"|"31-10-2008"|"17-11-2008"|"14-11-2008"
"2008"|"Nestle"|"Interim"|"220.00"|"31-10-2008"|"17-11-2008"|"14-11-2008"
"2008"|"63 Moons Tech"|"Interim"|"100.00"|"31-10-2008"|"17-11-2008"|"14-11-2008"
"2008"|"Rolta"|"Final"|"30.00"|"24-07-2008"|"-"|"12-11-2008"
"2008"|"Alfa Laval"|"Interim"|"100.00"|"23-10-2008"|"12-11-2008"|"11-11-2008"
"2008"|"KSB Pumps"|"Interim"|"20.00"|"27-10-2008"|"11-11-2008"|"10-11-2008"
"2008"|"Monsanto India"|"Interim"|"120.00"|"27-10-2008"|"11-11-2008"|"10-11-2008"
"2008"|"Shriram Trans"|"Interim"|"10.00"|"24-10-2008"|"11-11-2008"|"10-11-2008"
"2008"|"Ipca Labs"|"Interim"|"40.00"|"22-10-2008"|"10-11-2008"|"07-11-2008"
"2008"|"Voith Paper Fab"|"Final"|"30.00"|"27-10-2008"|"-"|"07-11-2008"
"2008"|"GMM Pfaudler"|"Interim"|"35.00"|"24-10-2008"|"07-11-2008"|"06-11-2008"
"2008"|"Ingersoll Rand"|"Interim"|"30.00"|"20-10-2008"|"07-11-2008"|"06-11-2008"
"2008"|"Mindtree"|"Interim"|"10.00"|"21-10-2008"|"07-11-2008"|"06-11-2008"
"2008"|"MRF"|"Interim"|"30.00"|"21-10-2008"|"07-11-2008"|"06-11-2008"
"2008"|"Krishna Venture"|"Interim"|"95.00"|"23-10-2008"|"19-11-2008"|"06-11-2008"
"2008"|"Navin Fluorine"|"Interim"|"50.00"|"22-10-2008"|"07-11-2008"|"06-11-2008"
"2008"|"Technocraft Ind"|"Final"|"10.00"|"30-09-2008"|"-"|"06-11-2008"
"2008"|"Future Ent"|"Final"|"30.00"|"22-09-2008"|"-"|"05-11-2008"
"2008"|"FEL"|"Final"|"30.00"|"22-09-2008"|"-"|"05-11-2008"
"2008"|"Archidply Ind"|"Interim"|"20.00"|"20-10-2008"|"05-11-2008"|"04-11-2008"
"2008"|"Page Industries"|"Interim"|"40.00"|"01-10-2008"|"04-11-2008"|"03-11-2008"
"2008"|"Aarti Ind"|"Interim"|"36.00"|"08-10-2008"|"03-11-2008"|"31-10-2008"
"2008"|"CRISIL"|"Interim"|"250.00"|"15-10-2008"|"03-11-2008"|"31-10-2008"
"2008"|"Godrej Consumer"|"Interim"|"75.00"|"06-10-2008"|"03-11-2008"|"31-10-2008"
"2008"|"GE Shipping"|"Interim"|"25.00"|"17-10-2008"|"03-11-2008"|"31-10-2008"
"2008"|"Nacl Industries"|"Interim"|"10.00"|"17-10-2008"|"03-11-2008"|"31-10-2008"
"2008"|"SRF"|"Interim"|"50.00"|"17-10-2008"|"03-11-2008"|"31-10-2008"
"2008"|"Asian Paints"|"Interim"|"65.00"|"07-10-2008"|"31-10-2008"|"29-10-2008"
"2008"|"Gateway Distri"|"Interim"|"15.00"|"07-10-2008"|"31-10-2008"|"29-10-2008"
"2008"|"HCL Info"|"Final"|"100.00"|"02-09-2008"|"-"|"29-10-2008"
"2008"|"HCL Info"|"Interim"|"100.00"|"03-09-2008"|"-"|"29-10-2008"
"2008"|"Kanani Ind"|"Interim"|"5.00"|"15-10-2008"|"11-11-2008"|"29-10-2008"
"2008"|"Jaiprakash Asso"|"Interim"|"15.00"|"17-10-2008"|"31-10-2008"|"29-10-2008"
"2008"|"Jaiprakash Pow"|"Interim"|"7.50"|"16-10-2008"|"31-10-2008"|"29-10-2008"
"2008"|"Jyothy Labs"|"Final"|"200.00"|"27-08-2008"|"-"|"29-10-2008"
"2008"|"KCP"|"Interim"|"25.00"|"13-10-2008"|"31-10-2008"|"29-10-2008"
"2008"|"Ramcoind"|"Interim"|"50.00"|"14-10-2008"|"31-10-2008"|"29-10-2008"
"2008"|"Rajapalayam"|"Interim"|"30.00"|"17-10-2008"|"31-10-2008"|"29-10-2008"
"2008"|"GlaxoSmith Con"|"Interim"|"100.00"|"30-09-2008"|"31-10-2008"|"29-10-2008"
"2008"|"Mahindra Satyam"|"Interim"|"50.00"|"17-10-2008"|"01-11-2008"|"29-10-2008"
"2008"|"TCS"|"Interim"|"300.00"|"17-07-2008"|"31-10-2008"|"29-10-2008"
"2008"|"TCS"|"Interim"|"300.00"|"14-10-2008"|"31-10-2008"|"29-10-2008"
"2008"|"Transoceanic"|"Interim"|"10.00"|"21-10-2008"|"12-11-2008"|"29-10-2008"
"2008"|"Unichem Labs"|"Interim"|"60.00"|"16-10-2008"|"31-10-2008"|"29-10-2008"
"2008"|"Varun Shipping"|"Interim"|"15.00"|"16-10-2008"|"31-10-2008"|"29-10-2008"
"2008"|"CG Power"|"Interim"|"35.00"|"13-10-2008"|"29-10-2008"|"27-10-2008"
"2008"|"Tech Mahindra"|"Interim"|"40.00"|"13-10-2008"|"29-10-2008"|"27-10-2008"
"2008"|"Hind Industries"|"Interim"|"5.00"|"07-10-2008"|"27-10-2008"|"24-10-2008"
"2008"|"Marico"|"Interim"|"30.00"|"10-10-2008"|"27-10-2008"|"24-10-2008"
"2008"|"Aftek"|"Final"|"25.00"|"22-07-2008"|"-"|"23-10-2008"
"2008"|"Foseco India"|"Interim"|"30.00"|"19-09-2008"|"24-10-2008"|"23-10-2008"
"2008"|"Kesar Ent"|"Final"|"5.00"|"22-09-2008"|"-"|"23-10-2008"
"2008"|"HCL Tech"|"Final"|"150.00"|"01-08-2008"|"-"|"22-10-2008"
"2008"|"HCL Tech"|"Interim"|"150.00"|"02-08-2008"|"-"|"22-10-2008"
"2008"|"Sonata"|"Interim"|"50.00"|"06-10-2008"|"20-10-2008"|"17-10-2008"
"2008"|"Birla Cotsyn"|"Final"|"0.58"|"25-09-2008"|"-"|"16-10-2008"
"2008"|"Cambridge Tech"|"Final"|"5.00"|"03-07-2008"|"-"|"16-10-2008"
"2008"|"Gati"|"Final"|"40.00"|"04-08-2008"|"-"|"16-10-2008"
"2008"|"Infosys"|"Interim"|"200.00"|"25-09-2008"|"17-10-2008"|"16-10-2008"
"2008"|"Selan Explore"|"Interim"|"15.00"|"26-09-2008"|"18-10-2008"|"16-10-2008"
"2008"|"Standard Ind"|"Interim"|"10.00"|"29-09-2008"|"17-10-2008"|"16-10-2008"
"2008"|"Prism Cement"|"Interim"|"10.00"|"23-09-2008"|"13-10-2008"|"10-10-2008"
"2008"|"EID Parry"|"Final"|"200.00"|"24-09-2008"|"10-10-2008"|"08-10-2008"
"2008"|"Gillette India"|"Final"|"125.00"|"01-09-2008"|"-"|"08-10-2008"
"2008"|"Supreme Ind"|"Final"|"45.00"|"06-08-2008"|"-"|"03-10-2008"
"2008"|"Motor and Gen F"|"Interim"|"20.00"|"09-09-2008"|"03-10-2008"|"01-10-2008"
"2008"|"United Brewerie"|"Interim"|"15.00"|"10-09-2008"|"03-10-2008"|"01-10-2008"
"2008"|"Fact Enterprise"|"Final"|"5.00"|"18-08-2008"|"-"|"27-09-2008"
"2008"|"Kaycee Ind"|"Final"|"10.00"|"27-08-2008"|"-"|"26-09-2008"
"2008"|"aurionPro Sol"|"Final"|"17.50"|"09-09-2008"|"-"|"26-09-2008"
"2008"|"Supreme Petro"|"Final"|"10.00"|"22-08-2008"|"-"|"26-09-2008"
"2008"|"Finaventure Cap"|"Final"|"10.00"|"27-08-2008"|"-"|"25-09-2008"
"2008"|"BEML"|"Final"|"65.00"|"21-07-2008"|"-"|"25-09-2008"
"2008"|"BSEL Infra"|"Final"|"5.00"|"30-06-2008"|"-"|"25-09-2008"
"2008"|"Bodal Chemicals"|"Final"|"5.00"|"29-08-2008"|"-"|"25-09-2008"
"2008"|"Empower India"|"Final"|"5.00"|"07-07-2008"|"-"|"25-09-2008"
"2008"|"Fem Care Pharma"|"Final"|"70.00"|"12-09-2008"|"-"|"25-09-2008"
"2008"|"GEE"|"Final"|"15.00"|"22-07-2008"|"-"|"25-09-2008"
"2008"|"Sancia Global"|"Final"|"10.00"|"21-07-2008"|"-"|"25-09-2008"
"2008"|"Hiran Orgochem"|"Final"|"5.00"|"12-09-2008"|"-"|"25-09-2008"
"2008"|"The Byke Hosp"|"Final"|"12.00"|"18-08-2008"|"-"|"25-09-2008"
"2008"|"Mastek"|"Final"|"130.00"|"23-07-2008"|"-"|"25-09-2008"
"2008"|"OM Metals Infra"|"Final"|"10.00"|"01-07-2008"|"-"|"25-09-2008"
"2008"|"P and G"|"Final"|"200.00"|"26-08-2008"|"-"|"25-09-2008"
"2008"|"Glodyne Techno"|"Final"|"12.00"|"01-08-2008"|"-"|"25-09-2008"
"2008"|"Vama Ind"|"Final"|"2.00"|"27-08-2008"|"-"|"25-09-2008"
"2008"|"Sacheta Metals"|"Final"|"2.50"|"05-09-2008"|"-"|"25-09-2008"
"2008"|"SPML Infra"|"Final"|"60.00"|"01-07-2008"|"-"|"25-09-2008"
"2008"|"Temptation Food"|"Interim"|"6.00"|"09-09-2008"|"26-09-2008"|"25-09-2008"
"2008"|"Advanced Micron"|"Final"|"20.00"|"28-05-2008"|"-"|"24-09-2008"
"2008"|"Datamatics Glob"|"Final"|"15.00"|"30-05-2008"|"-"|"24-09-2008"
"2008"|"Genesys Int"|"Final"|"20.00"|"19-08-2008"|"-"|"24-09-2008"
"2008"|"GSB Finance"|"Final"|"5.00"|"07-07-2008"|"-"|"24-09-2008"
"2008"|"Inani Marbles"|"Final"|"10.00"|"03-07-2008"|"-"|"24-09-2008"
"2008"|"Inani Sec"|"Final"|"10.00"|"02-09-2008"|"-"|"24-09-2008"
"2008"|"JagsonpalPharma"|"Final"|"2.00"|"02-09-2008"|"-"|"24-09-2008"
"2008"|"Medi-Caps"|"Final"|"15.00"|"01-08-2008"|"-"|"24-09-2008"
"2008"|"E-Land Apparel"|"Final"|"10.00"|"30-06-2008"|"-"|"24-09-2008"
"2008"|"Madhucon Proj"|"Final"|"30.00"|"29-08-2008"|"-"|"24-09-2008"
"2008"|"Anik Industries"|"Final"|"12.00"|"04-09-2008"|"-"|"24-09-2008"
"2008"|"Opto Circuits"|"Final"|"50.00"|"28-05-2008"|"-"|"24-09-2008"
"2008"|"Ortin Labs"|"Final"|"8.00"|"27-07-2008"|"-"|"24-09-2008"
"2008"|"Parenteral Drug"|"Final"|"15.00"|"09-09-2008"|"-"|"24-09-2008"
"2008"|"Remi Edelstahl"|"Final"|"15.00"|"01-07-2008"|"-"|"24-09-2008"
"2008"|"Rathi Steel"|"Final"|"5.00"|"14-08-2008"|"-"|"24-09-2008"
"2008"|"Shivalik Bimeta"|"Final"|"12.50"|"30-06-2008"|"-"|"24-09-2008"
"2008"|"Sanraa Media"|"Final"|"1.40"|"17-06-2008"|"-"|"24-09-2008"
"2008"|"IndiaNivesh"|"Final"|"10.00"|"03-07-2008"|"-"|"24-09-2008"
"2008"|"GP Petroleums"|"Final"|"5.00"|"02-07-2008"|"-"|"24-09-2008"
"2008"|"Tyche Ind"|"Final"|"5.00"|"19-08-2008"|"-"|"24-09-2008"
"2008"|"Alchemist"|"Final"|"25.00"|"02-09-2008"|"-"|"24-09-2008"
"2008"|"Vipul Organics"|"Final"|"6.00"|"03-07-2008"|"-"|"24-09-2008"
"2008"|"Starlog Enter"|"Final"|"25.00"|"18-07-2008"|"-"|"23-09-2008"
"2008"|"Avanti Feeds"|"Final"|"10.00"|"26-08-2008"|"-"|"23-09-2008"
"2008"|"Alpine Hsg"|"Final"|"12.50"|"18-07-2008"|"-"|"23-09-2008"
"2008"|"Arvind Remedies"|"Final"|"5.00"|"01-07-2008"|"-"|"23-09-2008"
"2008"|"Bannari A Spg"|"Final"|"20.00"|"01-07-2008"|"-"|"23-09-2008"
"2008"|"Binayaka Tex"|"Final"|"20.00"|"09-09-2008"|"-"|"23-09-2008"
"2008"|"Cords Cable Ind"|"Final"|"10.00"|"02-09-2008"|"-"|"23-09-2008"
"2008"|"Panoramic Uni"|"Final"|"25.00"|"01-09-2008"|"-"|"23-09-2008"
"2008"|"CHL"|"Final"|"20.00"|"28-07-2008"|"-"|"23-09-2008"
"2008"|"GSS Infotech"|"Final"|"25.00"|"29-04-2008"|"-"|"23-09-2008"
"2008"|"Hisar Metal"|"Final"|"10.00"|"02-07-2008"|"-"|"23-09-2008"
"2008"|"JL Morison"|"Final"|"25.00"|"09-05-2008"|"-"|"23-09-2008"
"2008"|"KNR Construct"|"Final"|"10.00"|"02-09-2008"|"-"|"23-09-2008"
"2008"|"Kitex Garments"|"Final"|"20.00"|"03-07-2008"|"-"|"23-09-2008"
"2008"|"Kriti Ind"|"Final"|"12.00"|"16-06-2008"|"-"|"23-09-2008"
"2008"|"Kamadgiri"|"Final"|"5.00"|"01-07-2008"|"-"|"23-09-2008"
"2008"|"LEEL"|"Final"|"10.00"|"28-08-2008"|"-"|"23-09-2008"
"2008"|"Brightcom Group"|"Final"|"10.00"|"29-07-2008"|"-"|"23-09-2008"
"2008"|"Marg"|"Final"|"20.00"|"19-06-2008"|"-"|"23-09-2008"
"2008"|"Maha ShreeUmaid"|"Final"|"7.50"|"03-07-2008"|"-"|"23-09-2008"
"2008"|"Net 4 India"|"Final"|"10.00"|"14-05-2008"|"-"|"23-09-2008"
"2008"|"Neo Corp"|"Final"|"5.00"|"27-08-2008"|"-"|"23-09-2008"
"2008"|"Alicon Castallo"|"Final"|"12.50"|"02-07-2008"|"-"|"23-09-2008"
"2008"|"Panama Petro"|"Final"|"40.00"|"01-07-2008"|"-"|"23-09-2008"
"2008"|"Prime Sec"|"Final"|"15.00"|"25-04-2008"|"-"|"23-09-2008"
"2008"|"Riddhi Siddhi"|"Final"|"30.00"|"03-07-2008"|"-"|"23-09-2008"
"2008"|"Sri Adhikari"|"Final"|"6.00"|"03-07-2008"|"-"|"23-09-2008"
"2008"|"Syncom Formula"|"Final"|"5.00"|"22-08-2008"|"-"|"23-09-2008"
"2008"|"HLE Glascoat"|"Final"|"12.00"|"08-09-2008"|"-"|"23-09-2008"
"2008"|"21st Cen Mgt"|"Final"|"9.00"|"30-06-2008"|"-"|"23-09-2008"
"2008"|"Time Techno"|"Final"|"30.00"|"30-06-2008"|"-"|"23-09-2008"
"2008"|"Todays Writing"|"Final"|"5.00"|"29-08-2008"|"-"|"23-09-2008"
"2008"|"Shiva Texyarn"|"Final"|"15.00"|"26-05-2008"|"-"|"22-09-2008"
"2008"|"Alps Industries"|"Final"|"5.00"|"04-07-2008"|"-"|"22-09-2008"
"2008"|"AMD Industries"|"Final"|"8.00"|"24-06-2008"|"-"|"22-09-2008"
"2008"|"Ad Manum Fin"|"Final"|"10.00"|"20-08-2008"|"-"|"22-09-2008"
"2008"|"Delta Corp"|"Final"|"40.00"|"19-06-2008"|"-"|"22-09-2008"
"2008"|"Bharat Rasayan"|"Final"|"10.00"|"01-09-2008"|"-"|"22-09-2008"
"2008"|"Birla Machining"|"Final"|"5.00"|"02-07-2008"|"-"|"22-09-2008"
"2008"|"DPSC"|"Final"|"10.00"|"18-08-2008"|"-"|"22-09-2008"
"2008"|"Cranes Software"|"Final"|"60.00"|"30-06-2008"|"-"|"22-09-2008"
"2008"|"Genus Power"|"Final"|"15.00"|"29-08-2008"|"-"|"22-09-2008"
"2008"|"Gayatri Project"|"Final"|"25.00"|"01-08-2008"|"-"|"22-09-2008"
"2008"|"IKF Finance"|"Final"|"10.00"|"04-09-2008"|"-"|"22-09-2008"
"2008"|"ITL Industries"|"Final"|"10.00"|"06-08-2008"|"-"|"22-09-2008"
"2008"|"Jupiter Bio"|"Final"|"20.00"|"04-09-2008"|"-"|"22-09-2008"
"2008"|"Jindal Worldwid"|"Final"|"5.00"|"03-07-2008"|"-"|"22-09-2008"
"2008"|"Karuturi Global"|"Final"|"20.00"|"25-08-2008"|"-"|"22-09-2008"
"2008"|"Kalindee Rail"|"Final"|"10.00"|"09-09-2008"|"-"|"22-09-2008"
"2008"|"Lahoti Over"|"Final"|"12.00"|"26-08-2008"|"-"|"22-09-2008"
"2008"|"Lohia Sec"|"Final"|"12.00"|"02-07-2008"|"-"|"22-09-2008"
"2008"|"ICSA"|"Final"|"60.00"|"29-08-2008"|"-"|"22-09-2008"
"2008"|"Metal Coatings"|"Final"|"10.00"|"30-06-2008"|"-"|"22-09-2008"
"2008"|"Popular Estate"|"Final"|"9.00"|"02-07-2008"|"-"|"22-09-2008"
"2008"|"JSW Ispat Speci"|"Final"|"25.00"|"19-08-2008"|"-"|"22-09-2008"
"2008"|"Madhav Marbles"|"Final"|"10.00"|"01-08-2008"|"-"|"22-09-2008"
"2008"|"MTNL"|"Final"|"10.00"|"01-08-2008"|"-"|"22-09-2008"
"2008"|"Omaxe"|"Final"|"25.00"|"26-05-2008"|"-"|"22-09-2008"
"2008"|"Prithvi Info"|"Final"|"30.00"|"10-07-2008"|"-"|"22-09-2008"
"2008"|"Rei Agro"|"Final"|"15.00"|"01-07-2008"|"29-09-2008"|"22-09-2008"
"2008"|"Sarla Performan"|"Final"|"35.00"|"28-06-2008"|"-"|"22-09-2008"
"2008"|"Ajmera Realty"|"Final"|"11.00"|"01-07-2008"|"-"|"22-09-2008"
"2008"|"Prime Property"|"Final"|"30.00"|"24-07-2008"|"-"|"22-09-2008"
"2008"|"Talbros Auto"|"Final"|"15.00"|"18-08-2008"|"-"|"22-09-2008"
"2008"|"Trishakti Elect"|"Final"|"10.00"|"18-08-2008"|"-"|"22-09-2008"
"2008"|"Tirupati Foam"|"Final"|"20.00"|"28-08-2008"|"-"|"22-09-2008"
"2008"|"Vivimed Labs"|"Final"|"10.00"|"30-06-2008"|"-"|"22-09-2008"
"2008"|"Vimal Oils"|"Final"|"18.00"|"02-09-2008"|"-"|"22-09-2008"
"2008"|"Ecoboard Inds"|"Final"|"10.00"|"24-07-2008"|"-"|"22-09-2008"
"2008"|"Alufluoride"|"Final"|"10.00"|"26-08-2008"|"-"|"19-09-2008"
"2008"|"Atlas Cycles"|"Final"|"45.00"|"22-08-2008"|"-"|"19-09-2008"
"2008"|"Elixir Cap"|"Final"|"20.00"|"01-07-2008"|"-"|"19-09-2008"
"2008"|"Ansal Propertie"|"Final"|"25.00"|"01-07-2008"|"-"|"19-09-2008"
"2008"|"Asahi Songwon"|"Final"|"12.00"|"27-08-2008"|"-"|"19-09-2008"
"2008"|"Amarjothi Spin"|"Final"|"14.00"|"12-08-2008"|"-"|"19-09-2008"
"2008"|"Compact Disc"|"Final"|"10.00"|"01-09-2008"|"-"|"19-09-2008"
"2008"|"Chordia Food"|"Final"|"15.00"|"24-06-2008"|"-"|"19-09-2008"
"2008"|"CIL Securities"|"Final"|"12.50"|"02-07-2008"|"-"|"19-09-2008"
"2008"|"Coral Labs"|"Final"|"10.00"|"02-07-2008"|"-"|"19-09-2008"
"2008"|"Chaman Lal Seti"|"Final"|"10.00"|"12-08-2008"|"-"|"19-09-2008"
"2008"|"DLF"|"Final"|"100.00"|"04-06-2008"|"-"|"19-09-2008"
"2008"|"FIEM Ind"|"Final"|"25.00"|"01-09-2008"|"-"|"19-09-2008"
"2008"|"Gujarat Apollo"|"Final"|"30.00"|"25-08-2008"|"-"|"19-09-2008"
"2008"|"Grabal Alok Imp"|"Final"|"8.00"|"04-09-2008"|"-"|"19-09-2008"
"2008"|"Munjal Auto Ind"|"Final"|"15.00"|"04-07-2008"|"-"|"19-09-2008"
"2008"|"GEI Industrial"|"Final"|"12.50"|"20-08-2008"|"-"|"19-09-2008"
"2008"|"Incap"|"Final"|"10.00"|"30-06-2008"|"-"|"19-09-2008"
"2008"|"Integ Fin Serv"|"Final"|"11.00"|"01-07-2008"|"-"|"19-09-2008"
"2008"|"Indoco Remedies"|"Final"|"50.00"|"05-09-2008"|"-"|"19-09-2008"
"2008"|"Ind-Swift"|"Final"|"20.00"|"25-08-2008"|"-"|"19-09-2008"
"2008"|"Kakatiya Cement"|"Final"|"24.00"|"18-08-2008"|"-"|"19-09-2008"
"2008"|"Kisan Mouldings"|"Final"|"10.00"|"03-07-2008"|"-"|"19-09-2008"
"2008"|"Kalptaru Papers"|"Final"|"7.50"|"02-07-2008"|"-"|"19-09-2008"
"2008"|"KRBL"|"Final"|"20.00"|"30-06-2008"|"-"|"19-09-2008"
"2008"|"ILandFS Engg"|"Final"|"15.00"|"30-06-2008"|"-"|"19-09-2008"
"2008"|"Ankur Drugs"|"Final"|"22.50"|"28-08-2008"|"-"|"19-09-2008"
"2008"|"Nile"|"Final"|"10.00"|"29-07-2008"|"-"|"19-09-2008"
"2008"|"Proseed India"|"Final"|"20.00"|"02-06-2008"|"-"|"19-09-2008"
"2008"|"Panacea Biotec"|"Final"|"100.00"|"27-06-2008"|"-"|"19-09-2008"
"2008"|"PPAP Automotive"|"Final"|"30.00"|"30-06-2008"|"-"|"19-09-2008"
"2008"|"Rapicut Carbide"|"Final"|"10.00"|"31-07-2008"|"-"|"19-09-2008"
"2008"|"Reliance Comm"|"Final"|"15.00"|"30-04-2008"|"-"|"19-09-2008"
"2008"|"Rajvir Ind"|"Final"|"40.00"|"30-06-2008"|"-"|"19-09-2008"
"2008"|"Radico Khaitan"|"Final"|"25.00"|"01-07-2008"|"-"|"19-09-2008"
"2008"|"Raj Television"|"Final"|"15.00"|"29-07-2008"|"-"|"19-09-2008"
"2008"|"Shri Bajrang"|"Final"|"10.00"|"01-08-2008"|"-"|"19-09-2008"
"2008"|"SBandT Intl"|"Final"|"5.00"|"01-09-2008"|"-"|"19-09-2008"
"2008"|"Shipping Corp"|"Final"|"40.00"|"11-06-2008"|"-"|"19-09-2008"
"2008"|"Shalibhadra Fin"|"Final"|"7.00"|"08-09-2008"|"-"|"19-09-2008"
"2008"|"Shree Hari Chem"|"Final"|"10.00"|"27-08-2008"|"-"|"19-09-2008"
"2008"|"Sundaram Multi"|"Final"|"10.00"|"30-06-2008"|"-"|"19-09-2008"
"2008"|"Samkrg Pistons"|"Final"|"35.00"|"02-07-2008"|"-"|"19-09-2008"
"2008"|"Quintegra Solut"|"Final"|"3.00"|"19-08-2008"|"-"|"19-09-2008"
"2008"|"Tricom India"|"Final"|"23.00"|"02-07-2008"|"-"|"19-09-2008"
"2008"|"Victoria Mills"|"Final"|"50.00"|"30-07-2008"|"-"|"19-09-2008"
"2008"|"Vijay Textiles"|"Final"|"15.00"|"05-06-2008"|"-"|"19-09-2008"
"2008"|"Weizmann"|"Final"|"5.00"|"18-08-2008"|"-"|"19-09-2008"
"2008"|"Walchand People"|"Final"|"10.00"|"22-04-2008"|"-"|"19-09-2008"
"2008"|"Zenith Fibres"|"Final"|"15.00"|"23-07-2008"|"-"|"19-09-2008"
"2008"|"Atlanta"|"Final"|"10.00"|"02-07-2008"|"-"|"18-09-2008"
"2008"|"Arihant Capital"|"Final"|"18.00"|"03-07-2008"|"-"|"18-09-2008"
"2008"|"Adani Enterpris"|"Final"|"60.00"|"28-05-2008"|"-"|"18-09-2008"
"2008"|"Asian Granito"|"Final"|"10.00"|"01-08-2008"|"-"|"18-09-2008"
"2008"|"Asian Hotels"|"Final"|"10.00"|"01-07-2008"|"-"|"18-09-2008"
"2008"|"Alphageo"|"Final"|"15.00"|"30-06-2008"|"-"|"18-09-2008"
"2008"|"Autoline Ind"|"Final"|"50.00"|"30-06-2008"|"-"|"18-09-2008"
