"Year"|"Company"|"Old FV"|"New FV"|"Split Date"
"2016"|"Transcorp Intl"|"10"|"2"|"13-05-2016"
"2016"|"PS IT Infra"|"1"|"10"|"11-05-2016"
"2016"|"Amba Enterprise"|"10"|"5"|"09-05-2016"
"2016"|"Palred Tech"|"5"|"10"|"26-04-2016"
"2016"|"ABM Knowledg"|"10"|"5"|"07-04-2016"
"2016"|"Vivimed Labs"|"10"|"2"|"06-04-2016"
"2016"|"Adithya Aqua"|"10"|"5"|"06-04-2016"
"2016"|"Blue Cloud"|"10"|"5"|"06-04-2016"
"2016"|"Uttam Value"|"5"|"1"|"28-03-2016"
"2016"|"Veer Energy"|"1"|"10"|"22-03-2016"
"2016"|"Synthiko Foils"|"10"|"5"|"22-03-2016"
"2016"|"Synthiko Foils"|"10"|"5"|"22-03-2016"
"2016"|"Welspun India"|"10"|"1"|"21-03-2016"
"2016"|"Precision Wires"|"10"|"5"|"21-03-2016"
"2016"|"Tide Water Oil"|"10"|"5"|"16-03-2016"
"2016"|"Rama Steel Tube"|"10"|"5"|"14-03-2016"
"2016"|"Prakash Steelag"|"10"|"1"|"03-03-2016"
"2016"|"Bhandari Hosier"|"10"|"1"|"25-02-2016"
"2016"|"Sequent Scienti"|"10"|"2"|"25-02-2016"
"2016"|"Vegetable Prod"|"10"|"1"|"18-02-2016"
"2016"|"Mold-Tek Pack"|"10"|"5"|"17-02-2016"
"2016"|"Mold Tek Tech"|"10"|"2"|"17-02-2016"
"2016"|"Mystic Electr"|"1"|"10"|"08-02-2016"
"2016"|"Netlink Sol"|"1"|"10"|"28-01-2016"
"2016"|"Mukta Agri"|"1"|"10"|"14-01-2016"
"2016"|"Stampede Cap"|"10"|"1"|"07-01-2016"
"2016"|"Greenply Ind"|"5"|"1"|"06-01-2016"
"2017"|"Confidence Fin"|"1"|"10"|"27-12-2017"
"2017"|"Jindal Worldwid"|"10"|"5"|"26-12-2017"
"2017"|"Premier Pipes"|"10"|"5"|"22-12-2017"
"2017"|"Advik Capital Add to Watchlist"|"10"|"1"|"14-12-2017"
"2017"|"Universal Sec"|"5"|"1"|"04-12-2017"
"2017"|"JMD Ventures"|"1"|"10"|"04-12-2017"
"2017"|"Akar Auto Indus"|"10"|"5"|"29-11-2017"
"2017"|"Esaar (India)"|"1"|"10"|"10-11-2017"
"2017"|"IGL"|"10"|"2"|"09-11-2017"
"2017"|"Jagdamba Polyme"|"10"|"1"|"01-11-2017"
"2017"|"Atlas Cycles"|"10"|"5"|"30-10-2017"
"2017"|"BAMPSL Sec"|"1"|"10"|"26-10-2017"
"2017"|"Siyaram Silk"|"10"|"2"|"25-10-2017"
"2017"|"Vishal Fabrics"|"10"|"5"|"24-10-2017"
"2017"|"Blue Circle Ser"|"1"|"10"|"23-10-2017"
"2017"|"Pokarna"|"10"|"2"|"18-10-2017"
"2017"|"Dwekam Industri"|"1"|"10"|"16-10-2017"
"2017"|"Can Fin Homes"|"10"|"2"|"12-10-2017"
"2017"|"Heritage Foods"|"10"|"5"|"10-10-2017"
"2017"|"Jamna Auto"|"5"|"1"|"05-10-2017"
"2017"|"Everlon Synth"|"1"|"10"|"29-09-2017"
"2017"|"IND Renewable"|"1"|"10"|"29-09-2017"
"2017"|"Trans & Electr"|"10"|"1"|"28-09-2017"
"2017"|"Transformers"|"10"|"1"|"28-09-2017"
"2017"|"Elpro Int"|"2"|"1"|"27-09-2017"
"2017"|"Sutlej Textiles"|"10"|"1"|"26-09-2017"
"2017"|"Safari Ind"|"10"|"2"|"22-09-2017"
"2017"|"Yes Bank"|"10"|"2"|"21-09-2017"
"2017"|"NESCO"|"10"|"2"|"15-09-2017"
"2017"|"Borosil"|"10"|"1"|"14-09-2017"
"2017"|"Deccan Cements"|"10"|"5"|"11-09-2017"
"2017"|"Dollar Ind"|"10"|"2"|"31-08-2017"
"2017"|"Infibeam Avenue"|"10"|"1"|"31-08-2017"
"2017"|"Banas Finance"|"1"|"10"|"29-08-2017"
"2017"|"Orosil Smiths"|"5"|"1"|"24-08-2017"
"2017"|"Global Infra"|"1"|"10"|"23-08-2017"
"2017"|"Dwarikesh Sugar"|"10"|"1"|"10-08-2017"
"2017"|"Coral India Fin"|"10"|"2"|"03-08-2017"
"2017"|"Sai Baba Invest"|"10"|"1"|"27-07-2017"
"2017"|"Sunteck Realty"|"2"|"1"|"25-07-2017"
"2017"|"Navin Fluorine"|"10"|"2"|"19-07-2017"
"2017"|"SKS"|"10"|"2"|"22-06-2017"
"2017"|"Arcotech"|"10"|"2"|"22-06-2017"
"2017"|"Hind Composites"|"10"|"5"|"25-05-2017"
"2017"|"Advanced Enzyme"|"10"|"2"|"25-05-2017"
"2017"|"Mangal Credit"|"10"|"1"|"17-05-2017"
"2017"|"HICS Cements"|"1"|"10"|"05-05-2017"
"2017"|"Mishtann Foods"|"1"|"10"|"05-05-2017"
"2017"|"Beardsell"|"10"|"2"|"04-05-2017"
"2017"|"Dwekam Industri"|"10"|"1"|"28-04-2017"
"2017"|"BLS Internation"|"10"|"1"|"26-04-2017"
"2017"|"Avance Tech"|"1"|"10"|"24-04-2017"
"2017"|"Maral Finance"|"1"|"10"|"13-04-2017"
"2017"|"Ontic Finserve"|"1"|"10"|"13-04-2017"
"2017"|"SVC Resources"|"1"|"10"|"23-03-2017"
"2017"|"Veronica Prod"|"1"|"10"|"23-03-2017"
"2017"|"Bharat Elec"|"10"|"1"|"16-03-2017"
"2017"|"Viaan Ind"|"10"|"1"|"09-03-2017"
"2017"|"Aadhaar Venture"|"1"|"10"|"02-03-2017"
"2017"|"Nutraplus India"|"10"|"5"|"27-02-2017"
"2017"|"Dwitiya Trading"|"10"|"2"|"17-02-2017"
"2017"|"Allied Computer"|"1"|"10"|"17-02-2017"
"2017"|"Compuage Info"|"10"|"2"|"16-02-2017"
"2017"|"Gayatri Project"|"10"|"2"|"10-02-2017"
"2017"|"LT Foods"|"10"|"1"|"07-02-2017"
"2017"|"Rasoi"|"10"|"200"|"02-02-2017"
"2017"|"Khemani Distrib"|"10"|"5"|"02-02-2017"
"2017"|"Kallam Spinning"|"10"|"2"|"02-02-2017"
"2017"|"Ushdev Intl"|"10"|"1"|"30-01-2017"
"2017"|"Sanguine Media Add to Watchlist"|"1"|"10"|"19-01-2017"
"2017"|"Sterling Tools"|"10"|"2"|"09-01-2017"
"2017"|"JSW Steel"|"10"|"1"|"04-01-2017"
"2018"|"Sayaji Industri"|"10"|"5"|"27-12-2018"
"2018"|"ORIENTAL AROMAT"|"10"|"5"|"13-12-2018"
"2018"|"Britannia"|"2"|"1"|"29-11-2018"
"2018"|"Mangal Credit"|"1"|"10"|"26-11-2018"
"2018"|"Brijlaxmi Lease"|"1"|"10"|"15-11-2018"
"2018"|"Oriental Veneer"|"10"|"1"|"14-11-2018"
"2018"|"SEL"|"10"|"1"|"12-11-2018"
"2018"|"KIC Metaliks"|"10"|"2"|"02-11-2018"
"2018"|"HICS Cements"|"10"|"1"|"01-11-2018"
"2018"|"Mishtann Foods"|"10"|"1"|"01-11-2018"
"2018"|"DFM Foods"|"10"|"2"|"01-11-2018"
"2018"|"Jindal Worldwid"|"5"|"1"|"31-10-2018"
"2018"|"Damodar Ind"|"10"|"5"|"25-10-2018"
"2018"|"Colorchips New Add to Watchlist"|"1"|"10"|"22-10-2018"
"2018"|"Frontline Sec"|"10"|"5"|"22-10-2018"
"2018"|"IEX"|"10"|"1"|"19-10-2018"
"2018"|"Apollo Sindoori"|"10"|"5"|"12-10-2018"
"2018"|"Unimode Oversea"|"1"|"10"|"11-10-2018"
"2018"|"JMC Projects"|"10"|"2"|"04-10-2018"
"2018"|"Kirloskar Pneum"|"10"|"2"|"26-09-2018"
"2018"|"Captain Poly"|"10"|"2"|"19-09-2018"
"2018"|"Generic Eng"|"10"|"5"|"17-09-2018"
"2018"|"Zensar Tech"|"10"|"2"|"07-09-2018"
"2018"|"Thirumalai Chem"|"10"|"1"|"14-08-2018"
"2018"|"Airan"|"10"|"2"|"14-08-2018"
"2018"|"Signet Ind"|"1"|"10"|"13-08-2018"
"2018"|"Fermenta Bio"|"10"|"5"|"08-08-2018"
"2018"|"Gallantt Ispat"|"10"|"1"|"07-08-2018"
"2018"|"Otco Intl"|"10"|"2"|"10-07-2018"
"2018"|"Shrenik"|"10"|"2"|"09-07-2018"
"2018"|"Filatex India"|"10"|"2"|"27-06-2018"
"2018"|"Container Corp"|"10"|"5"|"26-06-2018"
"2018"|"Avanti Feeds"|"2"|"1"|"26-06-2018"
"2018"|"Uniply Ind"|"10"|"2"|"25-06-2018"
"2018"|"Vikas Proppant Add to Watchlist"|"10"|"1"|"22-06-2018"
"2018"|"United Spirits"|"10"|"2"|"15-06-2018"
"2018"|"B C Power Contr"|"10"|"2"|"14-06-2018"
"2018"|"Swadeshi Ind"|"1"|"10"|"14-06-2018"
"2018"|"Lumax Auto Tech"|"10"|"2"|"07-06-2018"
"2018"|"Gaekwar Mills"|"100"|"10"|"31-05-2018"
"2018"|"Gala Global Prd"|"10"|"5"|"10-05-2018"
"2018"|"Citurgia Bioche"|"10"|"2"|"26-04-2018"
"2018"|"NBCC (India)"|"2"|"1"|"25-04-2018"
"2018"|"A Infra."|"10"|"5"|"20-04-2018"
"2018"|"Foods and Inns"|"10"|"1"|"19-04-2018"
"2018"|"Shivalik Rasa"|"10"|"5"|"19-04-2018"
"2018"|"Phillips Carbon"|"10"|"2"|"19-04-2018"
"2018"|"THINKINK PICTUR"|"10"|"1"|"17-04-2018"
"2018"|"Amrutanjan Heal"|"2"|"1"|"13-04-2018"
"2018"|"Atharv Ent"|"1"|"10"|"12-04-2018"
"2018"|"KCD Industries"|"10"|"5"|"10-04-2018"
"2018"|"Marathon Realty"|"10"|"5"|"05-04-2018"
"2018"|"India Nippon"|"10"|"5"|"21-03-2018"
"2018"|"SRS Finance"|"10"|"1"|"09-02-2018"
"2018"|"Singer India"|"10"|"2"|"17-01-2018"
"2018"|"Super Crop Safe"|"10"|"2"|"04-01-2018"
"2019"|"Trident"|"10"|"1"|"13-12-2019"
"2019"|"Rammaica"|"10"|"5"|"28-11-2019"
"2019"|"Guj Cotex"|"10"|"5"|"22-11-2019"
"2019"|"Himalaya Granit"|"10"|"5"|"08-11-2019"
"2019"|"IST Ltd"|"10"|"5"|"01-11-2019"
"2019"|"Amalgamated Ele"|"10"|"5"|"24-10-2019"
"2019"|"Satia Ind"|"10"|"1"|"15-10-2019"
"2019"|"PG Industry"|"10"|"5"|"14-10-2019"
"2019"|"HDFC Bank"|"2"|"1"|"19-09-2019"
"2019"|"Prime Industrie"|"10"|"5"|"12-09-2019"
"2019"|"Master Trust"|"10"|"5"|"26-08-2019"
"2019"|"Seshasayee Pape"|"10"|"2"|"19-08-2019"
"2019"|"Sinnar Bidi"|"10"|"5"|"30-07-2019"
"2019"|"Apcotex Ind"|"5"|"2"|"04-07-2019"
"2019"|"Ekam Leasing"|"10"|"5"|"14-06-2019"
"2019"|"Cholamandalam"|"10"|"2"|"14-06-2019"
"2019"|"Jullundur Motor"|"10"|"2"|"14-05-2019"
"2019"|"Orient Trade"|"10"|"2"|"07-05-2019"
"2019"|"Madhav Copper"|"10"|"5"|"02-05-2019"
"2019"|"Dhanleela"|"2"|"5"|"12-04-2019"
"2019"|"Generic Pharmas"|"10"|"1"|"11-04-2019"
"2019"|"Lesha Ind"|"10"|"1"|"11-04-2019"
"2019"|"Woodsvilla"|"10"|"5"|"04-04-2019"
"2019"|"Sai Baba Invest"|"1"|"10"|"28-03-2019"
"2019"|"ISGEC Heavy Eng"|"10"|"1"|"28-03-2019"
"2019"|"Nitin Castings"|"10"|"5"|"14-03-2019"
"2019"|"Kedia Construct"|"10"|"5"|"14-03-2019"
"2019"|"ISL Consulting"|"10"|"5"|"08-03-2019"
"2019"|"Jamshri"|"10"|"1000"|"21-02-2019"
"2019"|"Music Broadcast"|"10"|"2"|"20-02-2019"
"2019"|"The Indian Wood"|"10"|"2"|"15-02-2019"
"2019"|"Sadhana Nitro"|"10"|"5"|"29-01-2019"
"2019"|"Comfort"|"1"|"10"|"24-01-2019"
"2019"|"Gujarat Gas"|"10"|"2"|"15-01-2019"
"2019"|"Acrysil India"|"10"|"2"|"10-01-2019"
"2020"|"Som Distillerie"|"10"|"5"|"15-10-2020"
"2020"|"Shangar Decor"|"10"|"5"|"12-10-2020"
"2020"|"Shrenik"|"2"|"1"|"08-10-2020"
"2020"|"Guj Amb Exports"|"2"|"1"|"01-10-2020"
"2020"|"Laurus Labs"|"10"|"2"|"29-09-2020"
"2020"|"Polyspin Export"|"10"|"5"|"07-09-2020"
"2020"|"HKG"|"10"|"2"|"03-09-2020"
"2020"|"Morganite India"|"10"|"5"|"31-08-2020"
"2020"|"Eicher Motors"|"10"|"1"|"24-08-2020"
"2020"|"Oswal Overseas Add to Watchlist"|"10"|"5"|"13-08-2020"
"2020"|"Axis Gold ETF"|"100"|"1"|"23-07-2020"
"2020"|"Kuantum Papers"|"10"|"1"|"14-07-2020"
"2020"|"Karda Construct"|"10"|"2"|"02-07-2020"
"2020"|"Motor and Gen F"|"10"|"5"|"19-06-2020"
"2020"|"Sinclairs Hotel"|"10"|"2"|"17-06-2020"
"2020"|"Madhav Infra Pr"|"10"|"1"|"27-04-2020"
"2020"|"Sadhana Nitro"|"5"|"1"|"03-04-2020"
"2020"|"Ircon Internati"|"10"|"2"|"03-04-2020"
"2020"|"Bajaj Steel"|"10"|"5"|"24-03-2020"
"2020"|"Arnold Holdings"|"2"|"10"|"18-03-2020"
"2020"|"Suncare Traders"|"10"|"2"|"06-03-2020"
"2020"|"RSD Finance"|"10"|"5"|"11-02-2020"
"2020"|"RSD Finance Lim"|"10"|"5"|"11-02-2020"
"2020"|"THINKINK PICTUR"|"1"|"5"|"06-02-2020"
"2020"|"Vinati Organics"|"2"|"1"|"05-02-2020"
"2020"|"SIS"|"10"|"5"|"15-01-2020"
"2020"|"Swadeshi Polyte"|"10"|"1"|"09-01-2020"
