"0"|"1"|"2"|"3"|"4"|"5"
"Glenmark"|"Interim"|"70.00"|"24-10-2007"|"08-11-2007"|"07-11-2007"
"HUL"|"Interim"|"300.00"|"23-10-2007"|"08-11-2007"|"07-11-2007"
"IG Petro"|"Interim"|"5.00"|"23-10-2007"|"08-11-2007"|"07-11-2007"
"Ingersoll Rand"|"Interim"|"30.00"|"23-10-2007"|"08-11-2007"|"07-11-2007"
"KCP"|"Interim"|"25.00"|"08-10-2007"|"09-11-2007"|"07-11-2007"
"MRF"|"Interim"|"30.00"|"25-10-2007"|"09-11-2007"|"07-11-2007"
"Orient Paper"|"Interim"|"50.00"|"22-10-2007"|"08-11-2007"|"07-11-2007"
"Parsoli CapandF"|"Interim"|"5.00"|"22-10-2007"|"08-11-2007"|"07-11-2007"
"Future Ent"|"Final"|"25.00"|"27-09-2007"|"-"|"07-11-2007"
"FEL"|"Final"|"25.00"|"27-09-2007"|"-"|"07-11-2007"
"Rolta"|"Final"|"50.00"|"23-07-2007"|"-"|"07-11-2007"
"Mahindra Satyam"|"Interim"|"50.00"|"23-10-2007"|"08-11-2007"|"07-11-2007"
"Taparia Tools"|"Interim"|"20.00"|"01-11-2007"|"22-11-2007"|"07-11-2007"
"Skyline Millars"|"Interim"|"10.00"|"22-10-2007"|"07-11-2007"|"06-11-2007"
"AB Money"|"Interim"|"40.00"|"24-10-2007"|"07-11-2007"|"06-11-2007"
"Hatsun Agro"|"Interim"|"25.00"|"17-10-2007"|"07-11-2007"|"06-11-2007"
"Ipca Labs"|"Interim"|"35.00"|"18-10-2007"|"07-11-2007"|"06-11-2007"
"DLF"|"Interim"|"100.00"|"22-10-2007"|"06-11-2007"|"05-11-2007"
"Kewal Kiran"|"Interim"|"20.00"|"22-10-2007"|"06-11-2007"|"05-11-2007"
"Sundram"|"Interim"|"45.00"|"12-10-2007"|"06-11-2007"|"05-11-2007"
"Varun Shipping"|"Interim"|"15.00"|"19-10-2007"|"06-11-2007"|"05-11-2007"
"CG Power"|"Interim"|"20.00"|"19-10-2007"|"05-11-2007"|"02-11-2007"
"Garden Silk"|"Final"|"15.00"|"05-10-2007"|"-"|"02-11-2007"
"Sundaram-Clayto"|"Interim"|"70.00"|"19-10-2007"|"05-11-2007"|"02-11-2007"
"Foseco India"|"Interim"|"30.00"|"28-09-2007"|"02-11-2007"|"01-11-2007"
"Modern India"|"Interim"|"10.00"|"15-10-2007"|"02-11-2007"|"01-11-2007"
"Nacl Industries"|"Interim"|"10.00"|"10-10-2007"|"02-11-2007"|"01-11-2007"
"NMDC"|"Interim"|"100.00"|"17-10-2007"|"15-11-2007"|"01-11-2007"
"Ranbaxy Labs"|"Interim"|"50.00"|"18-10-2007"|"02-11-2007"|"01-11-2007"
"Solar Ind"|"Interim"|"15.00"|"10-10-2007"|"02-11-2007"|"01-11-2007"
"KPR Mill"|"Interim"|"20.00"|"11-10-2007"|"01-11-2007"|"31-10-2007"
"Ashco Niulab"|"Interim"|"10.00"|"01-10-2007"|"31-10-2007"|"30-10-2007"
"Godrej Consumer"|"Interim"|"75.00"|"12-10-2007"|"31-10-2007"|"30-10-2007"
"HCL Info"|"Final"|"100.00"|"23-08-2007"|"-"|"30-10-2007"
"HCL Info"|"Interim"|"100.00"|"24-08-2007"|"-"|"30-10-2007"
"Voith Paper Fab"|"Final"|"30.00"|"24-10-2007"|"-"|"30-10-2007"
"Rajapalayam"|"Interim"|"30.00"|"17-10-2007"|"31-10-2007"|"30-10-2007"
"Dabur India"|"Interim"|"75.00"|"10-10-2007"|"30-10-2007"|"29-10-2007"
"Mindtree"|"Interim"|"10.00"|"11-10-2007"|"30-10-2007"|"29-10-2007"
"Marico"|"Interim"|"15.00"|"15-10-2007"|"30-10-2007"|"29-10-2007"
"Monarch Net"|"Interim"|"5.00"|"09-10-2007"|"30-10-2007"|"29-10-2007"
"Navneet"|"Interim"|"80.00"|"15-10-2007"|"30-10-2007"|"29-10-2007"
"Patel Eng"|"Interim"|"130.00"|"15-10-2007"|"30-10-2007"|"29-10-2007"
"GlaxoSmith Con"|"Interim"|"120.00"|"05-10-2007"|"30-10-2007"|"29-10-2007"
"Dewan Housing"|"Interim"|"15.00"|"12-10-2007"|"29-10-2007"|"26-10-2007"
"Ramco Cements"|"Interim"|"100.00"|"04-10-2007"|"29-10-2007"|"26-10-2007"
"Ramcoind"|"Interim"|"50.00"|"04-10-2007"|"29-10-2007"|"26-10-2007"
"Sonata"|"Interim"|"50.00"|"10-10-2007"|"29-10-2007"|"26-10-2007"
"Wockhardt"|"Interim"|"175.00"|"11-10-2007"|"29-10-2007"|"26-10-2007"
"Asian Paints"|"Interim"|"65.00"|"01-10-2007"|"26-10-2007"|"25-10-2007"
"Gateway Distri"|"Interim"|"15.00"|"08-10-2007"|"26-10-2007"|"25-10-2007"
"GE Shipping"|"Interim"|"40.00"|"11-10-2007"|"26-10-2007"|"25-10-2007"
"Phoenix Mills"|"Final"|"30.00"|"29-06-2007"|"-"|"25-10-2007"
"Wipro"|"Interim"|"100.00"|"10-10-2007"|"26-10-2007"|"25-10-2007"
"Lancor Holdings"|"Final"|"10.00"|"01-10-2007"|"-"|"24-10-2007"
"HCL Tech"|"Interim"|"100.00"|"28-09-2007"|"24-10-2007"|"23-10-2007"
"Vikas WSP"|"Interim"|"25.00"|"09-10-2007"|"24-10-2007"|"23-10-2007"
"GE T&D India"|"Final"|"60.00"|"24-09-2007"|"-"|"22-10-2007"
"TCS"|"Interim"|"300.00"|"03-10-2007"|"23-10-2007"|"22-10-2007"
"Reliance Media"|"Final"|"50.00"|"18-09-2007"|"-"|"19-10-2007"
"Infosys"|"Interim"|"120.00"|"26-09-2007"|"19-10-2007"|"18-10-2007"
"Gillette India"|"Final"|"75.00"|"24-08-2007"|"-"|"11-10-2007"
"Brabourne Enter"|"Final"|"15.00"|"13-06-2007"|"-"|"11-10-2007"
"Shri Bajrang"|"Final"|"10.00"|"03-07-2007"|"-"|"10-10-2007"
"Greaves Cotton"|"Final"|"10.00"|"09-08-2007"|"-"|"09-10-2007"
"Gati"|"Final"|"40.00"|"06-08-2007"|"-"|"09-10-2007"
"Tulip Star Hotl"|"Final"|"10.00"|"17-07-2007"|"-"|"01-10-2007"
"Sunil Agro Food"|"Interim"|"5.00"|"05-09-2007"|"03-10-2007"|"01-10-2007"
"Supreme Ind"|"Final"|"50.00"|"25-07-2007"|"-"|"01-10-2007"
"Kaycee Ind"|"Final"|"10.00"|"18-09-2007"|"-"|"27-09-2007"
"Mastek"|"Final"|"90.00"|"19-07-2007"|"-"|"27-09-2007"
"P and G"|"Final"|"200.00"|"27-08-2007"|"-"|"27-09-2007"
"Hipolin"|"Final"|"10.00"|"05-09-2007"|"-"|"26-09-2007"
"Protochem"|"Final"|"12.00"|"11-06-2007"|"-"|"26-09-2007"
"Sundaram-Clayto"|"Final"|"20.00"|"13-08-2007"|"-"|"26-09-2007"
"Special Papers"|"Final"|"5.00"|"11-09-2007"|"-"|"26-09-2007"
"Thakkars Dev"|"Final"|"10.00"|"04-07-2007"|"-"|"26-09-2007"
"Vipul"|"Final"|"15.00"|"03-07-2007"|"-"|"25-09-2007"
"Alphageo"|"Final"|"15.00"|"22-06-2007"|"-"|"25-09-2007"
"A.K.Capital Ser"|"Final"|"35.00"|"05-09-2007"|"-"|"25-09-2007"
"Country Club"|"Final"|"20.00"|"31-08-2007"|"-"|"25-09-2007"
"Chromatic India"|"Final"|"10.00"|"30-08-2007"|"-"|"25-09-2007"
"Jindal PolyFilm"|"Final"|"20.00"|"12-09-2007"|"-"|"25-09-2007"
"Kakatiya Cement"|"Final"|"24.00"|"24-08-2007"|"-"|"25-09-2007"
"Kanishk Steel"|"Final"|"6.00"|"10-08-2007"|"-"|"25-09-2007"
"LEEL"|"Final"|"20.00"|"31-08-2007"|"-"|"25-09-2007"
"ICSA"|"Final"|"38.00"|"30-08-2007"|"-"|"25-09-2007"
"SPML Infra"|"Final"|"50.00"|"02-07-2007"|"-"|"25-09-2007"
"Spanco"|"Final"|"18.00"|"03-09-2007"|"-"|"25-09-2007"
"21st Cen Mgt"|"Final"|"9.00"|"06-09-2007"|"-"|"25-09-2007"
"United Brewerie"|"Final"|"10.00"|"25-06-2007"|"-"|"25-09-2007"
"Vipul Organics"|"Final"|"6.00"|"07-09-2007"|"-"|"25-09-2007"
"Alps Industries"|"Final"|"7.50"|"03-08-2007"|"-"|"24-09-2007"
"Ad Manum Fin"|"Final"|"10.00"|"28-08-2007"|"-"|"24-09-2007"
"Ahlcon Parent"|"Final"|"15.00"|"04-07-2007"|"-"|"24-09-2007"
"Fem Care Pharma"|"Final"|"70.00"|"02-08-2007"|"-"|"24-09-2007"
"GSB Finance"|"Final"|"5.00"|"04-07-2007"|"-"|"24-09-2007"
"ITL Industries"|"Final"|"10.00"|"03-07-2007"|"-"|"24-09-2007"
"Jindal Worldwid"|"Final"|"5.00"|"25-07-2007"|"-"|"24-09-2007"
"Karuturi Global"|"Final"|"10.00"|"14-08-2007"|"-"|"24-09-2007"
"Kitex Garments"|"Final"|"15.00"|"03-07-2007"|"-"|"24-09-2007"
"The Byke Hosp"|"Final"|"12.00"|"03-07-2007"|"-"|"24-09-2007"
"Metalman Ind"|"Final"|"8.00"|"03-09-2007"|"-"|"24-09-2007"
"Anik Industries"|"Final"|"12.00"|"06-09-2007"|"-"|"24-09-2007"
"Neo Corp"|"Final"|"5.00"|"03-09-2007"|"-"|"24-09-2007"
"Pioneer"|"Final"|"15.00"|"31-08-2007"|"-"|"24-09-2007"
"Rajvir Ind"|"Final"|"40.00"|"03-09-2007"|"-"|"24-09-2007"
"Nath Industries"|"Final"|"10.00"|"28-06-2007"|"-"|"24-09-2007"
"Rathi Steel"|"Final"|"5.00"|"03-09-2007"|"-"|"24-09-2007"
"Sanraa Media"|"Final"|"5.00"|"02-07-2007"|"-"|"24-09-2007"
"Vama Ind"|"Final"|"2.00"|"30-08-2007"|"-"|"24-09-2007"
"Shree Pacetroni"|"Final"|"5.00"|"27-08-2007"|"-"|"24-09-2007"
"Todays Writing"|"Final"|"5.00"|"05-09-2007"|"-"|"24-09-2007"
"Zen Tech"|"Final"|"20.00"|"21-05-2007"|"-"|"24-09-2007"
"Starlog Enter"|"Final"|"25.00"|"03-07-2007"|"-"|"21-09-2007"
"Arvind Remedies"|"Final"|"5.00"|"04-07-2007"|"-"|"21-09-2007"
"BNK Capital"|"Final"|"10.00"|"21-06-2007"|"-"|"21-09-2007"
"Panoramic Uni"|"Final"|"20.00"|"04-09-2007"|"-"|"21-09-2007"
"Exedy India"|"Final"|"20.00"|"26-07-2007"|"-"|"21-09-2007"
"Dynamic Ind"|"Final"|"6.00"|"02-07-2007"|"-"|"21-09-2007"
"DS Kulkarni"|"Final"|"20.00"|"25-06-2007"|"-"|"21-09-2007"
"Era Infra Eng"|"Final"|"20.00"|"29-08-2007"|"-"|"21-09-2007"
"Eldeco Housing"|"Final"|"10.00"|"23-08-2007"|"-"|"21-09-2007"
"Parrys Sugar"|"Final"|"15.00"|"29-06-2007"|"-"|"21-09-2007"
"Genus Power"|"Final"|"15.00"|"05-09-2007"|"-"|"21-09-2007"
"Ind-Swift"|"Final"|"20.00"|"04-09-2007"|"-"|"21-09-2007"
"Ind-Swift Labs"|"Final"|"10.00"|"30-07-2007"|"-"|"21-09-2007"
"Jai Balaji Ind"|"Final"|"8.50"|"04-07-2007"|"-"|"21-09-2007"
"JagsonpalPharma"|"Final"|"2.00"|"29-08-2007"|"-"|"21-09-2007"
"Kaira Can"|"Final"|"25.00"|"04-09-2007"|"-"|"21-09-2007"
"Kriti Ind"|"Final"|"10.00"|"05-06-2007"|"-"|"21-09-2007"
"Kamadgiri"|"Final"|"5.00"|"29-06-2007"|"-"|"21-09-2007"
"Mah Seamless"|"Final"|"30.00"|"04-09-2007"|"-"|"21-09-2007"
"NR Agarwal"|"Final"|"15.00"|"23-08-2007"|"-"|"21-09-2007"
"Panacea Biotec"|"Final"|"100.00"|"14-06-2007"|"-"|"21-09-2007"
"Alicon Castallo"|"Final"|"12.50"|"07-08-2007"|"-"|"21-09-2007"
"Parenteral Drug"|"Final"|"15.00"|"28-08-2007"|"-"|"21-09-2007"
"Panama Petro"|"Final"|"30.00"|"02-07-2007"|"-"|"21-09-2007"
"Anjani Cement"|"Final"|"10.00"|"14-05-2007"|"-"|"21-09-2007"
"Shalibhadra Fin"|"Final"|"7.00"|"11-09-2007"|"-"|"21-09-2007"
"Vedanta"|"Final"|"250.00"|"23-07-2007"|"-"|"21-09-2007"
"Sundaram Multi"|"Final"|"20.00"|"03-09-2007"|"-"|"21-09-2007"
"Suven Life Sci"|"Final"|"25.00"|"01-08-2007"|"-"|"21-09-2007"
"SMS Pharma"|"Final"|"20.00"|"28-08-2007"|"-"|"21-09-2007"
"Tyche Ind"|"Final"|"15.00"|"03-07-2007"|"-"|"21-09-2007"
"Sarup Ind"|"Final"|"12.00"|"04-09-2007"|"-"|"21-09-2007"
"Tulip Telecom"|"Final"|"20.00"|"17-07-2007"|"-"|"21-09-2007"
"Virinchi"|"Final"|"5.00"|"29-08-2007"|"-"|"21-09-2007"
"Vertex Spinning"|"Final"|"12.00"|"28-05-2007"|"-"|"21-09-2007"
"63 Moons Tech"|"Final"|"100.00"|"02-07-2007"|"-"|"21-09-2007"
"Atlanta"|"Final"|"10.00"|"03-07-2007"|"-"|"20-09-2007"
"ABG Shipyard"|"Final"|"15.00"|"18-06-2007"|"-"|"20-09-2007"
"Arihant Capital"|"Final"|"15.00"|"23-08-2007"|"-"|"20-09-2007"
"Aarvee Denim"|"Final"|"5.00"|"02-07-2007"|"-"|"20-09-2007"
"Austin Eng"|"Final"|"20.00"|"25-06-2007"|"-"|"20-09-2007"
"Avanti Feeds"|"Final"|"15.00"|"01-08-2007"|"-"|"20-09-2007"
"Finaventure Cap"|"Final"|"10.00"|"26-07-2007"|"-"|"20-09-2007"
"Acrow India"|"Final"|"25.00"|"17-08-2007"|"-"|"20-09-2007"
"Acknit Industri"|"Final"|"5.00"|"12-09-2007"|"-"|"20-09-2007"
"ANG Industries"|"Final"|"20.00"|"22-08-2007"|"-"|"20-09-2007"
"Anjani Synth"|"Final"|"10.00"|"12-07-2007"|"-"|"20-09-2007"
"Amarjothi Spin"|"Final"|"14.00"|"08-08-2007"|"-"|"20-09-2007"
"Akar Auto Indus"|"Final"|"15.00"|"16-08-2007"|"-"|"20-09-2007"
"Delta Corp"|"Final"|"50.00"|"22-06-2007"|"-"|"20-09-2007"
"Bharat Bhushan"|"Final"|"4.00"|"21-05-2007"|"-"|"20-09-2007"
"Bilcare"|"Final"|"40.00"|"04-07-2007"|"-"|"20-09-2007"
"Vyapar Ind"|"Final"|"0.50"|"31-08-2007"|"-"|"20-09-2007"
"Bajaj Steel"|"Final"|"20.00"|"23-08-2007"|"-"|"20-09-2007"
"Bhuwalka Steel"|"Final"|"25.00"|"02-07-2007"|"-"|"20-09-2007"
"Chordia Food"|"Final"|"15.00"|"25-06-2007"|"-"|"20-09-2007"
"Coral Labs"|"Final"|"15.00"|"30-08-2007"|"-"|"20-09-2007"
"Chaman Lal Seti"|"Final"|"11.00"|"21-08-2007"|"-"|"20-09-2007"
"Bodal Chemicals"|"Final"|"10.00"|"02-07-2007"|"-"|"20-09-2007"
"Dhanlaxmi Fabri"|"Final"|"14.00"|"01-08-2007"|"-"|"20-09-2007"
"Emami"|"Final"|"50.00"|"02-07-2007"|"-"|"20-09-2007"
"EMA India"|"Final"|"10.00"|"30-04-2007"|"-"|"20-09-2007"
"Elegant Marble"|"Final"|"20.00"|"27-08-2007"|"-"|"20-09-2007"
"CMI FPE"|"Final"|"90.00"|"17-07-2007"|"-"|"20-09-2007"
"Fact Enterprise"|"Final"|"5.00"|"28-08-2007"|"-"|"20-09-2007"
"GEI Industrial"|"Final"|"10.00"|"19-06-2007"|"-"|"20-09-2007"
"GFL"|"Final"|"50.00"|"19-06-2007"|"-"|"20-09-2007"
"Geefcee Fin"|"Final"|"15.00"|"04-05-2007"|"-"|"20-09-2007"
"Gowra Leasing"|"Final"|"12.00"|"04-07-2007"|"-"|"20-09-2007"
"Guj NRE Coke"|"Final"|"15.00"|"04-06-2007"|"-"|"20-09-2007"
"Guj NRE (DVR)"|"Final"|"15.00"|"04-06-2007"|"-"|"20-09-2007"
"Gayatri Project"|"Final"|"20.00"|"30-04-2007"|"-"|"20-09-2007"
"Gupta Synthetic"|"Final"|"10.00"|"21-08-2007"|"-"|"20-09-2007"
"Olectra Greente"|"Final"|"10.00"|"30-07-2007"|"-"|"20-09-2007"
"Himalaya Granit"|"Final"|"4.00"|"29-06-2007"|"-"|"20-09-2007"
"Hisar Metal"|"Final"|"10.00"|"09-07-2007"|"-"|"20-09-2007"
"Hiran Orgochem"|"Final"|"5.00"|"04-07-2007"|"-"|"20-09-2007"
"Hind Tin Works"|"Final"|"15.00"|"30-07-2007"|"-"|"20-09-2007"
"GOCL Corp"|"Final"|"75.00"|"28-05-2007"|"-"|"20-09-2007"
"Integ Fin Serv"|"Final"|"11.00"|"03-07-2007"|"-"|"20-09-2007"
"Indage Vintners"|"Final"|"21.00"|"03-07-2007"|"-"|"20-09-2007"
"IKF Finance"|"Final"|"10.00"|"21-08-2007"|"-"|"20-09-2007"
"Jindal Hotels"|"Final"|"8.00"|"23-07-2007"|"-"|"20-09-2007"
"Jupiter Bio"|"Final"|"22.50"|"03-09-2007"|"-"|"20-09-2007"
"Krypton"|"Final"|"15.00"|"30-07-2007"|"-"|"20-09-2007"
"Kalptaru Papers"|"Final"|"7.50"|"03-09-2007"|"-"|"20-09-2007"
"Kalindee Rail"|"Final"|"10.00"|"27-08-2007"|"-"|"20-09-2007"
"Lincoln Pharma"|"Final"|"12.00"|"22-08-2007"|"-"|"20-09-2007"
"Lakshmi Prec"|"Final"|"18.00"|"29-06-2007"|"-"|"20-09-2007"
"Mazda"|"Final"|"15.00"|"31-07-2007"|"-"|"20-09-2007"
"Medi-Caps"|"Final"|"15.00"|"03-08-2007"|"-"|"20-09-2007"
"Munoth Capital"|"Final"|"10.00"|"09-08-2007"|"-"|"20-09-2007"
"Mahalaxmi Rub"|"Final"|"5.00"|"04-07-2007"|"-"|"20-09-2007"
"Welspun Enter"|"Final"|"10.00"|"03-09-2007"|"-"|"20-09-2007"
"Minaxi Textiles"|"Final"|"7.00"|"03-08-2007"|"-"|"20-09-2007"
"Micro Tech"|"Final"|"20.00"|"07-09-2007"|"-"|"20-09-2007"
"Mold Tek Tech"|"Final"|"20.00"|"03-07-2007"|"-"|"20-09-2007"
"Nikhil Adhesive"|"Final"|"10.00"|"29-05-2007"|"-"|"20-09-2007"
"Novopan"|"Final"|"22.00"|"30-07-2007"|"-"|"20-09-2007"
"Nahar Ent"|"Final"|"10.00"|"21-06-2007"|"-"|"20-09-2007"
"Prithvi Info"|"Final"|"10.00"|"29-08-2007"|"-"|"20-09-2007"
"Pondy Oxides"|"Final"|"12.00"|"19-07-2007"|"-"|"20-09-2007"
"PSL"|"Final"|"25.00"|"22-06-2007"|"-"|"20-09-2007"
"Ruchinfra"|"Final"|"10.00"|"31-08-2007"|"-"|"20-09-2007"
"Ruby Mills"|"Final"|"30.00"|"03-08-2007"|"-"|"20-09-2007"
"Ruchi Soya"|"Final"|"24.00"|"31-08-2007"|"-"|"20-09-2007"
"Shetron"|"Final"|"20.00"|"04-07-2007"|"-"|"20-09-2007"
"Sanwaria Consum"|"Final"|"20.00"|"03-09-2007"|"-"|"20-09-2007"
"Syncom Formula"|"Final"|"10.00"|"21-08-2007"|"-"|"20-09-2007"
"Swastika Invest"|"Final"|"10.00"|"13-07-2007"|"-"|"20-09-2007"
