"0"|"1"|"2"|"3"|"4"|"5"
"Triveni Turbine"|"Interim"|"50.00"|"09-10-2019"|"15-11-2019"|"14-11-2019"
"Dabur India"|"Interim"|"140.00"|"30-09-2019"|"14-11-2019"|"13-11-2019"
"Transport Corp"|"Interim"|"50.00"|"25-10-2019"|"14-11-2019"|"13-11-2019"
"TCI Express"|"Interim"|"75.00"|"22-10-2019"|"13-11-2019"|"11-11-2019"
"Trident"|"Interim"|"9.00"|"24-10-2019"|"09-11-2019"|"07-11-2019"
"DCM Shriram"|"Interim"|"200.00"|"24-10-2019"|"08-11-2019"|"07-11-2019"
"Foseco India"|"Interim"|"70.00"|"31-10-2019"|"09-11-2019"|"07-11-2019"
"Infibeam Avenue"|"Interim"|"10.00"|"22-10-2019"|"08-11-2019"|"07-11-2019"
"Petronet LNG"|"Special"|"55.00"|"29-10-2019"|"08-11-2019"|"07-11-2019"
"Shriram City"|"Interim"|"60.00"|"29-10-2019"|"08-11-2019"|"07-11-2019"
"Sonata"|"Interim"|"575.00"|"30-10-2019"|"09-11-2019"|"07-11-2019"
"Shriram Trans"|"Interim"|"50.00"|"17-10-2019"|"08-11-2019"|"07-11-2019"
"Gujarat Pipavav"|"Interim"|"21.00"|"24-10-2019"|"07-11-2019"|"06-11-2019"
"MPS"|"Interim"|"500.00"|"22-10-2019"|"07-11-2019"|"06-11-2019"
"Oriental Carbon"|"Interim"|"40.00"|"24-10-2019"|"07-11-2019"|"06-11-2019"
"Colgate"|"Interim"|"1200.00"|"07-10-2019"|"06-11-2019"|"05-11-2019"
"Navin Fluorine"|"Interim"|"200.00"|"23-10-2019"|"06-11-2019"|"05-11-2019"
"Hexaware Tech"|"Interim"|"100.00"|"23-10-2019"|"05-11-2019"|"04-11-2019"
"Atul"|"Interim"|"125.00"|"22-10-2019"|"05-11-2019"|"04-11-2019"
"INOX Leisure"|"Interim"|"10.00"|"23-10-2019"|"05-11-2019"|"04-11-2019"
"Kewal Kiran"|"Interim"|"100.00"|"22-10-2019"|"05-11-2019"|"04-11-2019"
"Manugraph Ind"|"Final"|"25.00"|"28-05-2019"|"-"|"04-11-2019"
"Marico"|"Interim"|"275.00"|"03-10-2019"|"05-11-2019"|"04-11-2019"
"COFORGE LTD."|"Interim"|"100.00"|"23-10-2019"|"05-11-2019"|"04-11-2019"
"PPAP Automotive"|"Interim"|"10.00"|"22-10-2019"|"05-11-2019"|"04-11-2019"
"Supreme Ind"|"Interest"|"0.00"|"18-10-2019"|"05-11-2019"|"04-11-2019"
"Supreme Ind"|"Interim"|"200.00"|"18-10-2019"|"05-11-2019"|"04-11-2019"
"Astral Poly Tec"|"Interim"|"40.00"|"14-10-2019"|"02-11-2019"|"31-10-2019"
"Granules India"|"Interim"|"25.00"|"22-10-2019"|"02-11-2019"|"31-10-2019"
"HCL Tech"|"Interim"|"100.00"|"30-09-2019"|"01-11-2019"|"31-10-2019"
"IWML"|"Interim"|"500.00"|"22-10-2019"|"01-11-2019"|"31-10-2019"
"ICICI Lombard"|"Interim"|"35.00"|"27-09-2019"|"01-11-2019"|"31-10-2019"
"ICICI Prudentia"|"Interim"|"8.00"|"22-10-2019"|"01-11-2019"|"31-10-2019"
"ICICI Securitie"|"Interim"|"85.00"|"30-09-2019"|"01-11-2019"|"31-10-2019"
"Supreme Petro"|"Interim"|"10.00"|"11-10-2019"|"01-11-2019"|"31-10-2019"
"Supreme Petro"|"Special"|"30.00"|"22-10-2019"|"01-11-2019"|"31-10-2019"
"TV TodayNetwork"|"Interim"|"400.00"|"22-10-2019"|"02-11-2019"|"31-10-2019"
"United Drilling"|"Interim"|"6.00"|"16-10-2019"|"02-11-2019"|"31-10-2019"
"Asian Paints"|"Interim"|"335.00"|"07-10-2019"|"31-10-2019"|"30-10-2019"
"Cyient"|"Interim"|"120.00"|"17-10-2019"|"31-10-2019"|"30-10-2019"
"L&T Technology"|"Interim"|"375.00"|"07-10-2019"|"31-10-2019"|"30-10-2019"
"DB Corp"|"Interim"|"65.00"|"16-10-2019"|"30-10-2019"|"29-10-2019"
"Siyaram Silk"|"Interim"|"110.00"|"14-10-2019"|"30-10-2019"|"29-10-2019"
"Siyaram Silk"|"Special"|"200.00"|"22-10-2019"|"30-10-2019"|"29-10-2019"
"L&T Infotech"|"Interim"|"1250.00"|"10-10-2019"|"26-10-2019"|"24-10-2019"
"Mastek"|"Interim"|"60.00"|"10-10-2019"|"26-10-2019"|"24-10-2019"
"Mindtree"|"Interim"|"30.00"|"09-10-2019"|"25-10-2019"|"24-10-2019"
"HUL"|"Interim"|"1100.00"|"09-10-2019"|"24-10-2019"|"23-10-2019"
"Infosys"|"Interim"|"160.00"|"11-10-2019"|"24-10-2019"|"23-10-2019"
"Avantel"|"Interim"|"20.00"|"10-10-2019"|"18-10-2019"|"17-10-2019"
"Steel City Secu"|"Interim"|"10.00"|"07-10-2019"|"18-10-2019"|"17-10-2019"
"TCS"|"Interim"|"500.00"|"30-09-2019"|"18-10-2019"|"17-10-2019"
"TCS"|"Special"|"4000.00"|"10-10-2019"|"18-10-2019"|"17-10-2019"
"GOCL Corp"|"Interim"|"100.00"|"27-09-2019"|"15-10-2019"|"14-10-2019"
"Accelya Kale"|"Final"|"150.00"|"28-08-2019"|"-"|"10-10-2019"
"Mukesh Babu Fin"|"Final"|"12.00"|"30-05-2019"|"04-10-2019"|"03-10-2019"
"Sacheta Metals"|"Final"|"2.50"|"22-04-2019"|"04-10-2019"|"03-10-2019"
"Filatex Fashion"|"Final"|"0.40"|"23-09-2019"|"-"|"03-10-2019"
"Vasundhara Ras"|"Final"|"10.00"|"23-09-2019"|"04-10-2019"|"03-10-2019"
"IDFC"|"Interest"|"0.00"|"18-09-2019"|"30-09-2019"|"27-09-2019"
"IDFC"|"Interim"|"25.00"|"18-09-2019"|"30-09-2019"|"27-09-2019"
"Kamdhenu"|"Final"|"10.00"|"02-05-2019"|"-"|"26-09-2019"
"Advani Hotels"|"Interim"|"40.00"|"17-09-2019"|"27-09-2019"|"26-09-2019"
"ADS Diagnostic"|"Final"|"9.00"|"28-05-2019"|"-"|"25-09-2019"
"Basant Agro Tec"|"Final"|"5.00"|"30-05-2019"|"-"|"25-09-2019"
"Hinduja Global"|"Final"|"25.00"|"31-05-2019"|"-"|"25-09-2019"
"Lancor Holdings"|"Final"|"10.00"|"06-06-2019"|"25-09-2019"|"24-09-2019"
"ICRA"|"Final"|"300.00"|"09-05-2019"|"-"|"24-09-2019"
"Shalibhadra Fin"|"Final"|"12.00"|"04-06-2019"|"-"|"24-09-2019"
"Ajmera Realty"|"Final"|"33.00"|"17-05-2019"|"-"|"24-09-2019"
"Ashok Alco-Chem"|"Final"|"10.00"|"29-05-2019"|"-"|"23-09-2019"
"Beardsell"|"Final"|"12.00"|"24-05-2019"|"-"|"23-09-2019"
"ILandFS"|"Final"|"15.00"|"30-05-2019"|"-"|"23-09-2019"
"Mehai Technolog"|"Final"|"0.50"|"30-05-2019"|"-"|"23-09-2019"
"Inani Marbles"|"Final"|"2.00"|"30-05-2019"|"-"|"22-09-2019"
"Atul Auto"|"Final"|"25.00"|"27-05-2019"|"-"|"20-09-2019"
"Amrit Corp"|"Final"|"70.00"|"14-05-2019"|"-"|"20-09-2019"
"Asian Granito"|"Final"|"6.00"|"28-05-2019"|"-"|"20-09-2019"
"AksharChem"|"Final"|"35.00"|"14-05-2019"|"-"|"20-09-2019"
"Nitin Castings"|"Final"|"10.00"|"29-05-2019"|"-"|"20-09-2019"
"Anand Rayons"|"Final"|"5.00"|"04-09-2019"|"23-09-2019"|"20-09-2019"
"Anant Raj"|"Final"|"12.00"|"30-05-2019"|"-"|"20-09-2019"
"Amarjothi Spin"|"Final"|"20.00"|"30-05-2019"|"-"|"20-09-2019"
"Agarwal Ind"|"Final"|"18.00"|"30-05-2019"|"-"|"20-09-2019"
"Baid Leasing"|"Final"|"10.00"|"30-05-2019"|"-"|"20-09-2019"
"Gufic Bio"|"Final"|"5.00"|"21-08-2019"|"-"|"20-09-2019"
"CIL Securities"|"Final"|"5.00"|"27-05-2019"|"23-09-2019"|"20-09-2019"
"CMI"|"Final"|"10.00"|"28-05-2019"|"-"|"20-09-2019"
"CSL Fin"|"Final"|"20.00"|"16-05-2019"|"-"|"20-09-2019"
"COSYN"|"Final"|"5.00"|"14-05-2019"|"-"|"20-09-2019"
"Capital Trust"|"Final"|"5.00"|"27-05-2019"|"-"|"20-09-2019"
"Energy Dev"|"Final"|"5.00"|"30-05-2019"|"-"|"20-09-2019"
"Intense Tech"|"Final"|"10.00"|"30-05-2019"|"-"|"20-09-2019"
"Frontier Spring"|"Final"|"10.00"|"27-05-2019"|"-"|"20-09-2019"
"Grovy India"|"Final"|"1.00"|"09-05-2019"|"-"|"20-09-2019"
"Guj Mineral"|"Final"|"100.00"|"07-05-2019"|"-"|"20-09-2019"
"Veljan Denison"|"Final"|"100.00"|"30-05-2019"|"-"|"20-09-2019"
"Hitech Corp"|"Final"|"9.00"|"13-05-2019"|"-"|"20-09-2019"
"Sunteck Realty"|"Final"|"150.00"|"02-05-2019"|"-"|"20-09-2019"
"Integ Fin Serv"|"Final"|"9.00"|"28-05-2019"|"-"|"20-09-2019"
"Innovative Tech"|"Final"|"15.00"|"30-05-2019"|"-"|"20-09-2019"
"Jai Corp"|"Final"|"50.00"|"24-05-2019"|"-"|"20-09-2019"
"JagsonpalPharma"|"Final"|"5.00"|"28-05-2019"|"-"|"20-09-2019"
"Kemp and Co"|"Final"|"5.00"|"28-05-2019"|"-"|"20-09-2019"
"KNR Construct"|"Final"|"20.00"|"30-05-2019"|"-"|"20-09-2019"
"Kilitch Drugs"|"Final"|"5.00"|"30-05-2019"|"-"|"20-09-2019"
"LT Foods"|"Final"|"15.00"|"17-05-2019"|"-"|"20-09-2019"
"Poddar Housing"|"Final"|"15.00"|"30-05-2019"|"-"|"20-09-2019"
"Multiplus Hold"|"Final"|"2.00"|"29-05-2019"|"-"|"20-09-2019"
"Madhav Marbles"|"Final"|"2.50"|"28-05-2019"|"-"|"20-09-2019"
"Mold Tek Tech"|"Final"|"30.00"|"02-05-2019"|"-"|"20-09-2019"
"Mold-Tek Pack"|"Final"|"40.00"|"27-05-2019"|"-"|"20-09-2019"
"Nile"|"Final"|"10.00"|"14-05-2019"|"23-09-2019"|"20-09-2019"
"PBM Polytex"|"Final"|"6.00"|"29-05-2019"|"-"|"20-09-2019"
"Pro Fin Capital"|"Final"|"1.00"|"30-05-2019"|"-"|"20-09-2019"
"Prakash Ind"|"Final"|"12.00"|"21-05-2019"|"-"|"20-09-2019"
"PNC Infratech"|"Final"|"25.00"|"24-05-2019"|"-"|"20-09-2019"
"PTC India Fin"|"Final"|"8.00"|"06-05-2019"|"-"|"20-09-2019"
"Parag Milk Food"|"Final"|"10.00"|"13-05-2019"|"-"|"20-09-2019"
"PPL"|"Final"|"12.00"|"09-09-2019"|"-"|"20-09-2019"
"PTC India"|"Final"|"40.00"|"14-05-2019"|"-"|"20-09-2019"
"Rico Auto"|"Final"|"40.00"|"29-05-2019"|"-"|"20-09-2019"
"Rishabh Digha"|"Final"|"20.00"|"23-05-2019"|"-"|"20-09-2019"
"Rajesh Exports"|"Final"|"100.00"|"30-05-2019"|"-"|"20-09-2019"
"Pervasive Comm"|"Final"|"1.00"|"20-05-2019"|"-"|"20-09-2019"
"Signet Ind"|"Final"|"5.00"|"31-05-2019"|"-"|"20-09-2019"
"Suditi Ind"|"Final"|"2.00"|"30-05-2019"|"-"|"20-09-2019"
"Spenta Intl"|"Final"|"15.00"|"30-05-2019"|"-"|"20-09-2019"
"Suditind"|"Final"|"2.00"|"30-05-2019"|"-"|"20-09-2019"
"Shashijit Infra"|"Final"|"0.50"|"29-05-2019"|"23-09-2019"|"20-09-2019"
"Satia Ind"|"Final"|"15.00"|"09-05-2019"|"-"|"20-09-2019"
"Santosh Industr"|"Final"|"10.00"|"27-05-2019"|"-"|"20-09-2019"
"Pritika Auto"|"Final"|"5.00"|"22-05-2019"|"-"|"20-09-2019"
"Shivalik Rasa"|"Final"|"10.00"|"30-05-2019"|"-"|"20-09-2019"
"Sree Rayalaseem"|"Final"|"20.00"|"30-05-2019"|"-"|"20-09-2019"
"Tyche Ind"|"Final"|"5.00"|"27-05-2019"|"-"|"20-09-2019"
"VEDAVAAG System"|"Final"|"10.00"|"30-05-2019"|"-"|"20-09-2019"
"Steel Str Wheel"|"Final"|"40.00"|"27-05-2019"|"-"|"20-09-2019"
"Sujala Trading"|"Final"|"1.00"|"03-09-2019"|"-"|"20-09-2019"
"Talbros Eng"|"Final"|"15.00"|"20-05-2019"|"-"|"20-09-2019"
"Mangal Credit"|"Final"|"5.00"|"29-05-2019"|"-"|"20-09-2019"
"Tanla Solutions"|"Final"|"35.00"|"02-05-2019"|"-"|"20-09-2019"
"Uniply Ind"|"Final"|"12.00"|"31-05-2019"|"-"|"20-09-2019"
"Vivid Global"|"Final"|"10.00"|"20-05-2019"|"-"|"20-09-2019"
"Vipul Organics"|"Final"|"8.00"|"30-05-2019"|"-"|"20-09-2019"
"Valson Ind"|"Final"|"10.00"|"30-05-2019"|"-"|"20-09-2019"
"Generic Eng"|"Final"|"1.00"|"16-05-2019"|"23-09-2019"|"20-09-2019"
"7NR Retail"|"Final"|"0.50"|"30-05-2019"|"-"|"19-09-2019"
"Aries Agro"|"Final"|"18.00"|"28-05-2019"|"-"|"19-09-2019"
"AshirwadCapital"|"Final"|"10.00"|"28-05-2019"|"-"|"19-09-2019"
"Ambika Cotton"|"Final"|"300.00"|"28-05-2019"|"-"|"19-09-2019"
"Alphageo"|"Final"|"80.00"|"22-05-2019"|"-"|"19-09-2019"
"A Infra."|"Final"|"2.00"|"29-05-2019"|"-"|"19-09-2019"
"Apollo Pipes"|"Final"|"10.00"|"27-05-2019"|"-"|"19-09-2019"
"APM Industries"|"Final"|"25.00"|"20-06-2019"|"-"|"19-09-2019"
"Asian Star"|"Final"|"15.00"|"22-05-2019"|"-"|"19-09-2019"
"Asahi Songwon"|"Final"|"30.00"|"14-05-2019"|"-"|"19-09-2019"
"Bambino Agro"|"Final"|"16.00"|"30-05-2019"|"-"|"19-09-2019"
"Benara Bearings"|"Final"|"2.50"|"31-05-2019"|"-"|"19-09-2019"
"BCL Limited"|"Final"|"12.00"|"28-05-2019"|"-"|"19-09-2019"
"Bella Casa"|"Final"|"10.00"|"27-05-2019"|"-"|"19-09-2019"
"Bharat Dynamics"|"Final"|"16.70"|"30-05-2019"|"-"|"19-09-2019"
"BEML"|"Final"|"25.00"|"27-05-2019"|"-"|"19-09-2019"
"Bhansali Eng"|"Final"|"50.00"|"30-04-2019"|"-"|"19-09-2019"
"Bhandari Hosier"|"Final"|"1.00"|"29-05-2019"|"-"|"19-09-2019"
"Banswara Syntex"|"Final"|"10.00"|"30-05-2019"|"-"|"19-09-2019"
"APL Apollo"|"Final"|"140.00"|"20-05-2019"|"-"|"19-09-2019"
"Capital India"|"Final"|"4.00"|"10-05-2019"|"-"|"19-09-2019"
"CARE Ratings"|"Final"|"120.00"|"21-05-2019"|"-"|"19-09-2019"
"Igarashi Motors"|"Final"|"49.00"|"16-05-2019"|"-"|"19-09-2019"
"Cenlub"|"Final"|"25.00"|"30-05-2019"|"-"|"19-09-2019"
"Coral Labs"|"Final"|"20.00"|"28-05-2019"|"-"|"19-09-2019"
"Chaman Lal Seti"|"Final"|"24.00"|"29-05-2019"|"-"|"19-09-2019"
"Chandra Prabhu"|"Final"|"5.00"|"28-05-2019"|"-"|"19-09-2019"
"Cupid"|"Final"|"30.00"|"29-05-2019"|"-"|"19-09-2019"
"Cybertech"|"Final"|"10.00"|"10-05-2019"|"-"|"19-09-2019"
"Veritas"|"Final"|"5.00"|"30-05-2019"|"-"|"19-09-2019"
"Divyashakti"|"Final"|"15.00"|"14-05-2019"|"-"|"19-09-2019"
"Dynemic Product"|"Final"|"15.00"|"27-05-2019"|"-"|"19-09-2019"
"Eldeco Housing"|"Final"|"175.00"|"29-05-2019"|"-"|"19-09-2019"
"Fineotex Chem"|"Final"|"5.00"|"15-05-2019"|"-"|"19-09-2019"
"Swasti Vinayaka"|"Final"|"20.00"|"28-05-2019"|"-"|"19-09-2019"
"Guj Alkali"|"Final"|"80.00"|"28-05-2019"|"-"|"19-09-2019"
"Gujarat Apollo"|"Final"|"30.00"|"30-05-2019"|"-"|"19-09-2019"
"Him Teknoforge"|"Final"|"50.00"|"30-05-2019"|"-"|"19-09-2019"
"Golkunda Diamon"|"Final"|"8.00"|"27-05-2019"|"-"|"19-09-2019"
"Gautam Exim"|"Final"|"10.00"|"27-05-2019"|"-"|"19-09-2019"
"Goldiam Inter"|"Final"|"10.00"|"23-05-2019"|"-"|"19-09-2019"
"Glenmark"|"Final"|"200.00"|"29-05-2019"|"-"|"19-09-2019"
"GRM Overseas"|"Final"|"50.00"|"28-05-2019"|"-"|"19-09-2019"
"Setco Auto"|"Final"|"50.00"|"30-05-2019"|"-"|"19-09-2019"
"HFCL"|"Final"|"10.00"|"16-05-2019"|"-"|"19-09-2019"
"Ceejay Finance"|"Final"|"15.00"|"30-05-2019"|"-"|"19-09-2019"
"The Hi-Tech Gea"|"Final"|"20.00"|"27-05-2019"|"-"|"19-09-2019"
"Hind Tin Works"|"Final"|"10.00"|"29-05-2019"|"-"|"19-09-2019"
"Balasore Alloys"|"Final"|"8.00"|"30-05-2019"|"-"|"19-09-2019"
"Incap"|"Final"|"10.00"|"30-05-2019"|"-"|"19-09-2019"
"Inventure Grow"|"Final"|"2.50"|"24-05-2019"|"20-09-2019"|"19-09-2019"
"Indo Thai Secu"|"Final"|"10.00"|"15-05-2019"|"-"|"19-09-2019"
"Jigar Cables"|"Final"|"2.00"|"30-05-2019"|"-"|"19-09-2019"
"Jiya Eco"|"Final"|"2.00"|"28-05-2019"|"21-09-2019"|"19-09-2019"
"Jagdamba Polyme"|"Final"|"20.00"|"27-05-2019"|"-"|"19-09-2019"
"JagranPrakashan"|"Final"|"175.00"|"29-05-2019"|"-"|"19-09-2019"
"Jindal Worldwid"|"Final"|"5.00"|"30-05-2019"|"-"|"19-09-2019"
"Kkalpana Ind"|"Final"|"12.00"|"28-05-2019"|"-"|"19-09-2019"
"Kaycee Ind"|"Final"|"10.00"|"24-05-2019"|"-"|"19-09-2019"
"KIFS Financial"|"Final"|"10.00"|"29-05-2019"|"20-09-2019"|"19-09-2019"
"KMS Medisurgi"|"Final"|"0.50"|"30-05-2019"|"-"|"19-09-2019"
"KPT Industries"|"Final"|"15.00"|"28-05-2019"|"-"|"19-09-2019"
"Lovable Lingeri"|"Final"|"5.00"|"13-08-2019"|"-"|"19-09-2019"
"Lahoti Over"|"Final"|"15.00"|"30-05-2019"|"-"|"19-09-2019"
"Lincoln Pharma"|"Final"|"15.00"|"30-05-2019"|"-"|"19-09-2019"
"Minda Corp"|"Final"|"22.50"|"28-05-2019"|"-"|"19-09-2019"
"Mitsu Chem Plas"|"Final"|"5.00"|"29-05-2019"|"20-09-2019"|"19-09-2019"
"Man Industries"|"Final"|"30.00"|"28-05-2019"|"-"|"19-09-2019"
"Mercury Labs"|"Final"|"15.00"|"29-05-2019"|"-"|"19-09-2019"
"MMTC Ltd"|"Final"|"30.00"|"30-05-2019"|"-"|"19-09-2019"
"Digispice Tech"|"Final"|"15.00"|"21-05-2019"|"-"|"19-09-2019"
"Marvel Vinyls"|"Final"|"10.00"|"30-05-2019"|"-"|"19-09-2019"
"Nikhil Adhesive"|"Final"|"10.00"|"31-05-2019"|"-"|"19-09-2019"
"NCL Industries"|"Final"|"25.00"|"30-05-2019"|"-"|"19-09-2019"
"Nectar Life"|"Final"|"5.00"|"27-05-2019"|"-"|"19-09-2019"
