"0"|"1"|"2"|"3"|"4"|"5"
"Hatsun Agro"|"Interim"|"150.00"|"11-10-2013"|"05-11-2013"|"01-11-2013"
"Marico"|"Interim"|"75.00"|"18-10-2013"|"05-11-2013"|"01-11-2013"
"Nestle"|"Interim"|"180.00"|"18-10-2013"|"05-11-2013"|"01-11-2013"
"R Systems Intl"|"Interim"|"85.00"|"15-10-2013"|"05-11-2013"|"01-11-2013"
"Singer India"|"Final"|"15.00"|"27-08-2013"|"-"|"01-11-2013"
"Foseco India"|"Interim"|"45.00"|"07-10-2013"|"01-11-2013"|"31-10-2013"
"Guj Amb Exports"|"Interim"|"35.00"|"17-10-2013"|"01-11-2013"|"31-10-2013"
"Gati"|"Final"|"30.00"|"31-07-2013"|"-"|"31-10-2013"
"HUL"|"Interim"|"550.00"|"15-10-2013"|"01-11-2013"|"31-10-2013"
"IFCI"|"Final"|"10.00"|"20-05-2013"|"-"|"31-10-2013"
"Indiabulls Hsg"|"Interim"|"350.00"|"23-10-2013"|"02-11-2013"|"31-10-2013"
"Ipca Labs"|"Interim"|"125.00"|"07-10-2013"|"01-11-2013"|"31-10-2013"
"Indiabulls Real"|"Interim"|"50.00"|"22-10-2013"|"01-11-2013"|"31-10-2013"
"Indiabulls Vent"|"Interim"|"50.00"|"21-10-2013"|"01-11-2013"|"31-10-2013"
"Gillette India"|"Final"|"150.00"|"06-08-2013"|"-"|"31-10-2013"
"KPR Mill"|"Interim"|"40.00"|"14-10-2013"|"01-11-2013"|"31-10-2013"
"Motilal Oswal"|"Interim"|"100.00"|"18-10-2013"|"01-11-2013"|"31-10-2013"
"Sundaram-Clayto"|"Interim"|"180.00"|"08-10-2013"|"04-11-2013"|"31-10-2013"
"Info Edge"|"Interim"|"10.00"|"18-10-2013"|"31-10-2013"|"30-10-2013"
"Rallis India"|"Interim"|"100.00"|"21-10-2013"|"31-10-2013"|"30-10-2013"
"TVS Motor"|"Interim"|"65.00"|"08-10-2013"|"31-10-2013"|"30-10-2013"
"Gateway Distri"|"Interim"|"40.00"|"15-10-2013"|"30-10-2013"|"29-10-2013"
"Cyient"|"Interim"|"40.00"|"17-10-2013"|"30-10-2013"|"29-10-2013"
"RS Software"|"Interim"|"25.00"|"18-10-2013"|"30-10-2013"|"29-10-2013"
"Hind Zinc"|"Interim"|"80.00"|"14-10-2013"|"29-10-2013"|"28-10-2013"
"Expleo Solution"|"Interim"|"50.00"|"17-10-2013"|"29-10-2013"|"28-10-2013"
"Cairn India"|"Interim"|"60.00"|"17-10-2013"|"28-10-2013"|"25-10-2013"
"TCS"|"Interim"|"400.00"|"15-10-2013"|"28-10-2013"|"25-10-2013"
"Asian Paints"|"Interim"|"110.00"|"30-09-2013"|"26-10-2013"|"24-10-2013"
"CRISIL"|"Interim"|"300.00"|"08-10-2013"|"25-10-2013"|"24-10-2013"
"Kewal Kiran"|"Interim"|"75.00"|"14-10-2013"|"25-10-2013"|"24-10-2013"
"Man Industries"|"Final"|"40.00"|"31-05-2013"|"-"|"23-10-2013"
"HCL Tech"|"Interim"|"100.00"|"04-10-2013"|"23-10-2013"|"22-10-2013"
"Mindtree"|"Interim"|"50.00"|"03-10-2013"|"22-10-2013"|"21-10-2013"
"Palred Tech"|"Interim"|"580.00"|"08-10-2013"|"18-10-2013"|"17-10-2013"
"Infosys"|"Interim"|"400.00"|"26-09-2013"|"18-10-2013"|"17-10-2013"
"Shree Cements"|"Final"|"120.00"|"30-07-2013"|"-"|"17-10-2013"
"Escorts"|"Interim"|"12.00"|"03-10-2013"|"15-10-2013"|"14-10-2013"
"Supreme Petro"|"Final"|"25.00"|"17-07-2013"|"-"|"14-10-2013"
"Master Trust"|"Final"|"10.00"|"31-05-2013"|"05-10-2013"|"03-10-2013"
"Diamond Power"|"Final"|"10.00"|"24-07-2013"|"-"|"26-09-2013"
"Phyto Chem"|"Final"|"10.00"|"31-07-2013"|"-"|"26-09-2013"
"Commex Tech"|"Final"|"7.00"|"30-05-2013"|"-"|"25-09-2013"
"Country Club"|"Final"|"5.00"|"04-06-2013"|"-"|"25-09-2013"
"DB (Int) Stock"|"Final"|"15.00"|"24-05-2013"|"-"|"25-09-2013"
"Veljan Denison"|"Final"|"75.00"|"27-05-2013"|"-"|"25-09-2013"
"Veer Energy"|"Final"|"6.00"|"16-08-2013"|"-"|"25-09-2013"
"JagsonpalPharma"|"Final"|"10.00"|"31-05-2013"|"-"|"25-09-2013"
"Mold-Tek Pack"|"Final"|"15.00"|"27-05-2013"|"-"|"25-09-2013"
"Prithvi Exc"|"Final"|"5.00"|"03-06-2013"|"-"|"25-09-2013"
"Alicon Castallo"|"Final"|"40.00"|"30-04-2013"|"-"|"25-09-2013"
"Ad Manum Fin"|"Final"|"10.00"|"04-06-2013"|"-"|"24-09-2013"
"Aptech"|"Final"|"25.00"|"14-05-2013"|"-"|"24-09-2013"
"CARE Ratings"|"Final"|"80.00"|"15-05-2013"|"-"|"24-09-2013"
"Greaves Cotton"|"Interim"|"15.00"|"13-09-2013"|"25-09-2013"|"24-09-2013"
"Zodiac Ventures"|"Final"|"3.00"|"30-05-2013"|"-"|"24-09-2013"
"GRM Overseas"|"Final"|"20.00"|"04-06-2013"|"-"|"24-09-2013"
"Luharuka Media"|"Final"|"1.00"|"31-05-2013"|"-"|"24-09-2013"
"Inani Marbles"|"Final"|"10.00"|"05-06-2013"|"-"|"24-09-2013"
"ITL Industries"|"Final"|"5.00"|"31-05-2013"|"-"|"24-09-2013"
"Kisan Mouldings"|"Final"|"5.00"|"28-05-2013"|"-"|"24-09-2013"
"Mobile Tele"|"Final"|"5.00"|"07-06-2013"|"-"|"24-09-2013"
"Ortin Labs"|"Final"|"2.50"|"05-06-2013"|"-"|"24-09-2013"
"Pratibha Ind"|"Final"|"30.00"|"24-05-2013"|"-"|"24-09-2013"
"Rajesh Exports"|"Final"|"100.00"|"05-07-2013"|"-"|"24-09-2013"
"Sika Interplant"|"Final"|"6.00"|"30-05-2013"|"-"|"24-09-2013"
"Sacheta Metals"|"Final"|"2.50"|"30-05-2013"|"-"|"24-09-2013"
"IndiaNivesh"|"Final"|"10.00"|"03-06-2013"|"-"|"24-09-2013"
"Alchemist"|"Final"|"15.00"|"31-05-2013"|"-"|"24-09-2013"
"Vivimed Labs"|"Final"|"30.00"|"31-05-2013"|"-"|"24-09-2013"
"Balaji Amines"|"Final"|"65.00"|"13-05-2013"|"-"|"23-09-2013"
"Balaji Amines"|"Final&Spl"|"65.00"|"13-05-2013"|"-"|"23-09-2013"
"Dhampure Specia"|"Final"|"8.00"|"29-05-2013"|"-"|"23-09-2013"
"DS Kulkarni"|"Final"|"10.00"|"20-05-2013"|"-"|"23-09-2013"
"Futuristic Sol"|"Final"|"5.00"|"10-09-2013"|"-"|"23-09-2013"
"Gowra Leasing"|"Final"|"10.00"|"31-05-2013"|"-"|"23-09-2013"
"Good Luck"|"Final"|"20.00"|"31-05-2013"|"-"|"23-09-2013"
"Horizon Infra"|"Final"|"10.00"|"29-05-2013"|"-"|"23-09-2013"
"Intec Capital"|"Final"|"5.00"|"03-09-2013"|"-"|"23-09-2013"
"Haryana Tex"|"Final"|"8.50"|"31-05-2013"|"-"|"23-09-2013"
"Manjeera Const"|"Final"|"12.00"|"30-05-2013"|"-"|"23-09-2013"
"Neo Corp"|"Final"|"5.00"|"08-07-2013"|"-"|"23-09-2013"
"Rei Agro"|"Final"|"50.00"|"31-05-2013"|"-"|"23-09-2013"
"Sreeleathers"|"Final"|"2.50"|"15-05-2013"|"-"|"23-09-2013"
"Sunil Agro Food"|"Final"|"5.00"|"03-06-2013"|"-"|"23-09-2013"
"Vama Ind"|"Final"|"1.00"|"30-05-2013"|"-"|"23-09-2013"
"SKIL Infra"|"Final"|"10.00"|"29-05-2013"|"-"|"23-09-2013"
"Jindal Saw"|"Final"|"50.00"|"27-05-2013"|"-"|"23-09-2013"
"GP Petroleums"|"Final"|"0.20"|"30-05-2013"|"-"|"23-09-2013"
"SMS Pharma"|"Final"|"20.00"|"30-05-2013"|"-"|"23-09-2013"
"Prime Property"|"Final"|"20.00"|"27-05-2013"|"-"|"23-09-2013"
"Technocraft Ind"|"Final"|"20.00"|"22-05-2013"|"-"|"23-09-2013"
"UCAL Fuel"|"Final"|"10.00"|"17-05-2013"|"-"|"23-09-2013"
"UP Hotels"|"Final"|"50.00"|"28-05-2013"|"-"|"23-09-2013"
"Virat Crane"|"Final"|"5.00"|"04-06-2013"|"-"|"23-09-2013"
"Vipul Organics"|"Final"|"8.00"|"30-05-2013"|"-"|"23-09-2013"
"Venus Remedies"|"Final"|"30.00"|"20-05-2013"|"-"|"23-09-2013"
"V-Mart Retail"|"Final"|"10.00"|"17-05-2013"|"-"|"23-09-2013"
"Aseem Global"|"Final"|"1.00"|"27-05-2013"|"-"|"20-09-2013"
"Aptus Ind"|"Final"|"5.00"|"30-05-2013"|"-"|"20-09-2013"
"Ashapura Intima"|"Final"|"5.00"|"27-05-2013"|"-"|"20-09-2013"
"Dr Datson Labs"|"Final"|"1.00"|"30-05-2013"|"-"|"20-09-2013"
"Anil"|"Final"|"20.00"|"13-05-2013"|"-"|"20-09-2013"
"Suraj Products"|"Final"|"5.00"|"29-08-2013"|"-"|"20-09-2013"
"Panoramic Uni"|"Final"|"10.00"|"17-05-2013"|"-"|"20-09-2013"
"CIL Securities"|"Final"|"5.00"|"29-05-2013"|"-"|"20-09-2013"
"Divyashakti"|"Final"|"15.00"|"27-05-2013"|"-"|"20-09-2013"
"Gayatri Project"|"Final"|"30.00"|"28-05-2013"|"-"|"20-09-2013"
"Hisar Metal"|"Final"|"10.00"|"31-05-2013"|"-"|"20-09-2013"
"HSIL"|"Final"|"150.00"|"24-05-2013"|"-"|"20-09-2013"
"GOCL Corp"|"Final"|"110.00"|"27-05-2013"|"-"|"20-09-2013"
"Sunteck Realty"|"Final"|"9.00"|"31-05-2013"|"-"|"20-09-2013"
"Inter Globe Fin"|"Final"|"2.50"|"30-05-2013"|"-"|"20-09-2013"
"Innoventive Ind"|"Final"|"1.00"|"29-05-2013"|"-"|"20-09-2013"
"JVL Agro Ind"|"Final"|"20.00"|"31-05-2013"|"-"|"20-09-2013"
"Karur KCP"|"Final"|"10.00"|"31-05-2013"|"-"|"20-09-2013"
"SW Investments"|"Final"|"5.00"|"31-05-2013"|"-"|"20-09-2013"
"Lokesh Machines"|"Final"|"7.50"|"27-05-2013"|"-"|"20-09-2013"
"Gujarat Natural"|"Final"|"1.00"|"03-06-2013"|"-"|"20-09-2013"
"Madhucon Proj"|"Final"|"10.00"|"30-05-2013"|"-"|"20-09-2013"
"Nikhil Adhesive"|"Final"|"8.00"|"31-05-2013"|"-"|"20-09-2013"
"NALCO"|"Final"|"10.00"|"27-05-2013"|"-"|"20-09-2013"
"NG Industries"|"Final"|"35.00"|"03-06-2013"|"-"|"20-09-2013"
"Prakash Ind"|"Final"|"10.00"|"22-05-2013"|"-"|"20-09-2013"
"Radico Khaitan"|"Final"|"40.00"|"28-05-2013"|"-"|"20-09-2013"
"Raj Television"|"Final"|"10.00"|"27-05-2013"|"-"|"20-09-2013"
"Sunraj Diamond"|"Final"|"10.00"|"03-07-2013"|"-"|"20-09-2013"
"Star Delta Tran"|"Final"|"5.00"|"16-09-2013"|"-"|"20-09-2013"
"Paisalo Digital"|"Final"|"10.00"|"29-05-2013"|"-"|"20-09-2013"
"Vamshi Rubber"|"Final"|"10.00"|"17-06-2013"|"-"|"20-09-2013"
"WH Brady"|"Final"|"15.00"|"20-05-2013"|"-"|"20-09-2013"
"Zen Tech"|"Final"|"10.00"|"30-05-2013"|"-"|"20-09-2013"
"20 Microns"|"Final"|"10.00"|"28-05-2013"|"-"|"19-09-2013"
"Aries Agro"|"Final"|"15.00"|"30-05-2013"|"-"|"19-09-2013"
"Intellvisions"|"Final"|"5.00"|"27-05-2013"|"-"|"19-09-2013"
"Atlas Cycles"|"Final"|"45.00"|"16-08-2013"|"-"|"19-09-2013"
"Ambika Cotton"|"Final"|"95.00"|"30-05-2013"|"-"|"19-09-2013"
"Arrow Greentech"|"Final"|"7.50"|"28-05-2013"|"-"|"19-09-2013"
"Asian Hotels"|"Final"|"10.00"|"30-05-2013"|"-"|"19-09-2013"
"Vaarad Ventures"|"Final"|"1.00"|"03-06-2013"|"-"|"19-09-2013"
"Autoline Ind"|"Final"|"10.00"|"20-05-2013"|"-"|"19-09-2013"
"Astra Microwave"|"Final"|"40.00"|"29-04-2013"|"-"|"19-09-2013"
"Hubtown"|"Final"|"10.00"|"30-05-2013"|"-"|"19-09-2013"
"Amines Plast"|"Final"|"5.00"|"30-05-2013"|"-"|"19-09-2013"
"Artefact"|"Final"|"7.50"|"29-05-2013"|"-"|"19-09-2013"
"Akar Auto Indus"|"Final"|"5.00"|"31-05-2013"|"-"|"19-09-2013"
"IM+ Capitals"|"Final"|"10.00"|"23-05-2013"|"-"|"19-09-2013"
"Bloom Dekor"|"Final"|"8.00"|"01-07-2013"|"-"|"19-09-2013"
"Binani Ind"|"Final"|"30.00"|"23-04-2013"|"-"|"19-09-2013"
"Bhagyanagar Ind"|"Final"|"20.00"|"07-05-2013"|"-"|"19-09-2013"
"Bafna Pharma"|"Final"|"6.00"|"21-05-2013"|"-"|"19-09-2013"
"Binayaka Tex"|"Final"|"20.00"|"06-09-2013"|"-"|"19-09-2013"
"Sri KPR Ind"|"Final"|"7.00"|"22-09-2013"|"-"|"19-09-2013"
"Camson Bio Tech"|"Final"|"10.00"|"30-05-2013"|"-"|"19-09-2013"
"CCL Internation"|"Final"|"2.50"|"17-09-2013"|"-"|"19-09-2013"
"Chromatic India"|"Final"|"0.20"|"29-05-2013"|"-"|"19-09-2013"
"CHD Developers"|"Final"|"5.00"|"30-05-2013"|"-"|"19-09-2013"
"Carnation Ind"|"Final"|"6.00"|"24-05-2013"|"-"|"19-09-2013"
"Chaman Lal Seti"|"Final"|"11.00"|"26-08-2013"|"-"|"19-09-2013"
"Cybertech"|"Final"|"10.00"|"16-05-2013"|"-"|"19-09-2013"
"Confidence Fin"|"Final"|"5.00"|"29-05-2013"|"-"|"19-09-2013"
"D & H India"|"Final"|"5.00"|"27-05-2013"|"-"|"19-09-2013"
"Donear Ind"|"Final"|"10.00"|"31-05-2013"|"-"|"19-09-2013"
"Capri Global"|"Final"|"15.00"|"31-05-2013"|"-"|"19-09-2013"
"Eldeco Housing"|"Final"|"80.00"|"31-05-2013"|"-"|"19-09-2013"
"Emmsons Intl"|"Final"|"10.00"|"31-05-2013"|"-"|"19-09-2013"
"Essar Ports"|"Final"|"5.00"|"18-04-2013"|"-"|"19-09-2013"
"Fluidomat"|"Final"|"25.00"|"29-05-2013"|"-"|"19-09-2013"
"Fineotex Chem"|"Final"|"5.00"|"16-05-2013"|"-"|"19-09-2013"
"Flexituff Ventu"|"Final"|"10.00"|"27-05-2013"|"-"|"19-09-2013"
"Fomento Resorts"|"Final"|"10.00"|"29-05-2013"|"-"|"19-09-2013"
"Guj State Petro"|"Final"|"10.00"|"30-05-2013"|"-"|"19-09-2013"
"Hind Industries"|"Final"|"3.00"|"30-05-2013"|"-"|"19-09-2013"
"Hilton Metal"|"Final"|"4.00"|"28-05-2013"|"-"|"19-09-2013"
"Ceejay Finance"|"Final"|"14.00"|"27-05-2013"|"-"|"19-09-2013"
"Integ Fin Serv"|"Final"|"6.00"|"10-09-2013"|"-"|"19-09-2013"
"Indraprastha"|"Final"|"16.00"|"08-05-2013"|"-"|"19-09-2013"
"JBF Industries"|"Final"|"10.00"|"23-05-2013"|"-"|"19-09-2013"
"JL Morison"|"Final"|"10.00"|"10-05-2013"|"-"|"19-09-2013"
"Jagdamba Polyme"|"Final"|"10.00"|"03-06-2013"|"-"|"19-09-2013"
"VHCL Industries"|"Final"|"10.00"|"29-05-2013"|"-"|"19-09-2013"
"Jindal Worldwid"|"Final"|"5.00"|"30-05-2013"|"-"|"19-09-2013"
"Jay Ushin"|"Final"|"20.00"|"31-05-2013"|"-"|"19-09-2013"
"Keynote Finance"|"Final"|"15.00"|"29-05-2013"|"-"|"19-09-2013"
"Kaycee Ind"|"Final"|"10.00"|"30-05-2013"|"-"|"19-09-2013"
"LEEL"|"Final"|"10.00"|"31-05-2013"|"-"|"19-09-2013"
"Ladderup Fin"|"Final"|"5.00"|"27-05-2013"|"-"|"19-09-2013"
"Lahoti Over"|"Final"|"20.00"|"29-05-2013"|"-"|"19-09-2013"
"Lincoln Pharma"|"Final"|"6.00"|"30-05-2013"|"-"|"19-09-2013"
"Landmark Prop"|"Final"|"5.00"|"28-05-2013"|"-"|"19-09-2013"
"Mukesh Babu Fin"|"Final"|"10.00"|"28-05-2013"|"-"|"19-09-2013"
"Fortis Malar"|"Interim"|"5.00"|"30-08-2013"|"20-09-2013"|"19-09-2013"
"JSW Ispat Speci"|"Final"|"15.00"|"11-09-2013"|"-"|"19-09-2013"
"Trident Tools"|"Final"|"3.00"|"28-05-2013"|"-"|"19-09-2013"
"Nahar Capital"|"Final"|"30.00"|"30-05-2013"|"-"|"19-09-2013"
"Nahar Ent"|"Final"|"10.00"|"31-05-2013"|"-"|"19-09-2013"
"Nectar Life"|"Final"|"10.00"|"15-05-2013"|"-"|"19-09-2013"
"NMDC"|"Final"|"400.00"|"29-05-2013"|"-"|"19-09-2013"
"Nahar Spinning"|"Final"|"20.00"|"30-05-2013"|"-"|"19-09-2013"
"Piccadilly Agro"|"Final"|"10.00"|"29-05-2013"|"-"|"19-09-2013"
"Polyplex Corp"|"Final"|"30.00"|"31-05-2013"|"-"|"19-09-2013"
"Paramount Cosme"|"Final"|"6.00"|"31-05-2013"|"-"|"19-09-2013"
"Pee Cee Cosma"|"Final"|"12.00"|"29-05-2013"|"-"|"19-09-2013"
"Provogue"|"Final"|"10.00"|"30-05-2013"|"-"|"19-09-2013"
"Aarya Global"|"Final"|"5.00"|"13-06-2013"|"-"|"19-09-2013"
"Poly Medicure"|"Final"|"20.00"|"13-05-2013"|"-"|"19-09-2013"
"POONA DAL & OIL"|"Final"|"9.00"|"24-05-2013"|"-"|"19-09-2013"
"Panama Petro"|"Final"|"40.00"|"29-05-2013"|"-"|"19-09-2013"
"Alchemist Real"|"Final"|"5.00"|"31-05-2013"|"-"|"19-09-2013"
"PVR"|"Final"|"10.00"|"28-05-2013"|"-"|"19-09-2013"
"Rico Auto"|"Final"|"15.00"|"31-05-2013"|"-"|"19-09-2013"
"Rupa and Comp"|"Final"|"200.00"|"31-05-2013"|"-"|"19-09-2013"
"Rushil Decor"|"Final"|"5.00"|"07-05-2013"|"-"|"19-09-2013"
"Sri Adhikari"|"Final"|"6.00"|"24-05-2013"|"-"|"19-09-2013"
"Poona Dal"|"Final"|"9.00"|"24-05-2013"|"-"|"19-09-2013"
"Suryalakshmi Co"|"Final"|"20.00"|"16-05-2013"|"-"|"19-09-2013"
"Som Distillerie"|"Final"|"15.00"|"12-08-2013"|"-"|"19-09-2013"
"Shalibhadra Fin"|"Final"|"9.00"|"03-06-2013"|"-"|"19-09-2013"
"Shiva Global"|"Final"|"5.00"|"31-05-2013"|"-"|"19-09-2013"
"Sangam India"|"Final"|"12.00"|"25-04-2013"|"-"|"19-09-2013"
"Sintex Ind"|"Final"|"70.00"|"07-05-2013"|"-"|"19-09-2013"
"SMIFS LIMITED"|"Final"|"14.00"|"27-05-2013"|"-"|"19-09-2013"
"Sundaram Multi"|"Final"|"10.00"|"30-05-2013"|"-"|"19-09-2013"
"HBL Power"|"Final"|"15.00"|"27-05-2013"|"-"|"19-09-2013"
"Samkrg Pistons"|"Final"|"25.00"|"16-05-2013"|"-"|"19-09-2013"
