"0"|"1"|"2"|"3"|"4"|"5"
"Hester Bio"|"Interim"|"30.00"|"20-10-2016"|"04-11-2016"|"03-11-2016"
"Jayant Agro-Org"|"Interim"|"25.00"|"24-10-2016"|"04-11-2016"|"03-11-2016"
"ONGC"|"Interim"|"90.00"|"19-10-2016"|"05-11-2016"|"03-11-2016"
"Symphony"|"Interim"|"50.00"|"17-10-2016"|"04-11-2016"|"03-11-2016"
"Sasken Tech"|"Interim"|"25.00"|"24-10-2016"|"05-11-2016"|"03-11-2016"
"Shriram Trans"|"Interim"|"40.00"|"17-10-2016"|"04-11-2016"|"03-11-2016"
"Expleo Solution"|"Interim"|"40.00"|"21-10-2016"|"04-11-2016"|"03-11-2016"
"TVS Motor"|"Interim"|"125.00"|"18-10-2016"|"05-11-2016"|"03-11-2016"
"Zee Learn"|"Interim"|"5.00"|"21-10-2016"|"04-11-2016"|"03-11-2016"
"Indiabulls Hsg"|"Interim"|"450.00"|"21-10-2016"|"03-11-2016"|"02-11-2016"
"ICICI Prudentia"|"Interim"|"17.50"|"17-10-2016"|"03-11-2016"|"02-11-2016"
"Asian Paints"|"Interim"|"265.00"|"04-10-2016"|"02-11-2016"|"01-11-2016"
"HUL"|"Interim"|"700.00"|"14-10-2016"|"02-11-2016"|"01-11-2016"
"Mastek"|"Interim"|"20.00"|"18-10-2016"|"02-11-2016"|"01-11-2016"
"Supreme Petro"|"Interim"|"10.00"|"13-10-2016"|"02-11-2016"|"01-11-2016"
"GMM Pfaudler"|"Interim"|"35.00"|"24-10-2016"|"01-11-2016"|"28-10-2016"
"Mindtree"|"Interim"|"30.00"|"30-09-2016"|"01-11-2016"|"28-10-2016"
"ASM Tech"|"Interim"|"25.00"|"19-10-2016"|"28-10-2016"|"27-10-2016"
"Baid Leasing"|"Interim"|"5.00"|"13-10-2016"|"29-10-2016"|"27-10-2016"
"HCL Tech"|"Interim"|"300.00"|"10-10-2016"|"29-10-2016"|"27-10-2016"
"Dewan Housing"|"Interim"|"10.00"|"17-10-2016"|"27-10-2016"|"26-10-2016"
"Cyient"|"Interim"|"60.00"|"13-10-2016"|"25-10-2016"|"24-10-2016"
"TCS"|"Interim"|"650.00"|"13-10-2016"|"25-10-2016"|"24-10-2016"
"CRISIL"|"Interim"|"700.00"|"03-10-2016"|"24-10-2016"|"21-10-2016"
"Infosys"|"Interim"|"220.00"|"16-09-2016"|"24-10-2016"|"21-10-2016"
"MphasiS"|"Final"|"200.00"|"28-09-2016"|"-"|"19-10-2016"
"Kama Holdings"|"Interim"|"150.00"|"29-09-2016"|"17-10-2016"|"14-10-2016"
"Setubandhan Inf"|"Interim"|"5.00"|"29-09-2016"|"12-10-2016"|"07-10-2016"
"Asian Granito"|"Interim"|"5.00"|"22-09-2016"|"07-10-2016"|"06-10-2016"
"NALCO"|"Final"|"15.00"|"30-05-2016"|"-"|"27-09-2016"
"West Leisure"|"Final"|"1.00"|"26-05-2016"|"-"|"27-09-2016"
"Accelya Kale"|"Final"|"300.00"|"03-08-2016"|"-"|"26-09-2016"
"Lincoln Pharma"|"Final"|"10.00"|"30-05-2016"|"-"|"23-09-2016"
"Excel Castronic"|"Final"|"7.50"|"27-06-2016"|"-"|"22-09-2016"
"Alphageo"|"Final"|"20.00"|"20-05-2016"|"-"|"22-09-2016"
"Ceinsys Tech"|"Final"|"10.00"|"30-05-2016"|"-"|"22-09-2016"
"Anil"|"Final"|"10.00"|"20-05-2016"|"-"|"22-09-2016"
"Anant Raj"|"Final"|"12.00"|"31-05-2016"|"-"|"22-09-2016"
"Akar Auto Indus"|"Final"|"10.00"|"02-06-2016"|"-"|"22-09-2016"
"CG-Vak Software"|"Final"|"5.00"|"03-06-2016"|"-"|"22-09-2016"
"CIL Securities"|"Final"|"5.00"|"16-05-2016"|"-"|"22-09-2016"
"Cybertech"|"Final"|"10.00"|"20-05-2016"|"-"|"22-09-2016"
"Dredging Corp"|"Final"|"30.00"|"31-05-2016"|"-"|"22-09-2016"
"Veritas"|"Final"|"5.00"|"25-05-2016"|"-"|"22-09-2016"
"Divyashakti"|"Final"|"15.00"|"11-05-2016"|"-"|"22-09-2016"
"DS Kulkarni"|"Final"|"12.50"|"25-05-2016"|"-"|"22-09-2016"
"Swasti Vinayaka"|"Final"|"20.00"|"31-05-2016"|"-"|"22-09-2016"
"Good Luck"|"Final"|"37.50"|"24-05-2016"|"-"|"22-09-2016"
"Vodafone Idea"|"Final"|"6.00"|"28-04-2016"|"-"|"22-09-2016"
"Sunteck Realty"|"Final"|"100.00"|"31-05-2016"|"-"|"22-09-2016"
"Inani Marbles"|"Final"|"5.00"|"31-05-2016"|"-"|"22-09-2016"
"India Tourism D"|"Final"|"15.00"|"31-05-2016"|"-"|"22-09-2016"
"Veer Energy"|"Final"|"6.00"|"31-05-2016"|"-"|"22-09-2016"
"Jindal Worldwid"|"Final"|"5.00"|"30-05-2016"|"-"|"22-09-2016"
"Kwality"|"Final"|"10.00"|"25-05-2016"|"-"|"22-09-2016"
"Katwa Udyog"|"Final"|"10.00"|"27-05-2016"|"-"|"22-09-2016"
"SW Investments"|"Final"|"5.00"|"31-05-2016"|"-"|"22-09-2016"
"Lokesh Machines"|"Final"|"5.00"|"30-05-2016"|"-"|"22-09-2016"
"Colorchips New"|"Interim"|"2.00"|"01-09-2016"|"23-09-2016"|"22-09-2016"
"MK Exim"|"Final"|"5.00"|"02-09-2016"|"-"|"22-09-2016"
"Nectar Life"|"Final"|"10.00"|"31-05-2016"|"-"|"22-09-2016"
"Starteck Financ"|"Final"|"5.00"|"07-06-2016"|"-"|"22-09-2016"
"Omaxe"|"Final"|"7.00"|"24-05-2016"|"-"|"22-09-2016"
"Polyplex Corp"|"Final"|"30.00"|"31-05-2016"|"-"|"22-09-2016"
"PNC Infratech"|"Final"|"25.00"|"30-05-2016"|"-"|"22-09-2016"
"aurionPro Sol"|"Final"|"30.00"|"31-05-2016"|"-"|"22-09-2016"
"Rajesh Exports"|"Final"|"10.00"|"31-05-2016"|"-"|"22-09-2016"
"Rubfila Intl"|"Final"|"10.00"|"16-05-2016"|"-"|"22-09-2016"
"Ruchira Papers"|"Final"|"15.00"|"18-05-2016"|"-"|"22-09-2016"
"Raj Packaging"|"Final"|"5.00"|"31-05-2016"|"-"|"22-09-2016"
"Sri Adhikari"|"Final"|"6.00"|"31-05-2016"|"-"|"22-09-2016"
"Somi Conveyor"|"Final"|"10.00"|"30-05-2016"|"-"|"22-09-2016"
"Super Crop Safe"|"Final"|"6.00"|"31-05-2016"|"-"|"22-09-2016"
"Shilpi Cable"|"Final"|"10.00"|"12-08-2016"|"-"|"22-09-2016"
"Paisalo Digital"|"Final"|"10.00"|"09-05-2016"|"-"|"22-09-2016"
"Shalibhadra Fin"|"Final"|"10.00"|"06-06-2016"|"-"|"22-09-2016"
"Syncom Formula"|"Final"|"2.00"|"31-05-2016"|"-"|"22-09-2016"
"Signet Ind"|"Final"|"5.00"|"31-05-2016"|"-"|"22-09-2016"
"Sangam India"|"Final"|"20.00"|"10-05-2016"|"-"|"22-09-2016"
"MSR India"|"Final"|"2.00"|"27-05-2016"|"-"|"22-09-2016"
"IndiaNivesh"|"Final"|"2.00"|"31-05-2016"|"-"|"22-09-2016"
"Sarla Performan"|"Final"|"25.00"|"02-06-2016"|"-"|"22-09-2016"
"GP Petroleums"|"Final"|"2.00"|"24-05-2016"|"-"|"22-09-2016"
"SMS Pharma"|"Final"|"20.00"|"16-05-2016"|"-"|"22-09-2016"
"Prime Property"|"Final"|"20.00"|"30-05-2016"|"-"|"22-09-2016"
"Tyche Ind"|"Final"|"5.00"|"31-05-2016"|"-"|"22-09-2016"
"Steel Str Wheel"|"Final"|"15.00"|"28-04-2016"|"-"|"22-09-2016"
"Titan Biotech"|"Final"|"7.50"|"31-05-2016"|"-"|"22-09-2016"
"Marksans Pharma"|"Final"|"12.00"|"31-05-2016"|"-"|"22-09-2016"
"Tirupati Sarjan"|"Final"|"11.00"|"23-06-2016"|"-"|"22-09-2016"
"Tera Software"|"Final"|"12.00"|"30-05-2016"|"-"|"22-09-2016"
"Viji Finance"|"Final"|"3.00"|"26-05-2016"|"-"|"22-09-2016"
"Vakrangee"|"Final"|"125.00"|"11-05-2016"|"-"|"22-09-2016"
"Vikas Ecotech"|"Final"|"5.00"|"24-05-2016"|"-"|"22-09-2016"
"Vamshi Rubber"|"Final"|"10.00"|"02-08-2016"|"-"|"22-09-2016"
"Swasti Vinayaka"|"Final"|"8.00"|"31-05-2016"|"-"|"22-09-2016"
"Veto Switch"|"Final"|"15.00"|"24-05-2016"|"-"|"22-09-2016"
"Wealth First Po"|"Final"|"5.00"|"28-05-2016"|"-"|"22-09-2016"
"Garnet Intl"|"Final"|"7.00"|"31-08-2016"|"-"|"22-09-2016"
"Arrow Greentech"|"Final"|"15.00"|"16-05-2016"|"-"|"21-09-2016"
"Alpine Hsg"|"Final"|"6.00"|"31-05-2016"|"-"|"21-09-2016"
"Acknit Industri"|"Final"|"15.00"|"01-09-2016"|"-"|"21-09-2016"
"B and A"|"Final"|"30.00"|"30-05-2016"|"-"|"21-09-2016"
"Bhandari Hosier"|"Final"|"1.00"|"22-07-2016"|"-"|"21-09-2016"
"Bhartiya Inter"|"Final"|"12.00"|"25-05-2016"|"-"|"21-09-2016"
"Lancor Holdings"|"Final"|"50.00"|"30-05-2016"|"-"|"21-09-2016"
"Energy Dev"|"Final"|"5.00"|"31-05-2016"|"-"|"21-09-2016"
"Freshtrop Fruit"|"Final"|"10.00"|"27-05-2016"|"-"|"21-09-2016"
"Gujarat Apollo"|"Final"|"25.00"|"31-05-2016"|"-"|"21-09-2016"
"Gujarat Gas"|"Final"|"25.00"|"18-05-2016"|"-"|"21-09-2016"
"Genesys Int"|"Final"|"2.50"|"31-05-2016"|"-"|"21-09-2016"
"Zodiac Ventures"|"Final"|"1.00"|"31-05-2016"|"-"|"21-09-2016"
"Guj Mineral"|"Final"|"150.00"|"26-05-2016"|"-"|"21-09-2016"
"Gayatri Project"|"Final"|"20.00"|"31-05-2016"|"-"|"21-09-2016"
"Haldyn Glass"|"Final"|"50.00"|"27-05-2016"|"-"|"21-09-2016"
"Hi-Tech Pipes"|"Final"|"5.00"|"30-05-2016"|"-"|"21-09-2016"
"Integ Fin Serv"|"Final"|"8.00"|"25-05-2016"|"-"|"21-09-2016"
"Inter Globe Fin"|"Final"|"2.50"|"31-05-2016"|"-"|"21-09-2016"
"Indo Rama Synth"|"Final"|"10.00"|"18-05-2016"|"-"|"21-09-2016"
"Intec Capital"|"Final"|"2.50"|"07-06-2016"|"-"|"21-09-2016"
"Jagdamba Polyme"|"Final"|"10.00"|"31-05-2016"|"-"|"21-09-2016"
"JagsonpalPharma"|"Final"|"2.00"|"31-05-2016"|"-"|"21-09-2016"
"Mukesh Babu Fin"|"Final"|"10.00"|"26-05-2016"|"-"|"21-09-2016"
"Monte Carlo"|"Final"|"100.00"|"31-05-2016"|"-"|"21-09-2016"
"Mirza Intl"|"Final"|"25.00"|"31-05-2016"|"-"|"21-09-2016"
"Noida Toll"|"Final"|"15.00"|"03-05-2016"|"-"|"21-09-2016"
"Alicon Castallo"|"Final"|"75.00"|"03-05-2016"|"-"|"21-09-2016"
"Prabhat Dairy"|"Final"|"4.00"|"19-05-2016"|"-"|"21-09-2016"
"Rapicut Carbide"|"Final"|"12.00"|"30-05-2016"|"-"|"21-09-2016"
"Kridhan Infra"|"Final"|"8.00"|"30-05-2016"|"-"|"21-09-2016"
"Raj Television"|"Final"|"5.00"|"30-05-2016"|"-"|"21-09-2016"
"Anjani Cement"|"Interim"|"10.00"|"14-09-2016"|"22-09-2016"|"21-09-2016"
"Best Agrolife"|"Final"|"1.00"|"13-05-2016"|"-"|"21-09-2016"
"Suditi Ind"|"Final"|"7.00"|"02-06-2016"|"-"|"21-09-2016"
"Suditind"|"Final"|"7.00"|"02-06-2016"|"-"|"21-09-2016"
"HBL Power"|"Final"|"25.00"|"31-05-2016"|"-"|"21-09-2016"
"TPL Plastech"|"Final"|"25.00"|"26-05-2016"|"-"|"21-09-2016"
"Time Techno"|"Final"|"55.00"|"30-05-2016"|"-"|"21-09-2016"
"Virat Crane"|"Final"|"5.00"|"27-05-2016"|"-"|"21-09-2016"
"Zenith Fibres"|"Final"|"30.00"|"30-05-2016"|"-"|"21-09-2016"
"Shiva Texyarn"|"Final"|"11.00"|"25-05-2016"|"-"|"20-09-2016"
"AMD Industries"|"Final"|"5.00"|"27-05-2016"|"-"|"20-09-2016"
"Amarjothi Spin"|"Final"|"20.00"|"27-05-2016"|"-"|"20-09-2016"
"Bannari A Spg"|"Final"|"16.00"|"25-05-2016"|"-"|"20-09-2016"
"Bharat Bhushan"|"Final"|"5.00"|"12-05-2016"|"-"|"20-09-2016"
"Bharat Rasayan"|"Final"|"12.00"|"02-06-2016"|"-"|"20-09-2016"
"Carnation Ind"|"Final"|"7.00"|"30-05-2016"|"-"|"20-09-2016"
"Caprihans"|"Final"|"15.00"|"25-05-2016"|"-"|"20-09-2016"
"Setco Auto"|"Final"|"40.00"|"31-05-2016"|"-"|"20-09-2016"
"Luharuka Media"|"Final"|"1.00"|"31-05-2016"|"-"|"20-09-2016"
"Balasore Alloys"|"Final"|"12.00"|"31-05-2016"|"-"|"20-09-2016"
"Ishan Dyes"|"Final"|"5.00"|"23-05-2016"|"-"|"20-09-2016"
"IMP Powers"|"Final"|"5.00"|"27-05-2016"|"-"|"20-09-2016"
"JBF Industries"|"Final"|"10.00"|"31-05-2016"|"-"|"20-09-2016"
"KG Denim"|"Final"|"7.50"|"27-05-2016"|"-"|"20-09-2016"
"Kallam Spinning"|"Final"|"10.00"|"30-05-2016"|"-"|"20-09-2016"
"MT Educare"|"Final"|"14.00"|"18-05-2016"|"-"|"20-09-2016"
"Colorchips New"|"Final"|"2.00"|"01-09-2016"|"-"|"20-09-2016"
"Colorchips New"|"Final"|"0.07"|"12-09-2016"|"-"|"20-09-2016"
"Orient Beverage"|"Final"|"8.00"|"01-06-2016"|"-"|"20-09-2016"
"Panama Petro"|"Final"|"25.00"|"23-05-2016"|"-"|"20-09-2016"
"Patel Integrate"|"Final"|"5.00"|"30-05-2016"|"-"|"20-09-2016"
"PVR"|"Final"|"20.00"|"27-05-2016"|"-"|"20-09-2016"
"Roto Pumps"|"Final"|"10.00"|"31-05-2016"|"-"|"20-09-2016"
"Shivam Auto"|"Final"|"20.00"|"30-05-2016"|"-"|"20-09-2016"
"Supreme India"|"Final"|"5.00"|"30-05-2016"|"-"|"20-09-2016"
"Sacheta Metals"|"Final"|"1.50"|"30-05-2016"|"-"|"20-09-2016"
"Sree Rayalaseem"|"Final"|"15.00"|"31-05-2016"|"-"|"20-09-2016"
"Suryalata Spg"|"Final"|"20.00"|"23-05-2016"|"-"|"20-09-2016"
"Tamil Newsprint"|"Final"|"75.00"|"31-05-2016"|"-"|"20-09-2016"
"Tide Water Oil"|"Final"|"1750.00"|"31-05-2016"|"-"|"20-09-2016"
"UCAL Fuel"|"Final"|"35.00"|"31-05-2016"|"-"|"20-09-2016"
"V-Mart Retail"|"Final"|"1.00"|"30-05-2016"|"-"|"20-09-2016"
"Zicom"|"Final"|"5.00"|"27-05-2016"|"-"|"20-09-2016"
"Arcotech"|"Final"|"15.00"|"30-05-2016"|"-"|"19-09-2016"
"Asian Star"|"Final"|"15.00"|"20-05-2016"|"-"|"19-09-2016"
"Basant Agro Tec"|"Final"|"5.00"|"31-05-2016"|"-"|"19-09-2016"
"Blue Blends"|"Final"|"5.00"|"31-05-2016"|"-"|"19-09-2016"
"Balkrishna Ind"|"Interim"|"75.00"|"01-09-2016"|"20-09-2016"|"19-09-2016"
"CARE Ratings"|"Final"|"100.00"|"27-05-2016"|"-"|"19-09-2016"
"Gufic Bio"|"Final"|"5.00"|"02-06-2016"|"-"|"19-09-2016"
"Fermenta Bio"|"Final"|"25.00"|"30-05-2016"|"-"|"19-09-2016"
"Frontier Cap"|"Final"|"10.00"|"31-05-2016"|"-"|"19-09-2016"
"Hinduja Global"|"Final"|"12.50"|"26-05-2016"|"-"|"19-09-2016"
"Hind Tin Works"|"Final"|"10.00"|"31-05-2016"|"-"|"19-09-2016"
"Jindal PolyFilm"|"Final"|"10.00"|"31-05-2016"|"-"|"19-09-2016"
"KFA Corporation"|"Final"|"10.00"|"27-05-2016"|"-"|"19-09-2016"
"Kamdhenu"|"Final"|"7.00"|"30-05-2016"|"-"|"19-09-2016"
"Kiran Vyapar"|"Final"|"25.00"|"31-05-2016"|"-"|"19-09-2016"
"Max Financial"|"Final"|"90.00"|"31-05-2016"|"-"|"19-09-2016"
"NFL"|"Final"|"12.10"|"23-05-2016"|"-"|"19-09-2016"
"Prithvi Exc"|"Final"|"5.00"|"11-07-2016"|"-"|"19-09-2016"
"Poly Medicure"|"Final"|"10.00"|"16-05-2016"|"-"|"19-09-2016"
"Pix Transmis"|"Final"|"5.00"|"30-05-2016"|"-"|"19-09-2016"
"Rasoi"|"Final"|"10.00"|"16-05-2016"|"-"|"19-09-2016"
"Rama Phosphates"|"Final"|"8.00"|"20-05-2016"|"-"|"19-09-2016"
"RSWM"|"Final"|"125.00"|"12-05-2016"|"-"|"19-09-2016"
"RSWM"|"Final"|"0.00"|"16-09-2016"|"20-09-2016"|"19-09-2016"
"Som Distillerie"|"Final"|"15.00"|"19-05-2016"|"-"|"19-09-2016"
"Suprajit Eng"|"Final"|"55.00"|"31-05-2016"|"-"|"19-09-2016"
"SKS"|"Final"|"15.00"|"30-05-2016"|"-"|"19-09-2016"
"Vivid Global"|"Final"|"7.60"|"31-05-2016"|"-"|"19-09-2016"
"Rodium Realty"|"Final"|"8.00"|"20-05-2016"|"-"|"19-09-2016"
"Ansal Housing"|"Final"|"6.00"|"03-06-2016"|"-"|"16-09-2016"
"CCL Products"|"Final"|"50.00"|"02-08-2016"|"-"|"16-09-2016"
"Comfort Comm"|"Final"|"2.00"|"31-05-2016"|"-"|"16-09-2016"
"Coral Labs"|"Final"|"30.00"|"30-05-2016"|"-"|"16-09-2016"
"Capital Trust"|"Final"|"15.00"|"26-04-2016"|"-"|"16-09-2016"
"Fluidomat"|"Final"|"25.00"|"31-05-2016"|"-"|"16-09-2016"
"Greaves Cotton"|"Final"|"50.00"|"06-05-2016"|"-"|"16-09-2016"
"Godfrey Phillip"|"Final"|"400.00"|"30-05-2016"|"-"|"16-09-2016"
"HEC Infra Proje"|"Final"|"10.00"|"30-05-2016"|"-"|"16-09-2016"
"Pearl Global In"|"Final"|"5.00"|"26-05-2016"|"-"|"16-09-2016"
"Intl Conveyor"|"Final"|"5.00"|"31-05-2016"|"-"|"16-09-2016"
"IGL"|"Final"|"60.00"|"16-05-2016"|"-"|"16-09-2016"
"India Gelatine"|"Final"|"9.00"|"23-05-2016"|"-"|"16-09-2016"
"Jay Ushin"|"Final"|"25.00"|"30-05-2016"|"-"|"16-09-2016"
"Lux Industries"|"Final"|"10.00"|"26-05-2016"|"-"|"16-09-2016"
"Orient Abrasive"|"Final"|"25.00"|"26-05-2016"|"-"|"16-09-2016"
"Orissa Minerals"|"Final"|"266.00"|"26-05-2016"|"-"|"16-09-2016"
"Premier Polyfil"|"Final"|"10.00"|"27-05-2016"|"-"|"16-09-2016"
"Puravankara"|"Final"|"15.64"|"27-05-2016"|"-"|"16-09-2016"
"Rishabh Digha"|"Final"|"10.00"|"20-05-2016"|"-"|"16-09-2016"
"Mohota Ind"|"Final"|"1.00"|"31-05-2016"|"-"|"16-09-2016"
"Panachen Inn"|"Final"|"10.00"|"01-09-2016"|"-"|"16-09-2016"
"Shemaroo Ent"|"Final"|"14.00"|"09-05-2016"|"-"|"16-09-2016"
