"0"|"1"|"2"|"3"|"4"|"5"
"Hexaware Tech"|"Interim"|"50.00"|"01-11-2017"|"13-11-2017"|"10-11-2017"
"ASM Tech"|"Interim"|"25.00"|"06-11-2017"|"13-11-2017"|"10-11-2017"
"Mahashree Trad"|"Interim"|"4.50"|"30-10-2017"|"24-11-2017"|"10-11-2017"
"Power Finance"|"Interim"|"60.00"|"24-10-2017"|"13-11-2017"|"10-11-2017"
"PPAP Automotive"|"Interim"|"20.00"|"01-11-2017"|"13-11-2017"|"10-11-2017"
"Shriram Trans"|"Interim"|"50.00"|"17-10-2017"|"13-11-2017"|"10-11-2017"
"Wall Street Fin"|"Interim"|"42.50"|"01-11-2017"|"13-11-2017"|"10-11-2017"
"PI Industries"|"Interim"|"150.00"|"25-10-2017"|"10-11-2017"|"09-11-2017"
"Transport Corp"|"Interim"|"30.00"|"23-10-2017"|"10-11-2017"|"09-11-2017"
"Expleo Solution"|"Interim"|"40.00"|"26-10-2017"|"10-11-2017"|"09-11-2017"
"Godrej Consumer"|"Interim"|"100.00"|"03-10-2017"|"09-11-2017"|"08-11-2017"
"Info Edge"|"Interim"|"25.00"|"24-10-2017"|"09-11-2017"|"08-11-2017"
"Navin Fluorine"|"Interim"|"170.00"|"27-10-2017"|"09-11-2017"|"08-11-2017"
"TCI Express"|"Interim"|"50.00"|"23-10-2017"|"09-11-2017"|"08-11-2017"
"TVS Motor"|"Interim"|"200.00"|"13-10-2017"|"09-11-2017"|"08-11-2017"
"Dabur India"|"Interim"|"125.00"|"04-10-2017"|"08-11-2017"|"07-11-2017"
"IRB InvIT"|"Interim"|"0.00"|"31-10-2017"|"08-11-2017"|"07-11-2017"
"Mastek"|"Interim"|"40.00"|"26-10-2017"|"08-11-2017"|"07-11-2017"
"Phillips Carbon"|"Interim"|"60.00"|"24-10-2017"|"08-11-2017"|"07-11-2017"
"P and G"|"Final"|"270.00"|"30-08-2017"|"-"|"07-11-2017"
"Sagar Cement"|"Interim"|"25.00"|"26-10-2017"|"08-11-2017"|"07-11-2017"
"Symphony"|"Interim"|"50.00"|"24-10-2017"|"08-11-2017"|"07-11-2017"
"IndiGrid InvIT"|"Interest"|"0.00"|"27-10-2017"|"07-11-2017"|"06-11-2017"
"IndiGrid InvIT"|"Interim"|"0.00"|"27-10-2017"|"07-11-2017"|"06-11-2017"
"IndiGrid InvIT"|"ROC"|"0.00"|"28-10-2017"|"07-11-2017"|"06-11-2017"
"Gillette India"|"Final"|"100.00"|"30-08-2017"|"-"|"06-11-2017"
"Jayant Agro-Org"|"Interim"|"13.00"|"13-10-2017"|"07-11-2017"|"06-11-2017"
"Marico"|"Interim"|"175.00"|"24-10-2017"|"07-11-2017"|"06-11-2017"
"Sharda Crop"|"Interim"|"20.00"|"26-10-2017"|"07-11-2017"|"06-11-2017"
"Suprajit Eng"|"Final"|"60.00"|"01-06-2017"|"-"|"06-11-2017"
"Supreme Ind"|"Interim"|"150.00"|"18-10-2017"|"07-11-2017"|"06-11-2017"
"Exide Ind"|"Interim"|"160.00"|"25-10-2017"|"06-11-2017"|"03-11-2017"
"GeeCee Ventures"|"Interim"|"15.00"|"13-10-2017"|"06-11-2017"|"03-11-2017"
"ONGC"|"Interim"|"60.00"|"18-10-2017"|"06-11-2017"|"03-11-2017"
"Global Educatio"|"Interim"|"25.00"|"23-10-2017"|"03-11-2017"|"02-11-2017"
"ICICI Prudentia"|"Interim"|"23.00"|"09-10-2017"|"03-11-2017"|"02-11-2017"
"ICICI Prudentia"|"Special"|"11.00"|"24-10-2017"|"03-11-2017"|"02-11-2017"
"Mindtree"|"Interim"|"20.00"|"04-10-2017"|"03-11-2017"|"02-11-2017"
"Mindtree"|"Special"|"20.00"|"25-10-2017"|"03-11-2017"|"02-11-2017"
"Supreme Petro"|"Interim"|"10.00"|"16-10-2017"|"03-11-2017"|"02-11-2017"
"HCL Tech"|"Interim"|"100.00"|"16-10-2017"|"02-11-2017"|"01-11-2017"
"HUL"|"Interim"|"800.00"|"11-10-2017"|"02-11-2017"|"01-11-2017"
"Hind Zinc"|"Interim"|"100.00"|"23-10-2017"|"02-11-2017"|"01-11-2017"
"Indiabulls Hsg"|"Interim"|"450.00"|"23-10-2017"|"02-11-2017"|"01-11-2017"
"Asian Paints"|"Interim"|"265.00"|"29-09-2017"|"01-11-2017"|"31-10-2017"
"CRISIL"|"Interim"|"600.00"|"06-10-2017"|"01-11-2017"|"31-10-2017"
"Infosys"|"Interim"|"260.00"|"10-10-2017"|"01-11-2017"|"31-10-2017"
"Dewan Housing"|"Interim"|"30.00"|"16-10-2017"|"28-10-2017"|"26-10-2017"
"ICICI Lombard"|"Interim"|"7.50"|"10-10-2017"|"27-10-2017"|"26-10-2017"
"Kewal Kiran"|"Interim"|"100.00"|"16-10-2017"|"27-10-2017"|"26-10-2017"
"Meera Industrie"|"Interim"|"10.00"|"10-10-2017"|"27-10-2017"|"26-10-2017"
"Steel City Secu"|"Interim"|"10.00"|"12-10-2017"|"27-10-2017"|"26-10-2017"
"Colgate"|"Interim"|"400.00"|"03-10-2017"|"26-10-2017"|"25-10-2017"
"Cyient"|"Interim"|"100.00"|"12-10-2017"|"26-10-2017"|"25-10-2017"
"Sasken Tech"|"Interim"|"25.00"|"05-10-2017"|"26-10-2017"|"25-10-2017"
"TCS"|"Interim"|"700.00"|"12-10-2017"|"26-10-2017"|"25-10-2017"
"Zodiac Ventures"|"Final"|"1.00"|"31-05-2017"|"-"|"18-10-2017"
"Madhya Pradesh"|"Interim"|"5.00"|"03-10-2017"|"18-10-2017"|"17-10-2017"
"Vidhi Spec"|"Interim"|"20.00"|"26-09-2017"|"19-10-2017"|"17-10-2017"
"Accelya Kale"|"Final"|"400.00"|"09-08-2017"|"-"|"28-09-2017"
"Hinduja Global"|"Final"|"25.00"|"23-05-2017"|"-"|"25-09-2017"
"Oasis Tradelink"|"Final"|"2.50"|"01-06-2017"|"-"|"25-09-2017"
"8K Miles Soft"|"Final"|"20.00"|"12-05-2017"|"-"|"25-09-2017"
"Sanwaria Consum"|"Final"|"5.00"|"18-08-2017"|"-"|"25-09-2017"
"Veeram Sec"|"Final"|"2.50"|"01-06-2017"|"-"|"25-09-2017"
"Veto Switch"|"Final"|"10.00"|"31-05-2017"|"-"|"25-09-2017"
"Agarwal Ind"|"Final"|"15.00"|"31-05-2017"|"-"|"22-09-2017"
"West Leisure"|"Final"|"1.00"|"29-08-2017"|"-"|"22-09-2017"
"Arcotech"|"Final"|"15.00"|"01-06-2017"|"-"|"21-09-2017"
"Atul Auto"|"Final"|"30.00"|"15-05-2017"|"-"|"21-09-2017"
"Ashoka Buildcon"|"Final"|"16.00"|"01-06-2017"|"-"|"21-09-2017"
"AshirwadCapital"|"Final"|"4.00"|"01-06-2017"|"-"|"21-09-2017"
"Abirami Finance"|"Final"|"3.00"|"02-08-2017"|"-"|"21-09-2017"
"Akash Infraproj"|"Final"|"10.00"|"30-05-2017"|"22-09-2017"|"21-09-2017"
"A Infra."|"Final"|"5.00"|"31-05-2017"|"-"|"21-09-2017"
"Anant Raj"|"Final"|"12.00"|"31-05-2017"|"-"|"21-09-2017"
"APL Apollo"|"Final"|"120.00"|"22-05-2017"|"-"|"21-09-2017"
"Sri KPR Ind"|"Final"|"10.00"|"07-09-2017"|"-"|"21-09-2017"
"CHD Chemicals"|"Final"|"1.00"|"04-09-2017"|"-"|"21-09-2017"
"CIL Securities"|"Final"|"5.00"|"05-09-2017"|"22-09-2017"|"21-09-2017"
"Catvision"|"Final"|"10.00"|"01-06-2017"|"-"|"21-09-2017"
"Compucom Soft"|"Final"|"5.00"|"01-06-2017"|"-"|"21-09-2017"
"COSYN"|"Final"|"10.00"|"31-05-2017"|"-"|"21-09-2017"
"Fermenta Bio"|"Final"|"25.00"|"31-05-2017"|"-"|"21-09-2017"
"ECE Industries"|"Final"|"25.00"|"30-05-2017"|"-"|"21-09-2017"
"Energy Dev"|"Final"|"5.00"|"31-05-2017"|"-"|"21-09-2017"
"Swasti Vinayaka"|"Final"|"20.00"|"01-06-2017"|"-"|"21-09-2017"
"Gujarat Apollo"|"Final"|"25.00"|"01-06-2017"|"-"|"21-09-2017"
"Goldcrest Fin"|"Final"|"5.00"|"16-08-2017"|"-"|"21-09-2017"
"Good Luck"|"Final"|"37.50"|"02-06-2017"|"-"|"21-09-2017"
"Goldcrest Corp"|"Final"|"5.00"|"16-08-2017"|"-"|"21-09-2017"
"HEC Infra Proje"|"Final"|"10.00"|"27-05-2017"|"-"|"21-09-2017"
"The Hi-Tech Gea"|"Final"|"12.50"|"04-08-2017"|"-"|"21-09-2017"
"India Tourism D"|"Final"|"13.30"|"01-06-2017"|"-"|"21-09-2017"
"Innovative Tech"|"Final"|"25.00"|"31-05-2017"|"-"|"21-09-2017"
"JagsonpalPharma"|"Final"|"2.00"|"29-05-2017"|"-"|"21-09-2017"
"KNR Construct"|"Final"|"25.00"|"01-06-2017"|"-"|"21-09-2017"
"Kwality"|"Final"|"10.00"|"01-06-2017"|"-"|"21-09-2017"
"Sagar Product"|"Final"|"2.00"|"11-08-2017"|"-"|"21-09-2017"
"Kaycee Ind"|"Final"|"5.00"|"31-05-2017"|"-"|"21-09-2017"
"Kamdhenu"|"Final"|"8.00"|"01-06-2017"|"-"|"21-09-2017"
"KMS Medisurgi"|"Final"|"0.50"|"08-09-2017"|"-"|"21-09-2017"
"Kallam Spinning"|"Final"|"10.00"|"31-08-2017"|"-"|"21-09-2017"
"Lahoti Over"|"Final"|"20.00"|"14-08-2017"|"-"|"21-09-2017"
"Lincoln Pharma"|"Final"|"12.00"|"01-06-2017"|"-"|"21-09-2017"
"Gujarat Natural"|"Final"|"1.00"|"26-05-2017"|"-"|"21-09-2017"
"Monte Carlo"|"Final"|"100.00"|"01-06-2017"|"-"|"21-09-2017"
"Nandan Denim"|"Final"|"16.00"|"11-09-2017"|"-"|"21-09-2017"
"Nila Infra"|"Final"|"11.00"|"26-05-2017"|"-"|"21-09-2017"
"Oceanic Foods"|"Final"|"2.50"|"25-05-2017"|"-"|"21-09-2017"
"ONGC"|"Final"|"16.00"|"01-06-2017"|"-"|"21-09-2017"
"Paramount Cosme"|"Final"|"5.00"|"31-05-2017"|"-"|"21-09-2017"
"Pee Cee Cosma"|"Final"|"25.00"|"12-09-2017"|"-"|"21-09-2017"
"Prime Fresh"|"Final"|"2.00"|"24-08-2017"|"-"|"21-09-2017"
"PNC Infratech"|"Final"|"25.00"|"25-05-2017"|"-"|"21-09-2017"
"Power Mech"|"Final"|"10.00"|"01-06-2017"|"-"|"21-09-2017"
"aurionPro Sol"|"Final"|"10.00"|"31-05-2017"|"-"|"21-09-2017"
"Relstruct Build"|"Final"|"0.50"|"07-09-2017"|"-"|"21-09-2017"
"Rel Capital"|"Final"|"105.00"|"02-05-2017"|"-"|"21-09-2017"
"Rajesh Exports"|"Final"|"110.00"|"26-05-2017"|"-"|"21-09-2017"
"Radico Khaitan"|"Final"|"40.00"|"26-05-2017"|"-"|"21-09-2017"
"Roto Pumps"|"Final"|"20.00"|"15-05-2017"|"-"|"21-09-2017"
"Raj Packaging"|"Final"|"5.00"|"26-05-2017"|"-"|"21-09-2017"
"Syncom Formula"|"Final"|"2.00"|"31-05-2017"|"-"|"21-09-2017"
"Responsive Ind"|"Final"|"10.00"|"01-06-2017"|"-"|"21-09-2017"
"Suditi Ind"|"Final"|"5.00"|"31-05-2017"|"-"|"21-09-2017"
"Sangam India"|"Final"|"20.00"|"01-06-2017"|"-"|"21-09-2017"
"Suditind"|"Final"|"5.00"|"31-05-2017"|"-"|"21-09-2017"
"Supreme India"|"Final"|"5.00"|"31-08-2017"|"-"|"21-09-2017"
"Satia Ind"|"Final"|"20.00"|"01-06-2017"|"-"|"21-09-2017"
"SKS"|"Final"|"15.00"|"01-06-2017"|"-"|"21-09-2017"
"Sacheta Metals"|"Final"|"2.50"|"18-07-2017"|"-"|"21-09-2017"
"Arihant Super"|"Final"|"10.00"|"01-06-2017"|"-"|"21-09-2017"
"Sarla Performan"|"Final"|"110.00"|"06-06-2017"|"-"|"21-09-2017"
"Ajmera Realty"|"Final"|"30.00"|"22-05-2017"|"-"|"21-09-2017"
"Prime Property"|"Final"|"20.00"|"19-05-2017"|"-"|"21-09-2017"
"Shardul Sec"|"Final"|"6.00"|"07-09-2017"|"-"|"21-09-2017"
"Tyche Ind"|"Final"|"5.00"|"31-05-2017"|"-"|"21-09-2017"
"Nova Publicat"|"Final"|"2.00"|"31-05-2017"|"-"|"21-09-2017"
"Sarup Ind"|"Final"|"10.00"|"31-05-2017"|"-"|"21-09-2017"
"Titan Biotech"|"Final"|"7.50"|"01-06-2017"|"-"|"21-09-2017"
"Talwalkars Fitn"|"Final"|"15.00"|"01-06-2017"|"-"|"21-09-2017"
"TPL Plastech"|"Final"|"30.00"|"26-05-2017"|"-"|"21-09-2017"
"Tirupati Sarjan"|"Final"|"6.00"|"16-06-2017"|"-"|"21-09-2017"
"Time Techno"|"Final"|"65.00"|"02-06-2017"|"-"|"21-09-2017"
"Virat Crane"|"Final"|"5.00"|"04-09-2017"|"-"|"21-09-2017"
"Vipul Organics"|"Final"|"8.00"|"01-06-2017"|"-"|"21-09-2017"
"Vivimed Labs"|"Final"|"20.00"|"01-06-2017"|"-"|"21-09-2017"
"VIDLI Rest."|"Final"|"5.00"|"29-05-2017"|"23-09-2017"|"21-09-2017"
"Swasti Vinayaka"|"Final"|"9.00"|"31-05-2017"|"-"|"21-09-2017"
"Zenith Fibres"|"Final"|"20.00"|"14-08-2017"|"-"|"21-09-2017"
"Action Const"|"Final"|"15.00"|"23-05-2017"|"-"|"20-09-2017"
"Alphageo"|"Final"|"40.00"|"03-07-2017"|"-"|"20-09-2017"
"Arman Financial"|"Final"|"10.00"|"26-05-2017"|"-"|"20-09-2017"
"Asian Star"|"Final"|"15.00"|"25-05-2017"|"-"|"20-09-2017"
"BASF"|"Final"|"10.00"|"05-05-2017"|"-"|"20-09-2017"
"Banaras Beads"|"Final"|"10.00"|"26-05-2017"|"-"|"20-09-2017"
"CHD Developers"|"Final"|"5.00"|"01-06-2017"|"-"|"20-09-2017"
"Chaman Lal Seti"|"Final"|"20.00"|"01-06-2017"|"-"|"20-09-2017"
"Cybertech"|"Final"|"10.00"|"12-05-2017"|"-"|"20-09-2017"
"Coastal Corp"|"Final"|"15.00"|"08-08-2017"|"-"|"20-09-2017"
"Capital Trade"|"Final"|"7.50"|"08-09-2017"|"-"|"20-09-2017"
"Dev Information"|"Final"|"5.00"|"24-08-2017"|"-"|"20-09-2017"
"Satra Prop"|"Final"|"5.00"|"01-06-2017"|"-"|"20-09-2017"
"Fredun Pharmace"|"Final"|"6.00"|"01-06-2017"|"-"|"20-09-2017"
"Golkunda Diamon"|"Final"|"3.50"|"01-06-2017"|"-"|"20-09-2017"
"Gujarat Gas"|"Final"|"30.00"|"25-05-2017"|"-"|"20-09-2017"
"Granules India"|"Final"|"25.00"|"11-05-2017"|"-"|"20-09-2017"
"Guj Mineral"|"Final"|"150.00"|"10-05-2017"|"-"|"20-09-2017"
"Glenmark"|"Final"|"200.00"|"12-05-2017"|"-"|"20-09-2017"
"Guj State Petro"|"Final"|"15.00"|"26-05-2017"|"-"|"20-09-2017"
"Nxtdigital"|"Final"|"175.00"|"15-05-2017"|"-"|"20-09-2017"
"Pearl Global In"|"Final"|"30.00"|"05-09-2017"|"-"|"20-09-2017"
"Inani Marbles"|"Final"|"2.00"|"07-06-2017"|"-"|"20-09-2017"
"ITL Industries"|"Final"|"5.00"|"01-06-2017"|"-"|"20-09-2017"
"Jupiter Infomed"|"Final"|"1.00"|"15-05-2017"|"-"|"20-09-2017"
"Jagdamba Polyme"|"Final"|"10.00"|"31-05-2017"|"-"|"20-09-2017"
"JagranPrakashan"|"Final"|"150.00"|"01-06-2017"|"-"|"20-09-2017"
"Kolte-Patil"|"Final"|"16.00"|"31-05-2017"|"-"|"20-09-2017"
"J Kumar Infra"|"Final"|"40.00"|"02-06-2017"|"-"|"20-09-2017"
"Katwa Udyog"|"Final"|"10.00"|"21-08-2017"|"-"|"20-09-2017"
"Loyal Textiles"|"Final"|"100.00"|"31-05-2017"|"-"|"20-09-2017"
"Mukesh Babu Fin"|"Final"|"10.00"|"01-06-2017"|"-"|"20-09-2017"
"Mirza Intl"|"Final"|"45.00"|"31-05-2017"|"-"|"20-09-2017"
"Narendra Invest"|"Final"|"2.50"|"14-08-2017"|"-"|"20-09-2017"
"Nectar Life"|"Final"|"5.00"|"04-07-2017"|"-"|"20-09-2017"
"Omaxe"|"Final"|"7.00"|"02-06-2017"|"-"|"20-09-2017"
"OM Metals Infra"|"Final"|"20.00"|"31-05-2017"|"-"|"20-09-2017"
"Porwal Auto"|"Final"|"5.00"|"19-09-2017"|"-"|"20-09-2017"
"Poly Medicure"|"Final"|"10.00"|"12-05-2017"|"-"|"20-09-2017"
"Panchsheel Org"|"Final"|"10.00"|"31-05-2017"|"-"|"20-09-2017"
"Poddar Pigments"|"Final"|"10.00"|"29-05-2017"|"-"|"20-09-2017"
"Kridhan Infra"|"Final"|"10.00"|"12-09-2017"|"-"|"20-09-2017"
"Suchitra Fin"|"Final"|"10.00"|"01-06-2017"|"-"|"20-09-2017"
"Zenlabs Ethica"|"Final"|"2.50"|"30-08-2017"|"-"|"20-09-2017"
"IndiaNivesh"|"Final"|"2.00"|"31-05-2017"|"-"|"20-09-2017"
"SMS Pharma"|"Final"|"20.00"|"31-05-2017"|"-"|"20-09-2017"
"Steel Str Wheel"|"Final"|"30.00"|"01-06-2017"|"-"|"20-09-2017"
"Talbros Eng"|"Final"|"20.00"|"18-08-2017"|"-"|"20-09-2017"
"Mangal Credit"|"Final"|"2.50"|"15-05-2017"|"-"|"20-09-2017"
"UCAL Fuel"|"Final"|"50.00"|"01-06-2017"|"-"|"20-09-2017"
"Vikas Ecotech"|"Final"|"5.00"|"01-06-2017"|"-"|"20-09-2017"
"Vikram Thermo"|"Final"|"16.50"|"26-05-2017"|"-"|"20-09-2017"
"Ceinsys Tech"|"Final"|"12.50"|"25-05-2017"|"-"|"19-09-2017"
"Bambino Agro"|"Final"|"16.00"|"17-08-2017"|"-"|"19-09-2017"
"BDH Industries"|"Final"|"20.00"|"06-09-2017"|"-"|"19-09-2017"
"Bhartiya Inter"|"Final"|"12.00"|"01-06-2017"|"-"|"19-09-2017"
"Bharat Rasayan"|"Final"|"15.00"|"01-06-2017"|"-"|"19-09-2017"
"DLF"|"Final"|"100.00"|"02-06-2017"|"-"|"19-09-2017"
"Duke Offshore"|"Final"|"10.00"|"01-06-2017"|"-"|"19-09-2017"
"Genesys Int"|"Final"|"2.50"|"01-06-2017"|"-"|"19-09-2017"
"GMM Pfaudler"|"Final"|"95.00"|"11-08-2017"|"-"|"19-09-2017"
"HPL Electric &"|"Final"|"15.00"|"23-05-2017"|"-"|"19-09-2017"
"Haldyn Glass"|"Final"|"55.00"|"25-05-2017"|"-"|"19-09-2017"
"Hind Tin Works"|"Final"|"10.00"|"14-08-2017"|"-"|"19-09-2017"
"Sunteck Realty"|"Final"|"150.00"|"01-06-2017"|"-"|"19-09-2017"
"IMP Powers"|"Final"|"5.00"|"22-05-2017"|"-"|"19-09-2017"
"Jindal Worldwid"|"Final"|"5.00"|"06-09-2017"|"-"|"19-09-2017"
"Kanchi Karp"|"Final"|"15.00"|"13-09-2017"|"-"|"19-09-2017"
"Srikalahasthi"|"Final"|"60.00"|"15-05-2017"|"-"|"19-09-2017"
"Mitsu Chem Plas"|"Final"|"5.00"|"01-06-2017"|"-"|"19-09-2017"
"Multiplus Hold"|"Final"|"2.00"|"01-09-2017"|"-"|"19-09-2017"
