"0"|"1"|"2"|"3"|"4"|"5"
"COMPANY NAME"|"DIVIDEND"|"DIVIDEND"|"DATE"|"DATE"|"DATE"
"COMPANY NAME"|"Type"|"%"|"Announcement"|"Record"|"Ex-Dividend"
"VLS Finance"|"Final"|"15.00"|"16-07-2020"|"-"|"02-12-2020"
"Procter&Gamble"|"Final"|"420.00"|"15-09-2020"|"-"|"18-11-2020"
"Procter&Gamble"|"Special"|"1880.00"|"16-09-2020"|"-"|"18-11-2020"
"Gillette India"|"Final"|"490.00"|"26-08-2020"|"-"|"17-11-2020"
"P and G"|"Final"|"1050.00"|"26-08-2020"|"-"|"13-11-2020"
"Dabur India"|"Interim"|"0.00"|"01-10-2020"|"12-11-2020"|"11-11-2020"
"Marico"|"Interim"|"0.00"|"13-10-2020"|"06-11-2020"|"05-11-2020"
"Asahi Songwon"|"Interim"|"0.00"|"08-10-2020"|"03-11-2020"|"02-11-2020"
"CRISIL"|"Interim"|"0.00"|"13-10-2020"|"03-11-2020"|"02-11-2020"
"ILandFS"|"Final"|"30.00"|"28-07-2020"|"-"|"02-11-2020"
"Colgate"|"Interim"|"0.00"|"12-10-2020"|"02-11-2020"|"29-10-2020"
"Asian Paints"|"Interim"|"0.00"|"05-10-2020"|"30-10-2020"|"28-10-2020"
"ConfidencePetro"|"Final"|"7.50"|"12-10-2020"|"-"|"28-10-2020"
"GMM Pfaudler"|"Interim"|"0.00"|"09-10-2020"|"29-10-2020"|"28-10-2020"
"HUL"|"Interim"|"0.00"|"07-10-2020"|"29-10-2020"|"28-10-2020"
"Sasken Tech"|"Interim"|"0.00"|"13-10-2020"|"29-10-2020"|"28-10-2020"
"L&T Infotech"|"Interim"|"0.00"|"13-10-2020"|"28-10-2020"|"27-10-2020"
"Privi Special"|"Final"|"15.00"|"23-06-2020"|"-"|"26-10-2020"
"L&T Technology"|"Interim"|"0.00"|"01-10-2020"|"27-10-2020"|"26-10-2020"
"HCL Tech"|"Interim"|"0.00"|"28-09-2020"|"24-10-2020"|"22-10-2020"
"Intrasoft Tech"|"Final"|"10.00"|"30-06-2020"|"-"|"21-10-2020"
"IRCTC"|"Final"|"25.00"|"10-07-2020"|"20-10-2020"|"19-10-2020"
"Cospower"|"Final"|"12.00"|"06-08-2020"|"-"|"16-10-2020"
"Him Teknoforge"|"Final"|"10.00"|"15-09-2020"|"19-10-2020"|"16-10-2020"
"Elixir Cap"|"Final"|"12.50"|"30-06-2020"|"-"|"15-10-2020"
"Akme Star"|"Final"|"1.00"|"30-09-2020"|"-"|"15-10-2020"
"TCS"|"Interim"|"1200.00"|"30-09-2020"|"15-10-2020"|"14-10-2020"
"Power Mech"|"Final"|"10.00"|"29-06-2020"|"-"|"12-10-2020"
"Shangar Decor"|"Interim"|"1.00"|"24-08-2020"|"13-10-2020"|"12-10-2020"
"CHD Chemicals"|"Interim"|"1.50"|"28-09-2020"|"12-10-2020"|"09-10-2020"
"Gateway Distri"|"Interim"|"20.00"|"23-09-2020"|"08-10-2020"|"07-10-2020"
"Captain Poly"|"Final"|"2.00"|"25-06-2020"|"02-10-2020"|"30-09-2020"
"Dharamsi Morarj"|"Interim"|"5.00"|"08-09-2020"|"25-09-2020"|"24-09-2020"
"Mangalam Organ"|"Final"|"10.00"|"30-06-2020"|"-"|"24-09-2020"
"Keynote Finance"|"Final"|"10.00"|"29-06-2020"|"-"|"24-09-2020"
"Ajmera Realty"|"Final"|"14.00"|"12-08-2020"|"-"|"24-09-2020"
"Vakrangee"|"Final"|"25.00"|"31-07-2020"|"-"|"24-09-2020"
"KSE"|"Interim"|"150.00"|"03-09-2020"|"24-09-2020"|"23-09-2020"
"Texmaco Rail"|"Final"|"10.00"|"17-06-2020"|"-"|"23-09-2020"
"West Leisure"|"Final"|"1.00"|"15-06-2020"|"-"|"23-09-2020"
"Ceinsys Tech"|"Final"|"25.00"|"25-06-2020"|"23-09-2020"|"22-09-2020"
"Asian Star"|"Final"|"15.00"|"30-07-2020"|"-"|"22-09-2020"
"Aditya Vision"|"Final"|"25.00"|"03-09-2020"|"-"|"22-09-2020"
"Beardsell"|"Final"|"5.00"|"20-08-2020"|"-"|"22-09-2020"
"Basant Agro Tec"|"Final"|"5.00"|"30-06-2020"|"-"|"22-09-2020"
"Agarwal Ind"|"Final"|"15.00"|"30-06-2020"|"-"|"22-09-2020"
"CG-Vak Software"|"Final"|"7.50"|"05-06-2020"|"-"|"22-09-2020"
"Dynamic Cables"|"Final"|"2.50"|"20-07-2020"|"-"|"22-09-2020"
"Veritas"|"Final"|"5.00"|"15-09-2020"|"-"|"22-09-2020"
"Dynacons Sys"|"Interim"|"5.00"|"16-09-2020"|"23-09-2020"|"22-09-2020"
"Evans Electric"|"Final"|"20.00"|"21-09-2020"|"-"|"22-09-2020"
"Foods and Inns"|"Final"|"20.00"|"12-06-2020"|"-"|"22-09-2020"
"Intense Tech"|"Final"|"10.00"|"01-07-2020"|"-"|"22-09-2020"
"Gujarat Apollo"|"Final"|"30.00"|"30-06-2020"|"-"|"22-09-2020"
"Shervani Indust"|"Final"|"25.00"|"07-09-2020"|"-"|"22-09-2020"
"Humming Bird"|"Final"|"25.00"|"01-09-2020"|"-"|"22-09-2020"
"HPL Electric &"|"Final"|"1.50"|"09-07-2020"|"-"|"22-09-2020"
"Nxtdigital"|"Final"|"50.00"|"05-08-2020"|"23-09-2020"|"22-09-2020"
"Haldyn Glass"|"Final"|"60.00"|"01-07-2020"|"23-09-2020"|"22-09-2020"
"Hinduja Global"|"Interim"|"60.00"|"07-09-2020"|"23-09-2020"|"22-09-2020"
"JB Chemicals"|"Final"|"50.00"|"25-06-2020"|"-"|"22-09-2020"
"JagsonpalPharma"|"Final"|"10.00"|"29-07-2020"|"-"|"22-09-2020"
"Jindal PolyFilm"|"Final"|"10.00"|"29-06-2020"|"-"|"22-09-2020"
"Jyoti Resins"|"Final"|"25.00"|"27-07-2020"|"-"|"22-09-2020"
"KMS Medisurgi"|"Final"|"0.50"|"07-09-2020"|"-"|"22-09-2020"
"Fiberweb India"|"Final"|"5.00"|"12-08-2020"|"-"|"22-09-2020"
"Rolcon Engg"|"Final"|"15.00"|"18-06-2020"|"-"|"22-09-2020"
"Repco Home"|"Final"|"25.00"|"23-07-2020"|"-"|"22-09-2020"
"Tyche Ind"|"Final"|"10.00"|"29-06-2020"|"-"|"22-09-2020"
"Marksans Pharma"|"Final"|"10.00"|"02-06-2020"|"-"|"22-09-2020"
"Vipul Organics"|"Final"|"8.00"|"03-08-2020"|"-"|"22-09-2020"
"Vikram Thermo"|"Final"|"15.00"|"29-06-2020"|"-"|"22-09-2020"
"Ambika Cotton"|"Final"|"150.00"|"29-06-2020"|"-"|"21-09-2020"
"A Infra."|"Final"|"2.00"|"07-07-2020"|"-"|"21-09-2020"
"Benares Hotels"|"Final"|"75.00"|"28-05-2020"|"-"|"21-09-2020"
"Bansal Roofing"|"Final"|"10.00"|"10-06-2020"|"22-09-2020"|"21-09-2020"
"Force Motors"|"Final"|"100.00"|"29-06-2020"|"-"|"21-09-2020"
"Container Corp"|"Final"|"57.00"|"25-06-2020"|"-"|"21-09-2020"
"Chaman Lal Seti"|"Final"|"25.00"|"01-07-2020"|"-"|"21-09-2020"
"CMI"|"Final"|"5.00"|"17-07-2020"|"-"|"21-09-2020"
"Caplin Labs"|"Final"|"20.00"|"18-06-2020"|"-"|"21-09-2020"
"Cochin Shipyard"|"Final"|"150.00"|"22-06-2020"|"-"|"21-09-2020"
"Cybertech"|"Final"|"10.00"|"18-06-2020"|"-"|"21-09-2020"
"Divyashakti"|"Final"|"15.00"|"18-06-2020"|"-"|"21-09-2020"
"Elcid Investmen"|"Final"|"150.00"|"30-06-2020"|"-"|"21-09-2020"
"Frontier Spring"|"Final"|"11.00"|"02-07-2020"|"-"|"21-09-2020"
"Goldcrest Fin"|"Final"|"5.00"|"11-08-2020"|"-"|"21-09-2020"
"Govind Poy Oxyg"|"Final"|"5.00"|"11-09-2020"|"-"|"21-09-2020"
"GRM Overseas"|"Final"|"50.00"|"28-07-2020"|"22-09-2020"|"21-09-2020"
