"0"|"1"|"2"|"3"|"4"|"5"
"Ajanta Pharma"|"Interim"|"450.00"|"22-10-2018"|"12-11-2018"|"09-11-2018"
"Dabur India"|"Interim"|"125.00"|"03-10-2018"|"12-11-2018"|"09-11-2018"
"Hester Bio"|"Interim"|"20.00"|"29-10-2018"|"12-11-2018"|"09-11-2018"
"Info Edge"|"Interim"|"25.00"|"22-10-2018"|"12-11-2018"|"09-11-2018"
"PI Industries"|"Interim"|"250.00"|"26-10-2018"|"12-11-2018"|"09-11-2018"
"Sundram"|"Interim"|"200.00"|"29-10-2018"|"12-11-2018"|"09-11-2018"
"Take Solutions"|"Interim"|"30.00"|"30-10-2018"|"12-11-2018"|"09-11-2018"
"Vaibhav Global"|"Interim"|"50.00"|"29-10-2018"|"12-11-2018"|"09-11-2018"
"Diamines Chem"|"Interim"|"30.00"|"26-10-2018"|"09-11-2018"|"06-11-2018"
"DCM Shriram"|"Interim"|"200.00"|"29-10-2018"|"10-11-2018"|"06-11-2018"
"Foseco India"|"Interim"|"80.00"|"17-10-2018"|"10-11-2018"|"06-11-2018"
"Granules India"|"Interim"|"25.00"|"29-10-2018"|"10-11-2018"|"06-11-2018"
"ADC India Comm"|"Interim"|"200.00"|"29-10-2018"|"09-11-2018"|"06-11-2018"
"Mastek"|"Final"|"70.00"|"25-10-2018"|"09-11-2018"|"06-11-2018"
"Mastek"|"Interim"|"70.00"|"25-10-2018"|"09-11-2018"|"06-11-2018"
"Symphony"|"Final"|"0.00"|"24-10-2018"|"09-11-2018"|"06-11-2018"
"Symphony"|"Interim"|"50.00"|"24-10-2018"|"09-11-2018"|"06-11-2018"
"Shriram City"|"Interim"|"60.00"|"25-10-2018"|"09-11-2018"|"06-11-2018"
"Vedanta"|"Interim"|"1700.00"|"31-10-2018"|"10-11-2018"|"06-11-2018"
"Bharti Airtel"|"Interim"|"50.00"|"25-10-2018"|"06-11-2018"|"05-11-2018"
"Colgate"|"Interim"|"800.00"|"12-10-2018"|"06-11-2018"|"05-11-2018"
"Dish TV"|"Interim"|"50.00"|"25-10-2018"|"06-11-2018"|"05-11-2018"
"Kewal Kiran"|"Interim"|"100.00"|"25-10-2018"|"06-11-2018"|"05-11-2018"
"Heidelberg Cem"|"Interim"|"10.00"|"25-10-2018"|"06-11-2018"|"05-11-2018"
"Nilkamal"|"Interim"|"40.00"|"24-10-2018"|"06-11-2018"|"05-11-2018"
"Supreme Ind"|"Interim"|"200.00"|"17-10-2018"|"06-11-2018"|"05-11-2018"
"Supreme Petro"|"Interim"|"10.00"|"26-10-2018"|"07-11-2018"|"05-11-2018"
"Shriram Trans"|"Interim"|"50.00"|"19-10-2018"|"06-11-2018"|"05-11-2018"
"Hexaware Tech"|"Interim"|"125.00"|"24-10-2018"|"05-11-2018"|"02-11-2018"
"Bharti Infratel"|"Interim"|"75.00"|"24-10-2018"|"03-11-2018"|"01-11-2018"
"GMM Pfaudler"|"Interim"|"50.00"|"16-10-2018"|"02-11-2018"|"01-11-2018"
"ICICI Prudentia"|"Interim"|"16.00"|"08-10-2018"|"02-11-2018"|"01-11-2018"
"L&T Technology"|"Interim"|"375.00"|"11-10-2018"|"02-11-2018"|"01-11-2018"
"PPAP Automotive"|"Interim"|"20.00"|"23-10-2018"|"02-11-2018"|"01-11-2018"
"Hind Zinc"|"Interim"|"1000.00"|"22-10-2018"|"01-11-2018"|"31-10-2018"
"L&T Infotech"|"Interim"|"1250.00"|"05-10-2018"|"01-11-2018"|"31-10-2018"
"Menon Bearings"|"Interim"|"150.00"|"10-10-2018"|"01-11-2018"|"31-10-2018"
"HCL Tech"|"Interim"|"100.00"|"12-10-2018"|"31-10-2018"|"30-10-2018"
"Cyient"|"Interim"|"120.00"|"17-10-2018"|"31-10-2018"|"30-10-2018"
"IRB InvIT"|"Interim"|"0.00"|"17-10-2018"|"31-10-2018"|"30-10-2018"
"Sasken Tech"|"Interim"|"50.00"|"08-10-2018"|"31-10-2018"|"30-10-2018"
"TVS Motor"|"Interim"|"210.00"|"16-10-2018"|"31-10-2018"|"30-10-2018"
"Asian Paints"|"Interim"|"285.00"|"04-10-2018"|"30-10-2018"|"29-10-2018"
"CRISIL"|"Interim"|"700.00"|"08-10-2018"|"30-10-2018"|"29-10-2018"
"ICICI Lombard"|"Interim"|"25.00"|"27-09-2018"|"30-10-2018"|"29-10-2018"
"Florence Invest"|"Interim"|"250.00"|"16-10-2018"|"30-10-2018"|"29-10-2018"
"ICICI Securitie"|"Interim"|"74.00"|"08-10-2018"|"29-10-2018"|"26-10-2018"
"HUL"|"Interim"|"900.00"|"01-10-2018"|"26-10-2018"|"25-10-2018"
"Indiabulls Hsg"|"Interim"|"500.00"|"15-10-2018"|"26-10-2018"|"25-10-2018"
"IndiGrid InvIT"|"Interest"|"0.00"|"18-10-2018"|"25-10-2018"|"25-10-2018"
"IndiGrid InvIT"|"ROC"|"0.00"|"19-10-2018"|"25-10-2018"|"25-10-2018"
"Infosys"|"Interim"|"140.00"|"16-10-2018"|"27-10-2018"|"25-10-2018"
"Mindtree"|"Interim"|"30.00"|"03-10-2018"|"26-10-2018"|"25-10-2018"
"Steel City Secu"|"Interim"|"10.00"|"12-10-2018"|"26-10-2018"|"25-10-2018"
"Trident"|"Interim"|"6.00"|"10-10-2018"|"24-10-2018"|"23-10-2018"
"TCS"|"Interim"|"400.00"|"11-10-2018"|"24-10-2018"|"23-10-2018"
"Mauria Udyog"|"Final"|"2.50"|"28-05-2018"|"10-10-2018"|"09-10-2018"
"Darjeeling Rope"|"Interim"|"2.50"|"27-09-2018"|"09-10-2018"|"08-10-2018"
"TAAL Enterprise"|"Interim"|"100.00"|"25-09-2018"|"09-10-2018"|"08-10-2018"
"Accelya Kale"|"Final"|"320.00"|"03-08-2018"|"-"|"27-09-2018"
"Hinduja Global"|"Final"|"25.00"|"31-05-2018"|"-"|"26-09-2018"
"Tanla Solutions"|"Final"|"30.00"|"18-05-2018"|"-"|"26-09-2018"
"West Leisure"|"Final"|"1.00"|"28-05-2018"|"-"|"26-09-2018"
"Veto Switch"|"Final"|"20.00"|"28-05-2018"|"-"|"25-09-2018"
"Hind Aluminium"|"Final"|"16.00"|"15-06-2018"|"-"|"24-09-2018"
"Agro Phos India"|"Final"|"0.50"|"29-05-2018"|"-"|"24-09-2018"
"GSB Finance"|"Final"|"2.50"|"30-05-2018"|"-"|"24-09-2018"
"KNR Construct"|"Final"|"20.00"|"30-05-2018"|"-"|"24-09-2018"
"Multiplus Hold"|"Final"|"2.00"|"28-05-2018"|"-"|"24-09-2018"
"Oceanaa Biotek"|"Final"|"15.00"|"25-05-2018"|"25-09-2018"|"24-09-2018"
"Oceanic Foods"|"Final"|"2.50"|"28-05-2018"|"-"|"24-09-2018"
"Basant Agro Tec"|"Final"|"5.00"|"30-05-2018"|"-"|"21-09-2018"
"Master Trust"|"Final"|"10.00"|"31-05-2018"|"-"|"21-09-2018"
"S.S. Infrastruc"|"Final"|"3.00"|"30-08-2018"|"24-09-2018"|"21-09-2018"
"Sacheta Metals"|"Final"|"2.50"|"29-05-2018"|"-"|"21-09-2018"
"Valson Ind"|"Final"|"10.00"|"21-05-2018"|"-"|"21-09-2018"
"Atul Auto"|"Final"|"50.00"|"21-05-2018"|"-"|"19-09-2018"
"AshirwadCapital"|"Final"|"10.00"|"25-05-2018"|"-"|"19-09-2018"
"Vipul"|"Final"|"5.00"|"31-05-2018"|"-"|"19-09-2018"
"AksharChem"|"Final"|"35.00"|"30-05-2018"|"-"|"19-09-2018"
"Ceinsys Tech"|"Final"|"12.50"|"04-09-2018"|"-"|"19-09-2018"
"Akash Infraproj"|"Final"|"5.00"|"30-05-2018"|"21-09-2018"|"19-09-2018"
"Ashapura Intima"|"Final"|"7.50"|"30-05-2018"|"-"|"19-09-2018"
"Aimco Pesticide"|"Final"|"10.00"|"25-05-2018"|"-"|"19-09-2018"
"Anant Raj"|"Final"|"12.00"|"04-06-2018"|"-"|"19-09-2018"
"Asahi Songwon"|"Final"|"30.00"|"29-05-2018"|"-"|"19-09-2018"
"Akar Auto Indus"|"Final"|"11.00"|"30-05-2018"|"-"|"19-09-2018"
"Agarwal Ind"|"Final"|"15.00"|"30-05-2018"|"-"|"19-09-2018"
"Bigbloc Constru"|"Final"|"2.50"|"21-05-2018"|"-"|"19-09-2018"
"BEML"|"Final"|"80.00"|"25-05-2018"|"-"|"19-09-2018"
"Bhansali Eng"|"Final"|"30.00"|"16-04-2018"|"-"|"19-09-2018"
"Bhandari Hosier"|"Final"|"1.00"|"29-05-2018"|"-"|"19-09-2018"
"Bajaj Healthcar"|"Final"|"10.00"|"29-05-2018"|"-"|"19-09-2018"
"Bhartiya Inter"|"Final"|"12.00"|"30-05-2018"|"-"|"19-09-2018"
"Bohra Industrie"|"Final"|"5.00"|"30-05-2018"|"-"|"19-09-2018"
"Bharat Rasayan"|"Final"|"15.00"|"31-05-2018"|"-"|"19-09-2018"
"Bharat Road Net"|"Final"|"5.00"|"29-05-2018"|"21-09-2018"|"19-09-2018"
"Beekay Steel"|"Final"|"10.00"|"31-05-2018"|"-"|"19-09-2018"
"BSL"|"Final"|"10.00"|"11-05-2018"|"-"|"19-09-2018"
"APL Apollo"|"Final"|"140.00"|"25-05-2018"|"-"|"19-09-2018"
"Sri KPR Ind"|"Final"|"10.00"|"04-09-2018"|"-"|"19-09-2018"
"Gufic Bio"|"Final"|"5.00"|"30-05-2018"|"-"|"19-09-2018"
"CIL Securities"|"Final"|"5.00"|"22-05-2018"|"22-09-2018"|"19-09-2018"
"Chaman Lal Seti"|"Final"|"21.00"|"30-05-2018"|"-"|"19-09-2018"
"Cybertech"|"Final"|"10.00"|"10-05-2018"|"-"|"19-09-2018"
"COSYN"|"Final"|"10.00"|"30-05-2018"|"-"|"19-09-2018"
"Capital Trust"|"Final"|"5.00"|"24-05-2018"|"-"|"19-09-2018"
"Capital Trade"|"Final"|"10.00"|"30-05-2018"|"-"|"19-09-2018"
"Dynamic Cables"|"Final"|"2.50"|"15-06-2018"|"-"|"19-09-2018"
"Veritas"|"Final"|"5.00"|"12-06-2018"|"-"|"19-09-2018"
"Dhanvarsha Finv"|"Final"|"10.00"|"31-05-2018"|"-"|"19-09-2018"
"Divyashakti"|"Final"|"15.00"|"30-05-2018"|"-"|"19-09-2018"
"Fermenta Bio"|"Final"|"25.00"|"16-05-2018"|"-"|"19-09-2018"
"Dev Information"|"Final"|"5.00"|"29-05-2018"|"-"|"19-09-2018"
"Energy Dev"|"Final"|"5.00"|"07-06-2018"|"-"|"19-09-2018"
"Eldeco Housing"|"Final"|"125.00"|"25-05-2018"|"-"|"19-09-2018"
"Swasti Vinayaka"|"Final"|"20.00"|"25-05-2018"|"-"|"19-09-2018"
"Finolex Ind"|"Final"|"100.00"|"23-05-2018"|"-"|"19-09-2018"
"Fine Organics"|"Final"|"140.00"|"14-08-2018"|"-"|"19-09-2018"
"Guj Alkali"|"Final"|"65.00"|"24-05-2018"|"-"|"19-09-2018"
"Gujarat Apollo"|"Final"|"30.00"|"31-05-2018"|"-"|"19-09-2018"
"GEE"|"Final"|"15.00"|"31-05-2018"|"-"|"19-09-2018"
"Grovy India"|"Final"|"1.00"|"03-09-2018"|"-"|"19-09-2018"
"Guj Mineral"|"Final"|"175.00"|"09-05-2018"|"-"|"19-09-2018"
"Glenmark"|"Final"|"200.00"|"29-05-2018"|"-"|"19-09-2018"
"GRM Overseas"|"Final"|"50.00"|"14-08-2018"|"-"|"19-09-2018"
"Setco Auto"|"Final"|"40.00"|"24-05-2018"|"-"|"19-09-2018"
"Guj State Petro"|"Final"|"17.50"|"21-05-2018"|"-"|"19-09-2018"
"Veljan Denison"|"Final"|"100.00"|"30-05-2018"|"-"|"19-09-2018"
"HFCL"|"Final"|"6.00"|"03-05-2018"|"-"|"19-09-2018"
"HEC Infra Proje"|"Final"|"10.00"|"30-05-2018"|"-"|"19-09-2018"
"Ceejay Finance"|"Special"|"10.00"|"28-05-2018"|"-"|"19-09-2018"
"Ceejay Finance"|"Final"|"15.00"|"29-05-2018"|"-"|"19-09-2018"
"The Hi-Tech Gea"|"Final"|"20.00"|"21-05-2018"|"-"|"19-09-2018"
"Balasore Alloys"|"Final"|"15.00"|"28-05-2018"|"-"|"19-09-2018"
"Sunteck Realty"|"Final"|"150.00"|"23-05-2018"|"-"|"19-09-2018"
"Integ Fin Serv"|"Final"|"12.00"|"28-05-2018"|"-"|"19-09-2018"
"Infibeam Avenue"|"Final"|"10.00"|"30-05-2018"|"-"|"19-09-2018"
"Inani Marbles"|"Final"|"2.00"|"31-05-2018"|"-"|"19-09-2018"
"India Tourism D"|"Final"|"18.50"|"31-05-2018"|"-"|"19-09-2018"
"Innovative Tech"|"Final"|"10.00"|"30-05-2018"|"-"|"19-09-2018"
"Indo Thai Secu"|"Final"|"10.00"|"28-05-2018"|"-"|"19-09-2018"
"Jamna Auto"|"Final"|"55.00"|"22-05-2018"|"-"|"19-09-2018"
"Jullundur Motor"|"Final"|"40.00"|"08-08-2018"|"-"|"19-09-2018"
"Jagdamba Polyme"|"Final"|"10.00"|"29-05-2018"|"-"|"19-09-2018"
"Jindal PolyFilm"|"Final"|"10.00"|"15-05-2018"|"-"|"19-09-2018"
"Jindal Worldwid"|"Final"|"5.00"|"21-05-2018"|"-"|"19-09-2018"
"Kolte-Patil"|"Final"|"20.00"|"23-05-2018"|"-"|"19-09-2018"
"Kwality"|"Final"|"10.00"|"28-05-2018"|"-"|"19-09-2018"
"Kilburn Engg"|"Final"|"10.00"|"30-05-2018"|"21-09-2018"|"19-09-2018"
"Sagar Product"|"Final"|"3.00"|"29-05-2018"|"-"|"19-09-2018"
"Kaycee Ind"|"Final"|"10.00"|"30-05-2018"|"-"|"19-09-2018"
"KMS Medisurgi"|"Final"|"0.50"|"30-05-2018"|"-"|"19-09-2018"
"Lahoti Over"|"Final"|"10.00"|"30-05-2018"|"-"|"19-09-2018"
"Lincoln Pharma"|"Final"|"15.00"|"30-05-2018"|"-"|"19-09-2018"
"Madhya Bharat A"|"Final"|"5.00"|"29-05-2018"|"-"|"19-09-2018"
"Mishra Dhatu Ni"|"Final"|"21.00"|"30-05-2018"|"-"|"19-09-2018"
"Morarka Finance"|"Final"|"10.00"|"28-05-2018"|"-"|"19-09-2018"
"M.D. Inducto"|"Final"|"10.00"|"30-05-2018"|"21-09-2018"|"19-09-2018"
"Man Industries"|"Final"|"30.00"|"24-05-2018"|"-"|"19-09-2018"
"Motilal Oswal"|"Final"|"450.00"|"21-05-2018"|"21-09-2018"|"19-09-2018"
"Mold Tek Tech"|"Final"|"20.00"|"29-05-2018"|"-"|"19-09-2018"
"Mold-Tek Pack"|"Final"|"40.00"|"29-05-2018"|"-"|"19-09-2018"
"Nandan Denim"|"Final"|"8.00"|"28-05-2018"|"-"|"19-09-2018"
"Nila Infra"|"Final"|"11.00"|"30-05-2018"|"-"|"19-09-2018"
"Nectar Life"|"Final"|"5.00"|"28-05-2018"|"-"|"19-09-2018"
"ONGC"|"Final"|"27.00"|"30-05-2018"|"21-09-2018"|"19-09-2018"
"Porwal Auto"|"Final"|"7.50"|"18-05-2018"|"-"|"19-09-2018"
"Shristi Infra"|"Final"|"5.00"|"21-05-2018"|"-"|"19-09-2018"
"Patels Airtemp"|"Final"|"25.00"|"28-05-2018"|"-"|"19-09-2018"
"Polyplex Corp"|"Final"|"50.00"|"31-05-2018"|"-"|"19-09-2018"
"PNC Infratech"|"Final"|"25.00"|"23-05-2018"|"-"|"19-09-2018"
"Prolife Industr"|"Final"|"2.50"|"30-05-2018"|"-"|"19-09-2018"
"PC Jeweller"|"Final"|"5.00"|"25-05-2018"|"-"|"19-09-2018"
"Power Mech"|"Final"|"10.00"|"25-05-2018"|"-"|"19-09-2018"
"Premier Polyfil"|"Final"|"10.00"|"29-05-2018"|"-"|"19-09-2018"
"aurionPro Sol"|"Final"|"20.00"|"31-05-2018"|"-"|"19-09-2018"
"Rico Auto"|"Final"|"40.00"|"25-05-2018"|"-"|"19-09-2018"
"Riddhi Corp"|"Final"|"2.00"|"07-09-2018"|"-"|"19-09-2018"
"Rajesh Exports"|"Final"|"100.00"|"31-05-2018"|"-"|"19-09-2018"
"Sat Ind"|"Final"|"5.00"|"25-05-2018"|"-"|"19-09-2018"
"Royal Orchid"|"Final"|"15.00"|"29-05-2018"|"-"|"19-09-2018"
"Roto Pumps"|"Final"|"20.00"|"30-05-2018"|"-"|"19-09-2018"
"Ruchira Papers"|"Final"|"22.50"|"18-05-2018"|"-"|"19-09-2018"
"Raj Packaging"|"Final"|"5.00"|"25-05-2018"|"-"|"19-09-2018"
"Savita Oil Tech"|"Final"|"25.00"|"11-05-2018"|"-"|"19-09-2018"
"Keerthi Ind"|"Final"|"9.00"|"31-05-2018"|"-"|"19-09-2018"
"Somi Conveyor"|"Final"|"5.00"|"26-06-2018"|"-"|"19-09-2018"
"SEL"|"Final"|"10.00"|"28-05-2018"|"-"|"19-09-2018"
"Paisalo Digital"|"Final"|"10.00"|"02-05-2018"|"-"|"19-09-2018"
"Shiva Global"|"Final"|"6.00"|"31-05-2018"|"-"|"19-09-2018"
"Signet Ind"|"Final"|"5.00"|"24-05-2018"|"-"|"19-09-2018"
"Suchitra Fin"|"Final"|"12.00"|"30-05-2018"|"-"|"19-09-2018"
"Shree Ganesh Re"|"Final"|"10.00"|"30-05-2018"|"-"|"19-09-2018"
"Sangam India"|"Final"|"10.00"|"30-05-2018"|"-"|"19-09-2018"
"Satia Ind"|"Final"|"15.00"|"30-05-2018"|"-"|"19-09-2018"
"Santosh Industr"|"Final"|"10.00"|"30-05-2018"|"-"|"19-09-2018"
"Arihant Super"|"Final"|"5.00"|"23-05-2018"|"-"|"19-09-2018"
"IndiaNivesh"|"Final"|"10.00"|"31-05-2018"|"-"|"19-09-2018"
"Shanti Overseas"|"Final"|"5.00"|"28-05-2018"|"-"|"19-09-2018"
"Seya Industries"|"Final"|"10.00"|"29-05-2018"|"-"|"19-09-2018"
"Shivalik Rasa"|"Final"|"10.00"|"25-07-2018"|"-"|"19-09-2018"
"Sree Rayalaseem"|"Final"|"20.00"|"31-05-2018"|"-"|"19-09-2018"
"Prime Property"|"Final"|"20.00"|"31-05-2018"|"-"|"19-09-2018"
"Tyche Ind"|"Final"|"5.00"|"30-05-2018"|"-"|"19-09-2018"
"VEDAVAAG System"|"Final"|"10.00"|"12-09-2018"|"-"|"19-09-2018"
"Steel Str Wheel"|"Final"|"40.00"|"28-05-2018"|"-"|"19-09-2018"
"Salasar Techno"|"Final"|"10.00"|"22-05-2018"|"-"|"19-09-2018"
"Sujala Trading"|"Final"|"1.00"|"29-05-2018"|"-"|"19-09-2018"
"Talwalkars Heal"|"Final"|"10.00"|"12-07-2018"|"-"|"19-09-2018"
"Titan Biotech"|"Final"|"7.50"|"29-05-2018"|"-"|"19-09-2018"
"Talwalkars Fitn"|"Final"|"5.00"|"08-05-2018"|"-"|"19-09-2018"
"Technofab Engg"|"Final"|"20.00"|"28-05-2018"|"-"|"19-09-2018"
"Talbros Eng"|"Final"|"15.00"|"30-05-2018"|"-"|"19-09-2018"
"Tirupati Foam"|"Final"|"20.00"|"31-05-2018"|"-"|"19-09-2018"
"Mangal Credit"|"Final"|"5.00"|"21-05-2018"|"-"|"19-09-2018"
"Marksans Pharma"|"Final"|"5.00"|"30-05-2018"|"-"|"19-09-2018"
"Tirupati Sarjan"|"Final"|"6.00"|"03-09-2018"|"-"|"19-09-2018"
"Titagarh Wagons"|"Final"|"15.00"|"30-05-2018"|"-"|"19-09-2018"
"UCAL Fuel"|"Final"|"100.00"|"21-05-2018"|"-"|"19-09-2018"
"U. H. Zaveri"|"Final"|"1.00"|"31-05-2018"|"-"|"19-09-2018"
