"0"|"1"|"2"|"3"|"4"|"5"
"Central Bank"|"Interim"|"10.00"|"26-10-2010"|"10-11-2010"|"09-11-2010"
"Gillette India"|"Final"|"150.00"|"20-08-2010"|"-"|"09-11-2010"
"Monsanto India"|"Interim"|"100.00"|"29-10-2010"|"10-11-2010"|"09-11-2010"
"Nacl Industries"|"Interim"|"15.00"|"29-10-2010"|"10-11-2010"|"09-11-2010"
"Shriram City"|"Interim"|"25.00"|"29-10-2010"|"10-11-2010"|"09-11-2010"
"Godrej Consumer"|"Interim"|"100.00"|"20-10-2010"|"09-11-2010"|"08-11-2010"
"Jolly Board"|"Interim"|"60.00"|"14-10-2010"|"09-11-2010"|"08-11-2010"
"Kewal Kiran"|"Interim"|"65.00"|"27-10-2010"|"09-11-2010"|"08-11-2010"
"Shriram Trans"|"Interim"|"25.00"|"27-10-2010"|"09-11-2010"|"08-11-2010"
"Birla Corp"|"Interim"|"25.00"|"26-10-2010"|"08-11-2010"|"04-11-2010"
"Banswara Syntex"|"Interim"|"20.00"|"25-10-2010"|"08-11-2010"|"04-11-2010"
"Shreyas Shippin"|"Interim"|"5.00"|"26-10-2010"|"08-11-2010"|"04-11-2010"
"Apar Ind"|"Interim"|"25.00"|"26-10-2010"|"04-11-2010"|"03-11-2010"
"Astral Poly Tec"|"Interim"|"10.00"|"25-10-2010"|"04-11-2010"|"03-11-2010"
"CCL Products"|"Final"|"15.00"|"29-09-2010"|"-"|"03-11-2010"
"HCL Info"|"Final"|"100.00"|"27-08-2010"|"-"|"03-11-2010"
"HCL Info"|"Interim"|"100.00"|"28-08-2010"|"-"|"03-11-2010"
"ISMT"|"Final"|"20.00"|"28-09-2010"|"-"|"03-11-2010"
"KCP"|"Interim"|"25.00"|"21-10-2010"|"05-11-2010"|"03-11-2010"
"Nestle"|"Interim"|"270.00"|"19-10-2010"|"04-11-2010"|"03-11-2010"
"Prism Cement"|"Interim"|"10.00"|"25-10-2010"|"04-11-2010"|"03-11-2010"
"Borosil"|"Interim"|"250.00"|"22-10-2010"|"03-11-2010"|"02-11-2010"
"Diamines Chem"|"Interim"|"15.00"|"25-10-2010"|"03-11-2010"|"02-11-2010"
"Dabur India"|"Interim"|"50.00"|"13-10-2010"|"03-11-2010"|"02-11-2010"
"EICL"|"Interim"|"25.00"|"25-10-2010"|"03-11-2010"|"02-11-2010"
"GE Shipping"|"Interim"|"35.00"|"21-10-2010"|"03-11-2010"|"02-11-2010"
"HOV Services"|"Interim"|"20.00"|"20-10-2010"|"03-11-2010"|"02-11-2010"
"KSB Pumps"|"Interim"|"20.00"|"25-10-2010"|"03-11-2010"|"02-11-2010"
"KPR Mill"|"Interim"|"30.00"|"21-10-2010"|"03-11-2010"|"02-11-2010"
"MRF"|"Interim"|"30.00"|"21-10-2010"|"03-11-2010"|"02-11-2010"
"Rishabh Digha"|"Interim"|"15.00"|"15-10-2010"|"03-11-2010"|"02-11-2010"
"Sasken Tech"|"Interim"|"25.00"|"22-10-2010"|"03-11-2010"|"02-11-2010"
"SRF"|"Interim"|"70.00"|"22-10-2010"|"03-11-2010"|"02-11-2010"
"ZF Steering Gea"|"Interim"|"50.00"|"21-10-2010"|"03-11-2010"|"02-11-2010"
"Asahi Songwon"|"Interim"|"10.00"|"21-10-2010"|"02-11-2010"|"01-11-2010"
"HUL"|"Interim"|"300.00"|"14-10-2010"|"02-11-2010"|"01-11-2010"
"Indiabulls"|"Interim"|"250.00"|"21-10-2010"|"02-11-2010"|"01-11-2010"
"Mindtree"|"Interim"|"12.50"|"20-10-2010"|"02-11-2010"|"01-11-2010"
"Marico"|"Interim"|"30.00"|"18-10-2010"|"02-11-2010"|"01-11-2010"
"Pennar Inds"|"Interim"|"10.00"|"21-10-2010"|"02-11-2010"|"01-11-2010"
"Ramcoind"|"Interim"|"50.00"|"19-10-2010"|"02-11-2010"|"01-11-2010"
"TCS"|"Interim"|"200.00"|"21-10-2010"|"02-11-2010"|"01-11-2010"
"Prism Info"|"Interim"|"12.50"|"17-09-2010"|"01-11-2010"|"29-10-2010"
"Asian Paints"|"Interim"|"85.00"|"12-10-2010"|"01-11-2010"|"29-10-2010"
"APL Apollo"|"Interim"|"10.00"|"19-10-2010"|"01-11-2010"|"29-10-2010"
"CG Power"|"Interim"|"40.00"|"14-10-2010"|"01-11-2010"|"29-10-2010"
"Foseco India"|"Interim"|"50.00"|"11-10-2010"|"29-10-2010"|"28-10-2010"
"Ipca Labs"|"Interim"|"50.00"|"08-10-2010"|"29-10-2010"|"28-10-2010"
"Ingersoll Rand"|"Interim"|"30.00"|"19-10-2010"|"29-10-2010"|"28-10-2010"
"Rallis India"|"Interim"|"90.00"|"19-10-2010"|"29-10-2010"|"28-10-2010"
"Indiabulls Vent"|"Interim"|"50.00"|"18-10-2010"|"28-10-2010"|"27-10-2010"
"CRISIL"|"Interim"|"250.00"|"11-10-2010"|"25-10-2010"|"22-10-2010"
"Procter&Gamble"|"Interim"|"950.00"|"13-10-2010"|"25-10-2010"|"22-10-2010"
"HCL Tech"|"Final"|"50.00"|"29-07-2010"|"-"|"22-10-2010"
"HCL Tech"|"Interim"|"75.00"|"30-07-2010"|"-"|"22-10-2010"
"Rei Agro"|"Interim"|"10.00"|"08-10-2010"|"25-10-2010"|"22-10-2010"
"KGN Industries"|"Final"|"1.00"|"28-09-2010"|"25-10-2010"|"22-10-2010"
"Tyche Ind"|"Final"|"5.00"|"05-10-2010"|"25-10-2010"|"22-10-2010"
"C & C Construct"|"Final"|"27.50"|"27-08-2010"|"-"|"21-10-2010"
"Exide Ind"|"Interim"|"90.00"|"12-10-2010"|"22-10-2010"|"21-10-2010"
"Gati"|"Final"|"20.00"|"08-10-2010"|"-"|"21-10-2010"
"Infosys"|"Interim"|"800.00"|"29-09-2010"|"22-10-2010"|"21-10-2010"
"Orbit Exports"|"Interim"|"15.00"|"15-10-2010"|"22-10-2010"|"21-10-2010"
"Unichem Labs"|"Interim"|"60.00"|"05-10-2010"|"22-10-2010"|"21-10-2010"
"Eon Electric"|"Final"|"100.00"|"11-10-2010"|"21-10-2010"|"20-10-2010"
"Future Ent"|"Final"|"40.00"|"30-08-2010"|"-"|"20-10-2010"
"FEL"|"Final"|"40.00"|"30-08-2010"|"-"|"20-10-2010"
"Aishwarya Tech"|"Final"|"5.00"|"28-09-2010"|"18-10-2010"|"15-10-2010"
"Southern Gas"|"Final"|"30.00"|"14-10-2010"|"28-10-2010"|"15-10-2010"
"Kilitch Drugs"|"Final"|"10.00"|"17-09-2010"|"15-10-2010"|"14-10-2010"
"Noida Toll"|"Interim"|"5.00"|"29-09-2010"|"16-10-2010"|"14-10-2010"
"Global Offshore"|"Interim"|"7.00"|"04-10-2010"|"14-10-2010"|"13-10-2010"
"Gini Silk Mills"|"Final"|"7.50"|"04-10-2010"|"-"|"13-10-2010"
"Greaves Cotton"|"Final"|"105.00"|"12-08-2010"|"-"|"08-10-2010"
"Koffee Break"|"Final"|"2.00"|"29-09-2010"|"-"|"07-10-2010"
"POONA DAL & OIL"|"Final"|"9.00"|"04-06-2010"|"-"|"07-10-2010"
"Poona Dal"|"Final"|"9.00"|"04-06-2010"|"-"|"07-10-2010"
"State Bk Travan"|"Interim"|"80.00"|"28-09-2010"|"08-10-2010"|"07-10-2010"
"Sterling Green"|"Final"|"6.00"|"28-09-2010"|"-"|"07-10-2010"
"Zee Entertain"|"Final"|"200.00"|"23-09-2010"|"-"|"07-10-2010"
"Avon Corp"|"Final"|"3.00"|"21-05-2010"|"-"|"06-10-2010"
"Shree Renuka"|"Interim"|"100.00"|"22-09-2010"|"06-10-2010"|"05-10-2010"
"State B Bikaner"|"Interim"|"72.00"|"22-09-2010"|"-"|"04-10-2010"
"Harrisons Malay"|"Final"|"20.00"|"31-08-2010"|"-"|"29-09-2010"
"Anus Labs"|"Final"|"10.00"|"31-05-2010"|"-"|"27-09-2010"
"Moser Baer"|"Final"|"6.00"|"13-07-2010"|"-"|"27-09-2010"
"Prithvi Exc"|"Final"|"5.00"|"17-06-2010"|"-"|"27-09-2010"
"Surya Pharma"|"Final"|"15.00"|"16-08-2010"|"-"|"27-09-2010"
"SPML Infra"|"Final"|"40.00"|"31-05-2010"|"-"|"27-09-2010"
"Empower India"|"Final"|"3.00"|"02-09-2010"|"-"|"24-09-2010"
"Gemini Comm"|"Final"|"5.00"|"07-09-2010"|"-"|"24-09-2010"
"Accentia Techno"|"Final"|"30.00"|"27-04-2010"|"-"|"24-09-2010"
"Indo Bonito"|"Final"|"1.00"|"31-08-2010"|"-"|"24-09-2010"
"Inani Marbles"|"Final"|"10.00"|"23-09-2010"|"-"|"24-09-2010"
"Ind-Swift"|"Final"|"20.00"|"13-09-2010"|"-"|"24-09-2010"
"Jindal Worldwid"|"Final"|"7.50"|"08-06-2010"|"-"|"24-09-2010"
"Ken Financial"|"Final"|"5.00"|"08-06-2010"|"-"|"24-09-2010"
"E-Land Apparel"|"Final"|"6.00"|"26-07-2010"|"-"|"24-09-2010"
"Anik Industries"|"Final"|"6.00"|"06-09-2010"|"-"|"24-09-2010"
"Mobile Tele"|"Final"|"5.00"|"06-09-2010"|"-"|"24-09-2010"
"Malabar Trading"|"Final"|"5.00"|"04-06-2010"|"-"|"24-09-2010"
"Aadhaar Venture"|"Final"|"2.00"|"27-08-2010"|"-"|"24-09-2010"
"Nath Industries"|"Final"|"5.00"|"01-09-2010"|"-"|"24-09-2010"
"Ras Resorts"|"Final"|"10.00"|"17-08-2010"|"-"|"24-09-2010"
"Cura Tech"|"Final"|"5.00"|"26-08-2010"|"-"|"24-09-2010"
"SVOGL Oil Gas"|"Final"|"10.00"|"02-09-2010"|"-"|"24-09-2010"
"Trinethra Infra"|"Final"|"10.00"|"01-06-2010"|"-"|"24-09-2010"
"UB Holdings"|"Final"|"10.00"|"24-08-2010"|"-"|"24-09-2010"
"Garnet Intl"|"Final"|"10.00"|"09-08-2010"|"-"|"24-09-2010"
"Aarvee Denim"|"Final"|"5.00"|"03-06-2010"|"-"|"23-09-2010"
"Acrow India"|"Final"|"50.00"|"17-09-2010"|"-"|"23-09-2010"
"Ad Manum Fin"|"Final"|"10.00"|"01-09-2010"|"-"|"23-09-2010"
"Avon Life"|"Final"|"10.00"|"13-08-2010"|"-"|"23-09-2010"
"National Tech"|"Final"|"8.00"|"16-07-2010"|"-"|"23-09-2010"
"Arvind Remedies"|"Final"|"5.00"|"09-06-2010"|"-"|"23-09-2010"
"Bilcare"|"Final"|"25.00"|"26-07-2010"|"-"|"23-09-2010"
"Bilpower"|"Final"|"18.00"|"19-05-2010"|"-"|"23-09-2010"
"Cords Cable Ind"|"Final"|"10.00"|"03-06-2010"|"-"|"23-09-2010"
"Centum Electron"|"Final"|"10.00"|"31-05-2010"|"-"|"23-09-2010"
"Chandra Prabhu"|"Final"|"10.00"|"03-09-2010"|"-"|"23-09-2010"
"CORE Education"|"Final"|"30.00"|"12-08-2010"|"-"|"23-09-2010"
"Delton Cables"|"Final"|"10.00"|"01-06-2010"|"-"|"23-09-2010"
"Bodal Chemicals"|"Final"|"9.00"|"31-05-2010"|"-"|"23-09-2010"
"D & H India"|"Final"|"5.00"|"18-08-2010"|"-"|"23-09-2010"
"Eldeco Housing"|"Final"|"10.00"|"23-08-2010"|"-"|"23-09-2010"
"Gammon India"|"Final"|"30.00"|"16-08-2010"|"-"|"23-09-2010"
"Good Luck"|"Final"|"15.00"|"27-05-2010"|"-"|"23-09-2010"
"Hipolin"|"Final"|"10.00"|"30-08-2010"|"-"|"23-09-2010"
"IKF Finance"|"Final"|"10.00"|"17-09-2010"|"-"|"23-09-2010"
"ITL Industries"|"Final"|"10.00"|"18-08-2010"|"-"|"23-09-2010"
"JVL Agro Ind"|"Final"|"15.00"|"06-09-2010"|"-"|"23-09-2010"
"Keynote Finance"|"Final"|"15.00"|"26-08-2010"|"-"|"23-09-2010"
"Kiri Industries"|"Final"|"15.00"|"01-09-2010"|"-"|"23-09-2010"
"Karur KCP"|"Final"|"10.00"|"06-09-2010"|"-"|"23-09-2010"
"Kisan Mouldings"|"Final"|"12.00"|"03-06-2010"|"-"|"23-09-2010"
"The Byke Hosp"|"Final"|"5.00"|"16-08-2010"|"-"|"23-09-2010"
"KS Oils"|"Final"|"18.00"|"06-09-2010"|"-"|"23-09-2010"
"Chisel & Hammer"|"Final"|"5.00"|"15-09-2010"|"-"|"23-09-2010"
"Lincoln Pharma"|"Final"|"12.00"|"20-08-2010"|"-"|"23-09-2010"
"LT Foods"|"Final"|"15.00"|"27-05-2010"|"-"|"23-09-2010"
"Murli"|"Final"|"20.00"|"03-09-2010"|"-"|"23-09-2010"
"Marg"|"Final"|"20.00"|"12-08-2010"|"-"|"23-09-2010"
"Manjeera Const"|"Final"|"12.00"|"11-05-2010"|"-"|"23-09-2010"
"Madhucon Proj"|"Final"|"40.00"|"23-08-2010"|"-"|"23-09-2010"
"Mahalaxmi Rub"|"Final"|"5.00"|"04-06-2010"|"-"|"23-09-2010"
"Mah Seamless"|"Final"|"120.00"|"02-09-2010"|"-"|"23-09-2010"
"Master Trust"|"Final"|"10.00"|"02-09-2010"|"-"|"23-09-2010"
"Mold Tek Tech"|"Final"|"15.00"|"02-09-2010"|"-"|"23-09-2010"
"Natural Capsule"|"Final"|"12.00"|"27-05-2010"|"-"|"23-09-2010"
"Niraj Cement"|"Final"|"5.00"|"13-09-2010"|"-"|"23-09-2010"
"Omax Autos"|"Final"|"15.00"|"03-06-2010"|"-"|"23-09-2010"
"Ortin Labs"|"Final"|"8.00"|"26-08-2010"|"-"|"23-09-2010"
"PBA Infra"|"Final"|"20.00"|"23-08-2010"|"-"|"23-09-2010"
"Alicon Castallo"|"Final"|"20.00"|"12-04-2010"|"-"|"23-09-2010"
"P and G"|"Final"|"225.00"|"19-08-2010"|"-"|"23-09-2010"
"aurionPro Sol"|"Final"|"20.00"|"14-07-2010"|"-"|"23-09-2010"
"Rajeswari Infra"|"Final"|"5.00"|"09-08-2010"|"-"|"23-09-2010"
"Ruchinfra"|"Final"|"8.00"|"31-08-2010"|"-"|"23-09-2010"
"Ranklin Solutio"|"Final"|"10.00"|"31-05-2010"|"-"|"23-09-2010"
"Ravalgaon Sugar"|"Final"|"150.00"|"16-09-2010"|"-"|"23-09-2010"
"Ruchi Soya"|"Final"|"25.00"|"30-08-2010"|"-"|"23-09-2010"
"Rathi Steel"|"Final"|"3.00"|"06-09-2010"|"-"|"23-09-2010"
"Sanwaria Consum"|"Final"|"20.00"|"13-09-2010"|"-"|"23-09-2010"
"SBandT Intl"|"Final"|"1.00"|"14-09-2010"|"-"|"23-09-2010"
"Anjani Cement"|"Final"|"10.00"|"13-08-2010"|"-"|"23-09-2010"
"Syncom Formula"|"Final"|"5.00"|"16-08-2010"|"-"|"23-09-2010"
"Vama Ind"|"Final"|"2.00"|"26-08-2010"|"-"|"23-09-2010"
"Sky Industries"|"Final"|"5.00"|"08-06-2010"|"-"|"23-09-2010"
"Sacheta Metals"|"Final"|"2.50"|"27-08-2010"|"-"|"23-09-2010"
"SMS Pharma"|"Final"|"10.00"|"30-08-2010"|"-"|"23-09-2010"
"Prime Property"|"Final"|"15.00"|"14-07-2010"|"-"|"23-09-2010"
"Sarup Ind"|"Final"|"12.00"|"07-06-2010"|"-"|"23-09-2010"
"Titan Biotech"|"Final"|"5.00"|"13-09-2010"|"-"|"23-09-2010"
"Tirupati Foam"|"Final"|"20.00"|"16-09-2010"|"-"|"23-09-2010"
"Tanla Solutions"|"Final"|"10.00"|"06-09-2010"|"-"|"23-09-2010"
"Tarapur Trans"|"Final"|"5.00"|"25-08-2010"|"-"|"23-09-2010"
"Virinchi"|"Final"|"5.00"|"01-09-2010"|"-"|"23-09-2010"
"Vipul Organics"|"Final"|"8.00"|"03-06-2010"|"-"|"23-09-2010"
"Vimta Labs"|"Final"|"40.00"|"13-05-2010"|"-"|"23-09-2010"
"Venus Remedies"|"Final"|"30.00"|"02-08-2010"|"-"|"23-09-2010"
"Valson Ind"|"Final"|"15.00"|"06-09-2010"|"-"|"23-09-2010"
"Sequent Scienti"|"Final"|"20.00"|"31-05-2010"|"-"|"23-09-2010"
"Zicom"|"Final"|"50.00"|"17-08-2010"|"-"|"23-09-2010"
"Vipul"|"Final"|"12.50"|"16-08-2010"|"-"|"22-09-2010"
"Archies"|"Final"|"20.00"|"02-06-2010"|"-"|"22-09-2010"
"Asian Hotels"|"Final"|"50.00"|"27-05-2010"|"-"|"22-09-2010"
"Alpine Hsg"|"Final"|"6.00"|"31-05-2010"|"-"|"22-09-2010"
"Finaventure Cap"|"Final"|"1.00"|"08-09-2010"|"-"|"22-09-2010"
"Geodesic"|"Final"|"50.00"|"30-08-2010"|"-"|"22-09-2010"
"Bheema Cements"|"Final"|"12.00"|"02-06-2010"|"-"|"22-09-2010"
"FIEM Ind"|"Final"|"25.00"|"17-08-2010"|"-"|"22-09-2010"
"GEI Industrial"|"Final"|"10.00"|"24-08-2010"|"-"|"22-09-2010"
"Hisar Metal"|"Final"|"10.00"|"01-06-2010"|"-"|"22-09-2010"
"Hilton Metal"|"Final"|"2.50"|"31-05-2010"|"-"|"22-09-2010"
"Jindal Photo"|"Final"|"10.00"|"06-09-2010"|"-"|"22-09-2010"
"Consol Finvest"|"Final"|"5.00"|"03-09-2010"|"-"|"22-09-2010"
"Kilburn Chem"|"Final"|"10.00"|"21-09-2010"|"-"|"22-09-2010"
"Koutons Retail"|"Final"|"2.00"|"06-09-2010"|"-"|"22-09-2010"
"Kamadgiri"|"Final"|"12.50"|"01-09-2010"|"-"|"22-09-2010"
"Lords Chemicals"|"Final"|"5.00"|"08-09-2010"|"-"|"22-09-2010"
"Mcnally Bh Engg"|"Final"|"15.00"|"13-08-2010"|"-"|"22-09-2010"
"Medi-Caps"|"Final"|"15.00"|"27-08-2010"|"-"|"22-09-2010"
"Motor and Gen F"|"Final"|"20.00"|"20-08-2010"|"-"|"22-09-2010"
"Alchemist Real"|"Final"|"5.00"|"30-08-2010"|"-"|"22-09-2010"
"PSL"|"Final"|"15.00"|"31-05-2010"|"-"|"22-09-2010"
"Rei Agro"|"Final"|"20.00"|"26-05-2010"|"-"|"22-09-2010"
"REI Six Ten"|"Final"|"10.00"|"31-05-2010"|"-"|"22-09-2010"
"RTS Power Corp"|"Final"|"5.00"|"31-08-2010"|"-"|"22-09-2010"
"Shivam Auto"|"Final"|"15.00"|"02-08-2010"|"-"|"22-09-2010"
"Sri Adhikari"|"Final"|"6.00"|"31-05-2010"|"-"|"22-09-2010"
"Ashtavinayak"|"Final"|"2.00"|"31-05-2010"|"-"|"22-09-2010"
"Sumeet Ind"|"Final"|"10.00"|"04-05-2010"|"-"|"22-09-2010"
"GP Petroleums"|"Final"|"0.20"|"11-08-2010"|"-"|"22-09-2010"
"Vamshi Rubber"|"Final"|"10.00"|"03-06-2010"|"-"|"22-09-2010"
"63 Moons Tech"|"Final"|"100.00"|"31-05-2010"|"-"|"22-09-2010"
"Atlanta"|"Final"|"10.00"|"31-05-2010"|"-"|"21-09-2010"
"Asahi Infra"|"Final"|"5.00"|"05-08-2010"|"-"|"21-09-2010"
"Atlas Cycles"|"Final"|"45.00"|"23-08-2010"|"-"|"21-09-2010"
"Advanced Micron"|"Final"|"10.00"|"25-05-2010"|"-"|"21-09-2010"
"Astra Microwave"|"Final"|"25.00"|"30-04-2010"|"-"|"21-09-2010"
"Amar Remedies"|"Final"|"10.00"|"30-08-2010"|"-"|"21-09-2010"
"Andhra Sugar"|"Final"|"50.00"|"10-08-2010"|"-"|"21-09-2010"
"Amarjothi Spin"|"Final"|"18.00"|"12-08-2010"|"-"|"21-09-2010"
