"0"|"1"|"2"|"3"|"4"|"5"
"COMPANY NAME"|"DIVIDEND"|"DIVIDEND"|"DATE"|"DATE"|"DATE"
"COMPANY NAME"|"Type"|"%"|"Announcement"|"Record"|"Ex-Dividend"
"R Systems Intl"|"Interim"|"255.00"|"15-12-2014"|"29-12-2014"|"26-12-2014"
"Amtek Auto"|"Final"|"25.00"|"24-11-2014"|"-"|"24-12-2014"
"Metalyst Forgin"|"Final"|"10.00"|"24-11-2014"|"-"|"24-12-2014"
"Castex Tech"|"Final"|"5.00"|"24-11-2014"|"-"|"24-12-2014"
"Bambino Agro"|"Final"|"15.00"|"13-11-2014"|"-"|"18-12-2014"
"HBL Power"|"Final"|"20.00"|"26-05-2014"|"-"|"18-12-2014"
"Visagar Polytex"|"Final"|"10.00"|"01-09-2014"|"-"|"16-12-2014"
"Gati"|"Special"|"30.00"|"05-12-2014"|"17-12-2014"|"16-12-2014"
"ONGC"|"Interim"|"100.00"|"28-11-2014"|"17-12-2014"|"16-12-2014"
"Colgate"|"Interim"|"800.00"|"20-11-2014"|"16-12-2014"|"15-12-2014"
"Indsil Hydro"|"Final"|"12.00"|"27-08-2014"|"-"|"12-12-2014"
"Caplin Labs"|"Final"|"40.00"|"25-08-2014"|"-"|"11-12-2014"
"Sharon Bio Medi"|"Final"|"18.00"|"21-11-2014"|"-"|"11-12-2014"
"Nestle"|"Interim"|"80.00"|"28-11-2014"|"09-12-2014"|"08-12-2014"
"Hindoostan Mill"|"Final"|"100.00"|"05-05-2014"|"-"|"04-12-2014"
"Ballarpur Ind"|"Final"|"10.00"|"27-08-2014"|"-"|"03-12-2014"
"Gulshan Poly"|"Interim"|"35.00"|"17-11-2014"|"28-11-2014"|"27-11-2014"
"Hinduja Global"|"Interim"|"50.00"|"13-11-2014"|"28-11-2014"|"27-11-2014"
"Vishnu Chemical"|"Interim"|"10.00"|"14-11-2014"|"28-11-2014"|"27-11-2014"
"Precision Wires"|"Interim"|"20.00"|"13-11-2014"|"28-11-2014"|"27-11-2014"
"DCM"|"Interim"|"15.00"|"14-11-2014"|"27-11-2014"|"26-11-2014"
"Vidhi Spec"|"Interim"|"25.00"|"17-11-2014"|"27-11-2014"|"26-11-2014"
"Ingersoll Rand"|"Interim"|"30.00"|"13-11-2014"|"26-11-2014"|"25-11-2014"
"Max Financial"|"Interim"|"200.00"|"12-11-2014"|"26-11-2014"|"25-11-2014"
"Take Solutions"|"Interim"|"30.00"|"13-11-2014"|"26-11-2014"|"25-11-2014"
"Aegis Logistics"|"Interim"|"25.00"|"07-11-2014"|"21-11-2014"|"20-11-2014"
"Foseco India"|"Interim"|"60.00"|"30-10-2014"|"21-11-2014"|"20-11-2014"
"Gabriel India"|"Interim"|"45.00"|"10-11-2014"|"21-11-2014"|"20-11-2014"
"Setco Auto"|"Interim"|"15.00"|"11-11-2014"|"21-11-2014"|"20-11-2014"
"MT Educare"|"Interim"|"6.00"|"05-11-2014"|"21-11-2014"|"20-11-2014"
"Mayur Uniquoter"|"Interim"|"15.00"|"30-10-2014"|"21-11-2014"|"20-11-2014"
"Timken"|"Interim"|"30.00"|"10-11-2014"|"21-11-2014"|"20-11-2014"
"Tide Water Oil"|"Interim"|"1000.00"|"03-11-2014"|"21-11-2014"|"20-11-2014"
"Vaibhav Global"|"Interim"|"24.00"|"11-11-2014"|"21-11-2014"|"20-11-2014"
"63 Moons Tech"|"Interim"|"250.00"|"05-11-2014"|"21-11-2014"|"20-11-2014"
"Aarti Drugs"|"Interim"|"50.00"|"03-11-2014"|"20-11-2014"|"19-11-2014"
"Monsanto India"|"Interim"|"180.00"|"03-11-2014"|"20-11-2014"|"19-11-2014"
"Rain Industries"|"Interim"|"50.00"|"07-11-2014"|"20-11-2014"|"19-11-2014"
"Solar Ind"|"Interim"|"80.00"|"10-11-2014"|"20-11-2014"|"19-11-2014"
"LG Balakrishnan"|"Interim"|"32.00"|"07-11-2014"|"18-11-2014"|"17-11-2014"
"Noida Toll"|"Interim"|"10.00"|"07-11-2014"|"18-11-2014"|"17-11-2014"
"Orbit Exports"|"Interim"|"22.50"|"05-11-2014"|"18-11-2014"|"17-11-2014"
"Page Industries"|"Interim"|"180.00"|"21-10-2014"|"18-11-2014"|"17-11-2014"
"Sundram"|"Interim"|"85.00"|"07-11-2014"|"18-11-2014"|"17-11-2014"
"Welspun India"|"Interim"|"30.00"|"05-11-2014"|"18-11-2014"|"17-11-2014"
"Atul Auto"|"Interim"|"50.00"|"03-11-2014"|"14-11-2014"|"13-11-2014"
"Aarti Ind"|"Interim"|"45.00"|"29-10-2014"|"14-11-2014"|"13-11-2014"
"APM Industries"|"Interim"|"50.00"|"21-10-2014"|"14-11-2014"|"13-11-2014"
"Excel"|"Interim"|"60.00"|"31-10-2014"|"14-11-2014"|"13-11-2014"
"GMM Pfaudler"|"Interim"|"35.00"|"30-10-2014"|"14-11-2014"|"13-11-2014"
"Marico"|"Interim"|"100.00"|"28-10-2014"|"14-11-2014"|"13-11-2014"
"MRF"|"Interim"|"30.00"|"30-10-2014"|"14-11-2014"|"13-11-2014"
"NMDC"|"Interim"|"300.00"|"31-10-2014"|"14-11-2014"|"13-11-2014"
"Oriental Carbon"|"Final"|"30.00"|"31-10-2014"|"14-11-2014"|"13-11-2014"
"Oriental Carbon"|"Interim"|"30.00"|"31-10-2014"|"14-11-2014"|"13-11-2014"
"PI Industries"|"Interim"|"120.00"|"29-10-2014"|"14-11-2014"|"13-11-2014"
"Shriram City"|"Interim"|"45.00"|"30-10-2014"|"14-11-2014"|"13-11-2014"
"Sonata"|"Interim"|"100.00"|"07-11-2014"|"14-11-2014"|"13-11-2014"
"Sun TV Network"|"Interim"|"45.00"|"31-10-2014"|"14-11-2014"|"13-11-2014"
"Expleo Solution"|"Interim"|"40.00"|"30-10-2014"|"14-11-2014"|"13-11-2014"
"Wockhardt"|"Interim"|"400.00"|"03-11-2014"|"15-11-2014"|"13-11-2014"
"Hexaware Tech"|"Interim"|"117.50"|"31-10-2014"|"13-11-2014"|"12-11-2014"
"Manappuram Fin"|"Interim"|"22.50"|"30-10-2014"|"13-11-2014"|"12-11-2014"
"ASM Tech"|"Interim"|"12.00"|"29-10-2014"|"12-11-2014"|"11-11-2014"
"Godrej Consumer"|"Interim"|"100.00"|"08-10-2014"|"12-11-2014"|"11-11-2014"
"Ind Motor Parts"|"Interim"|"40.00"|"28-10-2014"|"11-11-2014"|"10-11-2014"
"Kaveri Seed"|"Interim"|"125.00"|"21-10-2014"|"10-11-2014"|"07-11-2014"
"Astral Poly Tec"|"Interim"|"15.00"|"28-10-2014"|"08-11-2014"|"05-11-2014"
"Navin Fluorine"|"Interim"|"75.00"|"20-10-2014"|"07-11-2014"|"05-11-2014"
"R Systems Intl"|"Interim"|"90.00"|"16-10-2014"|"07-11-2014"|"05-11-2014"
"Vedanta"|"Interim"|"175.00"|"21-10-2014"|"05-11-2014"|"03-11-2014"
"Dewan Housing"|"Interim"|"40.00"|"21-10-2014"|"04-11-2014"|"31-10-2014"
"HUL"|"Interim"|"600.00"|"16-10-2014"|"03-11-2014"|"31-10-2014"
"Bajaj Consumer"|"Interim"|"1150.00"|"16-10-2014"|"31-10-2014"|"30-10-2014"
"Info Edge"|"Interim"|"10.00"|"16-10-2014"|"31-10-2014"|"30-10-2014"
"Kewal Kiran"|"Interim"|"75.00"|"17-10-2014"|"31-10-2014"|"30-10-2014"
"RS Software"|"Interim"|"15.00"|"17-10-2014"|"31-10-2014"|"30-10-2014"
"Sagar Cement"|"Interim"|"50.00"|"17-10-2014"|"31-10-2014"|"30-10-2014"
"Singer India"|"Final"|"15.00"|"27-08-2014"|"-"|"30-10-2014"
"Shriram Trans"|"Interim"|"40.00"|"17-10-2014"|"31-10-2014"|"30-10-2014"
"Kirloskar Invt"|"Interim"|"500.00"|"16-10-2014"|"30-10-2014"|"29-10-2014"
"Rallis India"|"Interim"|"100.00"|"16-10-2014"|"30-10-2014"|"29-10-2014"
"TCS"|"Interim"|"500.00"|"16-10-2014"|"30-10-2014"|"29-10-2014"
