"0"|"1"|"2"|"3"|"4"|"5"
"COMPANY NAME"|"DIVIDEND"|"DIVIDEND"|"DATE"|"DATE"|"DATE"
"COMPANY NAME"|"Type"|"%"|"Announcement"|"Record"|"Ex-Dividend"
"NELCO"|"Final"|"6.00"|"30-11-2009"|"-"|"31-12-2009"
"GAIL"|"Interim"|"20.00"|"15-12-2009"|"29-12-2009"|"24-12-2009"
"Salzer Electro"|"Final"|"16.00"|"26-11-2009"|"-"|"24-12-2009"
"Amtek Auto"|"Final"|"25.00"|"03-12-2009"|"-"|"23-12-2009"
"AshirwadCapital"|"Interim"|"11.00"|"15-12-2009"|"24-12-2009"|"23-12-2009"
"Metalyst Forgin"|"Final"|"10.00"|"03-12-2009"|"-"|"23-12-2009"
"Castex Tech"|"Final"|"10.00"|"03-12-2009"|"-"|"23-12-2009"
"Shri Lakshmi Co"|"Final"|"20.00"|"25-11-2009"|"-"|"23-12-2009"
"Accentia Techno"|"Final"|"20.00"|"04-06-2009"|"-"|"23-12-2009"
"India Nippon"|"Interim"|"35.00"|"10-12-2009"|"28-12-2009"|"23-12-2009"
"MIC Electronics"|"Final"|"20.00"|"07-12-2009"|"-"|"23-12-2009"
"Parenteral Drug"|"Final"|"15.00"|"24-11-2009"|"-"|"23-12-2009"
"Mediaone Global"|"Final"|"8.00"|"05-10-2009"|"-"|"23-12-2009"
"IndiaNivesh"|"Final"|"10.00"|"06-07-2009"|"-"|"23-12-2009"
"Centrum Capital"|"Final"|"10.00"|"01-10-2009"|"-"|"22-12-2009"
"Emami"|"Final"|"225.00"|"04-12-2009"|"-"|"22-12-2009"
"Fedders Elec"|"Final"|"10.00"|"23-11-2009"|"-"|"22-12-2009"
"Guj Heavy Chem"|"Final"|"20.00"|"02-12-2009"|"-"|"22-12-2009"
"Brightcom Group"|"Final"|"2.50"|"19-11-2009"|"-"|"22-12-2009"
"ONGC"|"Interim"|"180.00"|"30-11-2009"|"23-12-2009"|"22-12-2009"
"RR Finance"|"Final"|"10.00"|"01-10-2009"|"-"|"22-12-2009"
"Sharon Bio Medi"|"Final"|"12.00"|"03-12-2009"|"-"|"22-12-2009"
"Triveni Engg"|"Final"|"70.00"|"20-11-2009"|"-"|"22-12-2009"
"EngineersInd"|"Interim"|"60.00"|"26-11-2009"|"22-12-2009"|"21-12-2009"
"GSS Infotech"|"Final"|"15.00"|"05-08-2009"|"-"|"21-12-2009"
"Sancia Global"|"Final"|"5.00"|"29-06-2009"|"-"|"21-12-2009"
"Garware Marine"|"Final"|"5.00"|"26-11-2009"|"-"|"18-12-2009"
"Amar Remedies"|"Final"|"10.00"|"01-10-2009"|"-"|"17-12-2009"
"C & C Construct"|"Final"|"27.50"|"05-09-2009"|"-"|"17-12-2009"
"Falcon Tyres"|"Final"|"15.00"|"12-11-2009"|"-"|"17-12-2009"
"India Tourism D"|"Final"|"10.00"|"11-12-2009"|"-"|"17-12-2009"
"Symphony"|"Final"|"10.00"|"05-10-2009"|"-"|"17-12-2009"
"Upper Ganges"|"Final"|"12.00"|"06-10-2009"|"-"|"17-12-2009"
"Aurobindo Pharm"|"Final"|"30.00"|"12-11-2009"|"-"|"16-12-2009"
"Garware Poly"|"Final"|"10.00"|"13-11-2009"|"-"|"16-12-2009"
"Indsil Hydro"|"Final"|"10.00"|"15-09-2009"|"-"|"16-12-2009"
"Shakti Pumps"|"Final"|"10.00"|"24-11-2009"|"-"|"16-12-2009"
"Cummins"|"Interim"|"300.00"|"04-12-2009"|"15-12-2009"|"14-12-2009"
"Esab India"|"Interim"|"200.00"|"24-11-2009"|"15-12-2009"|"14-12-2009"
"Kesar Ent"|"Final"|"30.00"|"04-11-2009"|"-"|"11-12-2009"
"Colgate"|"Interim"|"700.00"|"05-11-2009"|"11-12-2009"|"10-12-2009"
"SBandT Intl"|"Final"|"1.00"|"10-11-2009"|"-"|"10-12-2009"
"Visagar Polytex"|"Final"|"10.00"|"09-11-2009"|"-"|"08-12-2009"
"ESS DEE"|"Final"|"20.00"|"01-07-2009"|"-"|"08-12-2009"
"Aegis Logistics"|"Interim"|"27.50"|"24-11-2009"|"04-12-2009"|"03-12-2009"
"Assam Petrochem"|"Final"|"10.00"|"14-08-2009"|"-"|"03-12-2009"
"Ballarpur Ind"|"Final"|"25.00"|"22-09-2009"|"-"|"03-12-2009"
"Mayur Uniquoter"|"Interim"|"20.00"|"23-11-2009"|"04-12-2009"|"03-12-2009"
"HCL Tech"|"Final"|"50.00"|"25-08-2009"|"-"|"02-12-2009"
"Guj State Petro"|"Final"|"7.50"|"27-10-2009"|"-"|"26-11-2009"
"Future Ent"|"Final"|"30.00"|"29-09-2009"|"-"|"25-11-2009"
"FEL"|"Final"|"30.00"|"29-09-2009"|"-"|"25-11-2009"
"Assoc Stone"|"Interim"|"5.00"|"09-11-2009"|"25-11-2009"|"24-11-2009"
"Usher Agro"|"Final"|"2.50"|"07-10-2009"|"-"|"24-11-2009"
"Greaves Cotton"|"Interim"|"10.00"|"03-11-2009"|"23-11-2009"|"20-11-2009"
"Vipul"|"Final"|"12.50"|"04-11-2009"|"-"|"19-11-2009"
"Allcargo"|"Interim"|"25.00"|"10-11-2009"|"20-11-2009"|"19-11-2009"
"Central Bank"|"Interim"|"10.00"|"30-10-2009"|"20-11-2009"|"19-11-2009"
"Banco Products"|"Final"|"75.00"|"01-10-2009"|"-"|"18-11-2009"
"Jetking Info"|"Interim"|"30.00"|"05-11-2009"|"-"|"18-11-2009"
"Filatex India"|"Interim"|"10.00"|"03-11-2009"|"17-11-2009"|"16-11-2009"
"Kesoram"|"Interim"|"22.50"|"03-11-2009"|"17-11-2009"|"16-11-2009"
"Godrej Consumer"|"Interim"|"100.00"|"27-07-2009"|"16-11-2009"|"13-11-2009"
"GFL"|"Interim"|"100.00"|"30-10-2009"|"16-11-2009"|"13-11-2009"
"Rolta"|"Final"|"30.00"|"03-08-2009"|"-"|"13-11-2009"
"ZF Steering Gea"|"Interim"|"35.00"|"04-11-2009"|"16-11-2009"|"13-11-2009"
"Elgi Equipments"|"Interim"|"75.00"|"03-11-2009"|"13-11-2009"|"12-11-2009"
"Foseco India"|"Interim"|"10.00"|"28-10-2009"|"13-11-2009"|"12-11-2009"
"Indo Amines"|"Interim"|"7.00"|"05-11-2009"|"13-11-2009"|"12-11-2009"
"Ingersoll Rand"|"Interim"|"30.00"|"28-10-2009"|"13-11-2009"|"12-11-2009"
"Lumax Auto Tech"|"Interim"|"10.00"|"22-10-2009"|"14-11-2009"|"12-11-2009"
"Mcnally Bh Engg"|"Final"|"12.50"|"08-09-2009"|"-"|"12-11-2009"
"Navin Fluorine"|"Interim"|"65.00"|"27-10-2009"|"13-11-2009"|"12-11-2009"
"SRF"|"Interim"|"70.00"|"03-11-2009"|"13-11-2009"|"12-11-2009"
"DCM Shriram Ind"|"Interim"|"15.00"|"03-11-2009"|"12-11-2009"|"11-11-2009"
"Helios and Mat"|"Interim"|"15.00"|"30-10-2009"|"12-11-2009"|"11-11-2009"
"Firstobject Tec"|"Interim"|"1.00"|"29-10-2009"|"12-11-2009"|"11-11-2009"
"J. K. Cement"|"Interim"|"25.00"|"03-11-2009"|"12-11-2009"|"11-11-2009"
"JagranPrakashan"|"Interim"|"100.00"|"28-10-2009"|"12-11-2009"|"11-11-2009"
"Oriental Carbon"|"Interim"|"15.00"|"30-10-2009"|"12-11-2009"|"11-11-2009"
"63 Moons Tech"|"Interim"|"100.00"|"30-10-2009"|"12-11-2009"|"11-11-2009"
"eClerx Services"|"Interim"|"75.00"|"28-10-2009"|"11-11-2009"|"10-11-2009"
"JK Lakshmi Cem"|"Interim"|"20.00"|"28-10-2009"|"11-11-2009"|"10-11-2009"
"Nacl Industries"|"Interim"|"20.00"|"29-10-2009"|"11-11-2009"|"10-11-2009"
"Navneet"|"Interim"|"50.00"|"30-10-2009"|"11-11-2009"|"10-11-2009"
"Orbit Corp"|"Interim"|"10.00"|"28-10-2009"|"11-11-2009"|"10-11-2009"
"Sasken Tech"|"Interim"|"20.00"|"30-10-2009"|"11-11-2009"|"10-11-2009"
